brand,model,price_in_pln,mileage,gearbox,engine_capacity,fuel_type,city,voivodeship,year
infiniti,Infiniti Q50 2.0t Sport Tech,105000.0,23 500 km,automatic,2 997 cm3,Benzyna,Warszawa,Mazowieckie,2018
infiniti,Infiniti Q60 Q60S 2.0t Coupe Sport Tech,137000.0,23 500 km,automatic,2 997 cm3,Benzyna,Elbląg,Warmińsko-mazurskie,2018
infiniti,Infiniti Q30 2.2d Premium Tech Gallery White AWD 7DCT,81000.0,10 700 km,automatic,3 498 cm3,Benzyna,Sobienie Szlacheckie,Mazowieckie,2019
infiniti,Infiniti Q50 2.2d Premium Executive,68000.0,10 700 km,automatic,3 498 cm3,Benzyna,Elbląg,Warmińsko-mazurskie,2019
infiniti,Infiniti Q70,88900.0,180 962 km,automatic,5 026 cm3,Benzyna,Gubin,Lubuskie,2016
infiniti,Infiniti QX70,103700.0,180 962 km,automatic,5 026 cm3,Benzyna,Czechy,Łódzkie,2016
infiniti,Infiniti Q50,89900.0,139 755 km,automatic,2 997 cm3,Benzyna,Warszawa,Mazowieckie,2016
infiniti,Infiniti Q50,169900.0,139 755 km,automatic,2 997 cm3,Benzyna,Limanowa,Małopolskie,2016
infiniti,Infiniti Q60,153000.0,108 462 km,automatic,3 498 cm3,Hybryda,Opatów,Świętokrzyskie,2017
infiniti,Infiniti Q60 2.0t Sport Tech,134900.0,108 462 km,automatic,3 498 cm3,Hybryda,Warszawa,Mazowieckie,2017
infiniti,Infiniti QX50,69500.0,87 937 km,automatic,1 991 cm3,Benzyna,Koluszki,Łódzkie,2018
infiniti,Infiniti QX80,162000.0,87 937 km,automatic,1 991 cm3,Benzyna,Węgrzce,Małopolskie,2018
infiniti,Infiniti Q50,47500.0,56 000 km,automatic,1 991 cm3,Benzyna,Kęty,Małopolskie,2017
infiniti,Infiniti Q30 1.5d Premium 7DCT,78900.0,56 000 km,automatic,1 991 cm3,Benzyna,Nowy Sącz,Małopolskie,2017
infiniti,Infiniti Q50,85000.0,107 500 km,automatic,1 991 cm3,Benzyna,Warszawa,Mazowieckie,2017
infiniti,Infiniti QX,299900.0,107 500 km,automatic,1 991 cm3,Benzyna,Piekary Śląskie,Śląskie,2017
infiniti,Infiniti Q50,150000.0,157 000 km,automatic,2 143 cm3,Diesel,Nowy Tomyśl,Wielkopolskie,2016
infiniti,Infiniti Q50 2.0t Premium,71000.0,157 000 km,automatic,2 143 cm3,Diesel,Warszawa,Mazowieckie,2016
infiniti,Infiniti Q50,48000.0,135 000 km,automatic,2 143 cm3,Diesel,Katowice,Śląskie,2015
infiniti,Infiniti Q50,49900.0,135 000 km,automatic,2 143 cm3,Diesel,Dziekanów Polski,Mazowieckie,2015
infiniti,Infiniti QX60,89999.0,131 335 km,automatic,3 498 cm3,Benzyna,Niepruszewo,Wielkopolskie,2016
infiniti,Infiniti QX70 3.7 S Design,109000.0,131 335 km,automatic,3 498 cm3,Benzyna,Poznań,Wielkopolskie,2016
infiniti,Infiniti Q50 2.2d Premium Executive,49800.0,143 902 km,automatic,3 696 cm3,Benzyna,Ciechanów,Mazowieckie,2015
infiniti,Infiniti Q50,76000.0,143 902 km,automatic,3 696 cm3,Benzyna,Sochaczew-Wieś,Mazowieckie,2015
infiniti,Infiniti Q30 2.0t Sport City Black AWD 7DCT,109900.0,276 000 km,automatic,2 143 cm3,Diesel,Góra Kalwaria,Mazowieckie,2015
infiniti,Infiniti QX60 3.5 Hi-Tech,119900.0,276 000 km,automatic,2 143 cm3,Diesel,Łapy,Podlaskie,2015
infiniti,Infiniti QX60 3.5 Hi-Tech,159900.0,149 000 km,automatic,2 997 cm3,Benzyna,Góra Kalwaria,Mazowieckie,2016
infiniti,Infiniti QX70 3.0d S Premium,79000.0,149 000 km,automatic,2 997 cm3,Benzyna,Zamość,Lubelskie,2016
infiniti,Infiniti QX60,114800.0,74 900 km,automatic,1 991 cm3,Benzyna,Strzyżew,Mazowieckie,2017
infiniti,Infiniti Q60 Q60S 3.0t Coupe AWD Sport Tech,135900.0,74 900 km,automatic,1 991 cm3,Benzyna,Kielce,Świętokrzyskie,2017
infiniti,Infiniti QX70 3.0d S Premium,69999.0,43 800 km,automatic,3 498 cm3,Benzyna,Powidz,Wielkopolskie,2018
infiniti,Infiniti QX30,83900.0,43 800 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2018
infiniti,Infiniti QX30 2.0t Premium AWD 7DCT,73999.0,100 600 km,automatic,3 498 cm3,Benzyna,Radwanice,Dolnośląskie,2018
infiniti,Infiniti QX70 3.7 AWD S Premium,135000.0,100 600 km,automatic,3 498 cm3,Benzyna,Tarnów,Małopolskie,2018
infiniti,Infiniti QX70 3.0d S Premium,89999.0,268 152 km,automatic,2 993 cm3,Diesel,Turek,Wielkopolskie,2015
infiniti,Infiniti Q50 Q50S Hybrid AWD,76000.0,268 152 km,automatic,2 993 cm3,Diesel,Ciężkie,Lubelskie,2015
infiniti,Infiniti Q30,84500.0,96 000 km,automatic,3 498 cm3,Benzyna,Sosnowiec,Śląskie,2016
infiniti,Infiniti Q50,48900.0,96 000 km,automatic,3 498 cm3,Benzyna,Katowice,Śląskie,2016
infiniti,Infiniti Q50 2.0t Sport Sound Studio by Bose,114500.0,55 120 km,automatic,2 997 cm3,Benzyna,Białystok,Podlaskie,2017
infiniti,Infiniti Q60 3.0t AWD Sport Tech,125000.0,55 120 km,automatic,2 997 cm3,Benzyna,Kraśnik,Lubelskie,2017
infiniti,Infiniti Q30 2.0t Sport AWD 7DCT,98000.0,320 000 km,automatic,2 993 cm3,Diesel,Toruń,Kujawsko-pomorskie,2015
infiniti,Infiniti QX50,108000.0,320 000 km,automatic,2 993 cm3,Diesel,Mława,Mazowieckie,2015
infiniti,Infiniti QX60,134000.0,60 000 km,automatic,1 991 cm3,Benzyna,Mława,Mazowieckie,2018
infiniti,Infiniti Q50 2.0t Premium EU6,89900.0,60 000 km,automatic,1 991 cm3,Benzyna,Wrocław,Dolnośląskie,2018
infiniti,Infiniti Q70 3.0d S Premium,105000.0,180 000 km,automatic,1 991 cm3,Benzyna,Igołomia,Małopolskie,2017
infiniti,Infiniti QX60,108000.0,180 000 km,automatic,1 991 cm3,Benzyna,Warszawa,Mazowieckie,2017
infiniti,Infiniti Q50 Q50S 3.0t Sport,47000.0,83 400 km,automatic,3 696 cm3,Benzyna,Warszawa,Mazowieckie,2017
infiniti,Infiniti Q30 2.2d Premium 7DCT,39237.0,83 400 km,automatic,3 696 cm3,Benzyna,Ostrzeszów,Wielkopolskie,2017
infiniti,Infiniti Q50 Q50(S) 3.0t Sport,92496.0,205 000 km,automatic,2 993 cm3,Diesel,Nieporęt,Mazowieckie,2016
infiniti,Infiniti QX70 5.0 S Premium EU6,159000.0,205 000 km,automatic,2 993 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2016
infiniti,Infiniti Q70,66500.0,106 000 km,automatic,3 498 cm3,Hybryda,Rzeszów,Podkarpackie,2015
infiniti,Infiniti QX60,135000.0,106 000 km,automatic,3 498 cm3,Hybryda,Olsztyn,Warmińsko-mazurskie,2015
infiniti,Infiniti QX80,134000.0,89 986 km,automatic,5 600 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q50,114000.0,89 986 km,automatic,5 600 cm3,Benzyna,Tarnów,Małopolskie,2020
infiniti,Infiniti QX60 3.5 Elite,120000.0,45 352 km,automatic,1 991 cm3,Benzyna,Śrem,Wielkopolskie,2021
infiniti,Infiniti Q50,95000.0,45 352 km,automatic,1 991 cm3,Benzyna,Tarnów,Małopolskie,2021
infiniti,Infiniti Q60,119000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX50,126000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX80,134000.0,89 986 km,automatic,5 600 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q50,114000.0,89 986 km,automatic,5 600 cm3,Benzyna,Tarnów,Małopolskie,2020
infiniti,Infiniti QX60 3.5 Elite,120000.0,45 352 km,automatic,1 991 cm3,Benzyna,Śrem,Wielkopolskie,2021
infiniti,Infiniti Q50,95000.0,45 352 km,automatic,1 991 cm3,Benzyna,Tarnów,Małopolskie,2021
infiniti,Infiniti Q60,119000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX50,126000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX80,134000.0,89 986 km,automatic,5 600 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q50,114000.0,89 986 km,automatic,5 600 cm3,Benzyna,Tarnów,Małopolskie,2020
infiniti,Infiniti QX60 3.5 Elite,120000.0,45 352 km,automatic,1 991 cm3,Benzyna,Śrem,Wielkopolskie,2021
infiniti,Infiniti Q50,95000.0,45 352 km,automatic,1 991 cm3,Benzyna,Tarnów,Małopolskie,2021
infiniti,Infiniti QX50,126000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q60,119000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX80,134000.0,89 986 km,automatic,5 600 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q50,114000.0,89 986 km,automatic,5 600 cm3,Benzyna,Tarnów,Małopolskie,2020
infiniti,Infiniti QX60 3.5 Elite,120000.0,45 352 km,automatic,1 991 cm3,Benzyna,Śrem,Wielkopolskie,2021
infiniti,Infiniti Q50,95000.0,45 352 km,automatic,1 991 cm3,Benzyna,Tarnów,Małopolskie,2021
infiniti,Infiniti Q60,119000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX50,126000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX80,134000.0,89 986 km,automatic,5 600 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q50,114000.0,89 986 km,automatic,5 600 cm3,Benzyna,Tarnów,Małopolskie,2020
infiniti,Infiniti QX60 3.5 Elite,120000.0,45 352 km,automatic,1 991 cm3,Benzyna,Śrem,Wielkopolskie,2021
infiniti,Infiniti Q50,95000.0,45 352 km,automatic,1 991 cm3,Benzyna,Tarnów,Małopolskie,2021
infiniti,Infiniti Q60,119000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX50,126000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX80,134000.0,89 986 km,automatic,5 600 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q50,114000.0,89 986 km,automatic,5 600 cm3,Benzyna,Tarnów,Małopolskie,2020
infiniti,Infiniti QX60 3.5 Elite,120000.0,45 352 km,automatic,1 991 cm3,Benzyna,Śrem,Wielkopolskie,2021
infiniti,Infiniti Q50,95000.0,45 352 km,automatic,1 991 cm3,Benzyna,Tarnów,Małopolskie,2021
infiniti,Infiniti QX50,126000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q60,119000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti QX80,134000.0,89 986 km,automatic,5 600 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q50,114000.0,89 986 km,automatic,5 600 cm3,Benzyna,Tarnów,Małopolskie,2020
infiniti,Infiniti QX60 3.5 Elite,120000.0,45 352 km,automatic,1 991 cm3,Benzyna,Śrem,Wielkopolskie,2021
infiniti,Infiniti Q50,95000.0,45 352 km,automatic,1 991 cm3,Benzyna,Tarnów,Małopolskie,2021
infiniti,Infiniti QX50,126000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
infiniti,Infiniti Q60,119000.0,16 000 km,automatic,3 498 cm3,Benzyna,Warszawa,Mazowieckie,2020
isuzu,Isuzu Trooper 3.0 TD,25900.0,95 400 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2002
isuzu,Isuzu Trooper 3.0 TD,24000.0,95 400 km,manual,2 999 cm3,Diesel,Szczucin,Małopolskie,2002
isuzu,Isuzu Trooper 3.0 TD,28800.0,237 000 km,manual,2 999 cm3,Diesel,Legnica,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.5 V6,30000.0,237 000 km,manual,2 999 cm3,Diesel,Karpacz,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.0 TD,25900.0,95 400 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2002
isuzu,Isuzu Trooper 3.0 TD,24000.0,95 400 km,manual,2 999 cm3,Diesel,Szczucin,Małopolskie,2002
isuzu,Isuzu Trooper 3.0 TD,28800.0,237 000 km,manual,2 999 cm3,Diesel,Legnica,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.5 V6,30000.0,237 000 km,manual,2 999 cm3,Diesel,Karpacz,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.0 TD,25900.0,95 400 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2002
isuzu,Isuzu Trooper 3.0 TD,24000.0,95 400 km,manual,2 999 cm3,Diesel,Szczucin,Małopolskie,2002
isuzu,Isuzu Trooper 3.0 TD,28800.0,237 000 km,manual,2 999 cm3,Diesel,Legnica,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.5 V6,30000.0,237 000 km,manual,2 999 cm3,Diesel,Karpacz,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.0 TD,25900.0,95 400 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2002
isuzu,Isuzu Trooper 3.0 TD,24000.0,95 400 km,manual,2 999 cm3,Diesel,Szczucin,Małopolskie,2002
isuzu,Isuzu Trooper 3.0 TD,28800.0,237 000 km,manual,2 999 cm3,Diesel,Legnica,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.5 V6,30000.0,237 000 km,manual,2 999 cm3,Diesel,Karpacz,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.0 TD,25900.0,95 400 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2002
isuzu,Isuzu Trooper 3.0 TD,24000.0,95 400 km,manual,2 999 cm3,Diesel,Szczucin,Małopolskie,2002
isuzu,Isuzu Trooper 3.0 TD,28800.0,237 000 km,manual,2 999 cm3,Diesel,Legnica,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.5 V6,30000.0,237 000 km,manual,2 999 cm3,Diesel,Karpacz,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.0 TD,25900.0,95 400 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2002
isuzu,Isuzu Trooper 3.0 TD,24000.0,95 400 km,manual,2 999 cm3,Diesel,Szczucin,Małopolskie,2002
isuzu,Isuzu Trooper 3.0 TD,28800.0,237 000 km,manual,2 999 cm3,Diesel,Legnica,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.5 V6,30000.0,237 000 km,manual,2 999 cm3,Diesel,Karpacz,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.0 TD,25900.0,95 400 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2002
isuzu,Isuzu Trooper 3.0 TD,24000.0,95 400 km,manual,2 999 cm3,Diesel,Szczucin,Małopolskie,2002
isuzu,Isuzu Trooper 3.0 TD,28800.0,237 000 km,manual,2 999 cm3,Diesel,Legnica,Dolnośląskie,2002
isuzu,Isuzu Trooper 3.5 V6,30000.0,237 000 km,manual,2 999 cm3,Diesel,Karpacz,Dolnośląskie,2002
isuzu,Isuzu D-Max 3.0d DC LS The Rock,39900.0,235 566 km,manual,2 999 cm3,Diesel,Koszalin,Zachodniopomorskie,2007
isuzu,Isuzu Pick-up,20700.0,235 566 km,manual,2 999 cm3,Diesel,Jarosław,Podkarpackie,2007
isuzu,Isuzu D-Max 4x4 Double Cab Custom,67650.0,220 000 km,manual,2 999 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2011
isuzu,Isuzu D-Max,24900.0,220 000 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2011
isuzu,Isuzu D-Max 2.5d DC LS,37000.0,153 000 km,manual,2 999 cm3,Diesel,Wieluń,Łódzkie,2011
isuzu,Isuzu D-Max 2.5d DC Basic,36900.0,153 000 km,manual,2 999 cm3,Diesel,Olsztyn,Warmińsko-mazurskie,2011
isuzu,Isuzu D-Max 2.5 DC LS,73800.0,185 000 km,manual,2 499 cm3,Diesel,Zabrze,Śląskie,2011
isuzu,Isuzu D-Max 3.0d DC LS The Rock,39900.0,235 566 km,manual,2 999 cm3,Diesel,Koszalin,Zachodniopomorskie,2007
isuzu,Isuzu Pick-up,20700.0,235 566 km,manual,2 999 cm3,Diesel,Jarosław,Podkarpackie,2007
isuzu,Isuzu D-Max 4x4 Double Cab Custom,67650.0,220 000 km,manual,2 999 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2011
isuzu,Isuzu D-Max,24900.0,220 000 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2011
isuzu,Isuzu D-Max 2.5d DC LS,37000.0,153 000 km,manual,2 999 cm3,Diesel,Wieluń,Łódzkie,2011
isuzu,Isuzu D-Max 2.5d DC Basic,36900.0,153 000 km,manual,2 999 cm3,Diesel,Olsztyn,Warmińsko-mazurskie,2011
isuzu,Isuzu D-Max 2.5 DC LS,73800.0,185 000 km,manual,2 499 cm3,Diesel,Zabrze,Śląskie,2011
isuzu,Isuzu D-Max 4x4 Double Cab Custom,67650.0,220 000 km,manual,2 999 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2011
isuzu,Isuzu D-Max,24900.0,220 000 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2011
isuzu,Isuzu D-Max 2.5d DC LS,37000.0,153 000 km,manual,2 999 cm3,Diesel,Wieluń,Łódzkie,2011
isuzu,Isuzu D-Max 2.5d DC Basic,36900.0,153 000 km,manual,2 999 cm3,Diesel,Olsztyn,Warmińsko-mazurskie,2011
isuzu,Isuzu D-Max 2.5 DC LS,73800.0,185 000 km,manual,2 499 cm3,Diesel,Zabrze,Śląskie,2011
isuzu,Isuzu D-Max,95700.0,114 000 km,manual,2 499 cm3,Diesel,Łodygowice,Śląskie,2017
isuzu,Isuzu D-Max 1.9 DC LS+,89999.0,114 000 km,manual,2 499 cm3,Diesel,Sarnaki,Mazowieckie,2017
isuzu,Isuzu D-Max 1.9 DC L Prime,109347.0,96 000 km,manual,1 898 cm3,Diesel,Wolbrom,Małopolskie,2018
isuzu,Isuzu D-Max 1.9 DC LS+ Prime,109900.0,96 000 km,manual,1 898 cm3,Diesel,Wolbrom,Małopolskie,2018
isuzu,Isuzu D-Max 4x4 Double Cab Premium+,89999.0,82 000 km,manual,1 898 cm3,Diesel,Nowy Targ,Małopolskie,2018
isuzu,Isuzu D-Max,59500.0,82 000 km,manual,1 898 cm3,Diesel,Bilcza,Świętokrzyskie,2018
isuzu,Isuzu D-Max 1.9 DC L Prime,90999.0,82 000 km,manual,1 898 cm3,Diesel,Błonie,Mazowieckie,2019
isuzu,Isuzu D-Max 4x4 Double Cab Custom,43500.0,82 000 km,manual,1 898 cm3,Diesel,Mszana Dolna,Małopolskie,2019
isuzu,Isuzu D-Max,95700.0,114 000 km,manual,2 499 cm3,Diesel,Łodygowice,Śląskie,2017
isuzu,Isuzu D-Max 1.9 DC LS+,89999.0,114 000 km,manual,2 499 cm3,Diesel,Sarnaki,Mazowieckie,2017
isuzu,Isuzu D-Max 1.9 DC L Prime,109347.0,96 000 km,manual,1 898 cm3,Diesel,Wolbrom,Małopolskie,2018
isuzu,Isuzu D-Max 1.9 DC LS+ Prime,109900.0,96 000 km,manual,1 898 cm3,Diesel,Wolbrom,Małopolskie,2018
isuzu,Isuzu D-Max 4x4 Double Cab Premium+,89999.0,82 000 km,manual,1 898 cm3,Diesel,Nowy Targ,Małopolskie,2018
isuzu,Isuzu D-Max,59500.0,82 000 km,manual,1 898 cm3,Diesel,Bilcza,Świętokrzyskie,2018
isuzu,Isuzu D-Max 1.9 DC L Prime,90999.0,82 000 km,manual,1 898 cm3,Diesel,Błonie,Mazowieckie,2019
isuzu,Isuzu D-Max 4x4 Double Cab Custom,43500.0,82 000 km,manual,1 898 cm3,Diesel,Mszana Dolna,Małopolskie,2019
isuzu,Isuzu D-Max 4x4 Double Cab Custom,67650.0,220 000 km,manual,2 999 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2011
isuzu,Isuzu D-Max,24900.0,220 000 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2011
isuzu,Isuzu D-Max 2.5d DC LS,37000.0,153 000 km,manual,2 999 cm3,Diesel,Wieluń,Łódzkie,2011
isuzu,Isuzu D-Max 2.5d DC Basic,36900.0,153 000 km,manual,2 999 cm3,Diesel,Olsztyn,Warmińsko-mazurskie,2011
isuzu,Isuzu D-Max 2.5 DC LS,73800.0,185 000 km,manual,2 499 cm3,Diesel,Zabrze,Śląskie,2011
isuzu,Isuzu D-Max 4x4 Double Cab Custom,67650.0,220 000 km,manual,2 999 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2011
isuzu,Isuzu D-Max,24900.0,220 000 km,manual,2 999 cm3,Diesel,Rzeszów,Podkarpackie,2011
isuzu,Isuzu D-Max 2.5d DC LS,37000.0,153 000 km,manual,2 999 cm3,Diesel,Wieluń,Łódzkie,2011
isuzu,Isuzu D-Max 2.5d DC Basic,36900.0,153 000 km,manual,2 999 cm3,Diesel,Olsztyn,Warmińsko-mazurskie,2011
isuzu,Isuzu D-Max 2.5 DC LS,73800.0,185 000 km,manual,2 499 cm3,Diesel,Zabrze,Śląskie,2011
isuzu,Isuzu D-Max,95700.0,114 000 km,manual,2 499 cm3,Diesel,Łodygowice,Śląskie,2017
isuzu,Isuzu D-Max 1.9 DC LS+,89999.0,114 000 km,manual,2 499 cm3,Diesel,Sarnaki,Mazowieckie,2017
isuzu,Isuzu D-Max 1.9 DC L Prime,109347.0,96 000 km,manual,1 898 cm3,Diesel,Wolbrom,Małopolskie,2018
isuzu,Isuzu D-Max 1.9 DC LS+ Prime,109900.0,96 000 km,manual,1 898 cm3,Diesel,Wolbrom,Małopolskie,2018
isuzu,Isuzu D-Max 4x4 Double Cab Premium+,89999.0,82 000 km,manual,1 898 cm3,Diesel,Nowy Targ,Małopolskie,2018
isuzu,Isuzu D-Max,59500.0,82 000 km,manual,1 898 cm3,Diesel,Bilcza,Świętokrzyskie,2018
isuzu,Isuzu D-Max 1.9 DC L Prime,90999.0,82 000 km,manual,1 898 cm3,Diesel,Błonie,Mazowieckie,2019
isuzu,Isuzu D-Max 4x4 Double Cab Custom,43500.0,82 000 km,manual,1 898 cm3,Diesel,Mszana Dolna,Małopolskie,2019
isuzu,Isuzu,44000.0,107 000 km,automatic,3 200 cm3,Benzyna,Piotrków Kujawski,Kujawsko-pomorskie,1998
isuzu,Isuzu D-Max 1.9 DC LSX,146950.0,10 km,manual,1 898 cm3,Diesel,Radom,Mazowieckie,2021
isuzu,Isuzu D-Max,137999.0,10 km,manual,1 898 cm3,Diesel,Błonie,Mazowieckie,2021
isuzu,Isuzu D-Max 1.9 DC LS+,112000.0,10 km,manual,1 898 cm3,Diesel,Baranowo,Wielkopolskie,2022
isuzu,Isuzu D-Max 1.9 DC LS,140943.0,10 km,manual,1 898 cm3,Diesel,Warszawa,Mazowieckie,2022
isuzu,Isuzu D-Max 1.9 DC LS,190000.0,74 000 km,manual,1 898 cm3,Diesel,Poczesna,Śląskie,2020
isuzu,Isuzu D-Max 1.9 SC Utility,140220.0,74 000 km,manual,1 898 cm3,Diesel,Nowy Sącz,Małopolskie,2020
isuzu,Isuzu D-Max 1.9 DC LSE,170908.0,86 000 km,manual,1 898 cm3,Diesel,Poczesna,Śląskie,2020
isuzu,Isuzu D-Max 1.9 DC LS,136000.0,86 000 km,manual,1 898 cm3,Diesel,Czosnów,Mazowieckie,2020
isuzu,Isuzu D-Max 1.9 DC LS,179900.0,18 km,manual,1 898 cm3,Diesel,Bydgoszcz,Kujawsko-pomorskie,2022
isuzu,Isuzu D-Max 1.9 DC LS,140000.0,18 km,manual,1 898 cm3,Diesel,Czosnów,Mazowieckie,2022
isuzu,Isuzu D-Max 1.9 EC L,199999.0,10 km,manual,1 898 cm3,Diesel,Błonie,Mazowieckie,2022
isuzu,Isuzu D-Max,131999.0,10 km,manual,1 898 cm3,Diesel,Błonie,Mazowieckie,2022
isuzu,Isuzu D-Max 1.9 DC LS+ Prime,169999.0,18 km,manual,1 898 cm3,Diesel,Błonie,Mazowieckie,2023
isuzu,Isuzu D-Max 1.9 DC LS,150999.0,18 km,manual,1 898 cm3,Diesel,Błonie,Mazowieckie,2023
isuzu,Isuzu D-Max 1.9 SC Utility,111950.0,2 km,manual,1 898 cm3,Diesel,Radom,Mazowieckie,2023
isuzu,Isuzu D-Max Space Cab 4WD L,58900.0,2 km,manual,1 898 cm3,Diesel,Smoszew,Wielkopolskie,2023
isuzu,Isuzu,44000.0,107 000 km,automatic,3 200 cm3,Benzyna,Piotrków Kujawski,Kujawsko-pomorskie,1998
isuzu,Isuzu,44000.0,107 000 km,automatic,3 200 cm3,Benzyna,Piotrków Kujawski,Kujawsko-pomorskie,1998
isuzu,Isuzu,44000.0,107 000 km,automatic,3 200 cm3,Benzyna,Piotrków Kujawski,Kujawsko-pomorskie,1998
isuzu,Isuzu,44000.0,107 000 km,automatic,3 200 cm3,Benzyna,Piotrków Kujawski,Kujawsko-pomorskie,1998
isuzu,Isuzu D-Max 2.5 DC LSX Generation,85900.0,156 000 km,automatic,2 499 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2013
isuzu,Isuzu D-Max 2.5 DC LSX Generation,79900.0,156 000 km,automatic,2 499 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2013
isuzu,Isuzu D-Max 2.5 DC LSX Generation,78500.0,200 000 km,automatic,2 499 cm3,Diesel,Piaseczno,Mazowieckie,2014
isuzu,Isuzu D-Max 2.5 DC LSX,83000.0,200 000 km,automatic,2 499 cm3,Diesel,Rzeszów,Podkarpackie,2014
isuzu,Isuzu D-Max 2.5 DC LSX,56580.0,157 000 km,automatic,2 499 cm3,Diesel,Białystok,Podlaskie,2012
isuzu,Isuzu Trooper,32500.0,144 000 km,automatic,2 999 cm3,Diesel,Zdrojewo,Kujawsko-pomorskie,2001
isuzu,Isuzu D-Max 2.5 DC LSX Generation,85900.0,156 000 km,automatic,2 499 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2013
isuzu,Isuzu D-Max 2.5 DC LSX Generation,79900.0,156 000 km,automatic,2 499 cm3,Diesel,Ostrów Mazowiecka,Mazowieckie,2013
isuzu,Isuzu D-Max 2.5 DC LSX Generation,78500.0,200 000 km,automatic,2 499 cm3,Diesel,Piaseczno,Mazowieckie,2014
isuzu,Isuzu D-Max 2.5 DC LSX,83000.0,200 000 km,automatic,2 499 cm3,Diesel,Rzeszów,Podkarpackie,2014
isuzu,Isuzu D-Max 2.5 DC LSX,56580.0,157 000 km,automatic,2 499 cm3,Diesel,Białystok,Podlaskie,2012
isuzu,Isuzu D-Max 4x4 Double Cab Autm Premium,18600.0,5 000 km,automatic,1 898 cm3,Diesel,Warszawa,Mazowieckie,2019
isuzu,Isuzu D-Max 1.9 EC LS+,115999.0,5 000 km,automatic,1 898 cm3,Diesel,Błonie,Mazowieckie,2019
