dmr_make,dmr_model,age_band,band_years,approx_age_years,price_bracket_id,price_bracket_label,entry_price_dkk,entry_price_reference_km,exit_age_band,hold_years,shorter_than_6yr_horizon,horizon_available,resale_price_dkk,mileage_adjustment_factor,depreciation_dkk,depreciation_available,fuel_total_dkk,ejerafgift_total_dkk,repair_total_dkk,tco_total_dkk,tco_per_year,running_cost_per_year,standardized_pass_rate,raw_pass_rate,repair_burden_index,median_annual_fuel_cost_dkk,median_annual_ejerafgift_dkk,engagement_score,reliability_unstable,meets_stability_floor,dk_vehicle_count,n_nt_tests,price_n_listings,price_pooled_at_brand,price_calibration_factor,price_confidence,donor_model,excluded_from_rank,excluded_from_running_cost_rank,exclusion_reason,is_hybrid,is_diesel_dominant,cost_rank_in_group,cost_tier,value_for_money_score,value_for_money_weight_cost,value_for_money_weight_engagement,value_for_money_rank_in_group,value_for_money_tier,running_cost_rank_overall,running_cost_tier
HYUNDAI,I10,1,2020-2022,5.0,2,"50,000-90,000 DKK",70386,105250,3,6.0,False,True,35039,0.8002,35347,True,58995,8400,5404,108145,18024,12133,0.7971,0.8297,0.3002,9832.4248,1400.0305,0.2478,False,True,7859,226109,107,False,0.6677,high,,False,False,,False,False,12,S,0.4748,0.5,0.5,85,B,56,A
HYUNDAI,I10,2,2017-2019,8.0,2,"50,000-90,000 DKK",52122,139375,4,6.5,False,True,26694,0.8906,25428,True,65103,9097,9777,109405,16832,12920,0.7059,0.7602,0.5014,10015.8676,1399.4927,0.2705,False,True,7570,263371,107,False,0.6677,high,,False,False,,False,False,5,S,0.5144,0.5,0.5,68,B,82,A
HYUNDAI,I10,3,2014-2016,11.0,1,"Up to 50,000 DKK",43786,139375,4,3.5,True,True,31942,1.0657,11844,True,41138,3220,8866,65069,18591,15207,0.5959,0.6636,0.8444,11753.8552,920.0,0.2436,False,True,9314,240058,107,False,0.6677,high,,False,False,,False,False,39,B,0.28,0.5,0.5,67,C,193,B
HYUNDAI,I10,4,2010-2013,14.5,1,"Up to 50,000 DKK",29972,207833,,,,False,,,,False,,,,,16010,16010,0.5402,0.6107,1.1306,11697.7577,920.0,0.5673,False,True,7430,160250,107,False,0.6677,high,,False,False,,False,False,10,A,0.9067,0.5,0.5,1,S,229,B
HYUNDAI,I20,1,2020-2022,5.0,3,"90,000-150,000 DKK",124667,105250,3,6.0,False,True,42119,0.8002,82548,True,65882,9120,4775,162325,27054,13296,0.8411,0.8543,0.2653,10980.263157894737,1520.0,0.4151,False,True,3628,109969,387,False,0.7098,high,,False,False,,False,False,61,B,0.3571,0.5,0.5,88,C,99,A
HYUNDAI,I20,2,2017-2019,8.0,2,"50,000-90,000 DKK",80540,139375,4,6.5,False,True,31463,0.8906,49077,True,76398,10400,10532,146407,22524,14974,0.732,0.7606,0.5401,11753.521126760563,1600.0,0.4884,False,True,5044,149942,387,False,0.6677,high,,False,False,,False,False,88,B,0.4604,0.5,0.5,90,B,179,B
HYUNDAI,I20,3,2014-2016,11.0,2,"50,000-90,000 DKK",52634,139375,4,3.5,True,True,37649,1.0657,14985,True,41137,3220,11229,70571,20163,15882,0.5919,0.6274,1.0694,11753.521126760563,920.0,0.4628,False,True,9154,130770,387,False,0.6677,high,,False,False,,False,False,47,B,0.5719,0.5,0.5,45,B,221,B
HYUNDAI,I20,4,2010-2013,14.5,1,"Up to 50,000 DKK",35327,207833,,,,False,,,,False,,,,,18427,18427,0.5515,0.5863,1.298,12772.959183673469,1760.0,0.4331,False,True,7688,72068,387,False,0.6677,high,,False,False,,False,False,37,B,0.56,0.5,0.5,28,B,349,B
SKODA,OCTAVIA,1,2020-2022,5.0,4,"150,000-250,000 DKK",238385,105250,3,6.0,False,True,69369,0.8002,169016,True,62964,9600,4952,246532,41089,12919,0.8773,0.8508,0.2751,10493.999999999998,1600.0,0.6696,False,True,5539,205326,478,False,0.7098,high,,False,False,,False,False,66,C,0.4756,0.5,0.5,46,B,81,A
SKODA,OCTAVIA,2,2017-2019,8.0,3,"90,000-150,000 DKK",145712,139375,4,6.5,False,True,50013,0.8906,95699,True,78234,10400,8500,192833,29667,14944,0.8303,0.7932,0.4359,12036.057692307691,1600.0,0.7766,False,True,9832,207012,478,False,0.7098,high,,False,False,,False,False,80,B,0.6555,0.5,0.5,23,A,174,B
SKODA,OCTAVIA,3,2014-2016,11.0,2,"50,000-90,000 DKK",86686,139375,4,3.5,True,True,59845,1.0657,26841,True,42952,6160,8748,84700,24200,16531,0.7258,0.6908,0.8331,12272.058823529414,1760.0,0.7643,False,True,6057,140318,478,False,0.6677,high,,False,False,,False,False,114,C,0.5791,0.5,0.5,41,A,256,B
SKODA,OCTAVIA,4,2010-2013,14.5,2,"50,000-90,000 DKK",56155,207833,,,,False,,,,False,,,,,19180,19180,0.6335,0.5991,1.3609,12517.500000000002,2580.0,0.557,False,True,3082,114783,478,False,0.6677,high,,False,False,,False,False,29,A,0.7734,0.5,0.5,6,S,375,C
PEUGEOT,2008,1,2020-2022,5.0,4,"150,000-250,000 DKK",151489,105250,3,6.0,False,True,52903,0.8002,98586,True,65594,9600,8901,182681,30447,14016,0.7764,0.7887,0.4945,10932.314410480352,1600.0,0.5921,False,True,4184,182517,458,False,0.7098,high,,False,False,,False,False,16,A,0.6585,0.5,0.5,14,A,123,A
PEUGEOT,2008,2,2017-2019,8.0,2,"50,000-90,000 DKK",84154,139375,4,6.5,False,True,50448,0.8906,33706,True,62010,12740,17224,125681,19336,14150,0.6643,0.6701,0.8833,9540.0,1960.0,0.4676,False,True,7834,170193,458,False,0.6677,high,,False,False,,False,True,30,A,0.6475,0.5,0.5,27,A,131,A
PEUGEOT,2008,3,2014-2016,11.0,2,"50,000-90,000 DKK",66110,139375,4,3.5,True,True,60365,1.0657,5745,True,42952,3220,13301,65218,18634,16992,0.5928,0.5981,1.2668,12272.058823529414,920.0,0.2816,False,True,4085,36594,458,False,0.6677,high,,False,False,,False,False,20,A,0.4676,0.5,0.5,87,B,283,B
PEUGEOT,2008,4,2010-2013,14.5,2,"50,000-90,000 DKK",56643,207833,,,,False,,,,False,,,,,15417,15417,,0.6364,0.7418,12272.058823529414,920.0,0.2381,True,False,656,11,458,False,0.6677,high,,True,True,reliability_unstable,False,False,,,,,,,,,
TOYOTA,Toyota C-HR,1,2020-2022,5.0,4,"150,000-250,000 DKK",208925,105250,3,,False,True,,,,False,,,,,12272,12272,0.8418,0.8414,0.3126,9934.523809523811,1400.0,0.2957,False,True,2315,157434,5761,True,0.7098,low,,True,False,no_exit_band_data,True,False,,,,,,,,59,A
TOYOTA,Toyota C-HR,2,2017-2019,8.0,3,"90,000-150,000 DKK",142424,139375,4,,False,True,,,,False,,,,,11126,11126,0.8196,0.8244,0.3946,8662.629757785468,1280.0,0.2897,False,True,3628,27660,5761,True,0.7098,low,,True,False,no_exit_band_data,True,False,,,,,,,,44,S
FIAT,500C,1,2020-2022,5.0,4,"150,000-250,000 DKK",167033,105250,3,6.0,False,True,60785,0.8002,106248,True,59607,8400,7740,181996,30333,12625,0.7481,0.7904,0.43,9934.523809523811,1400.0,0.2422,False,True,732,10627,73,False,0.7098,medium,,False,False,,False,False,15,A,0.4146,0.5,0.5,56,B,72,A
FIAT,500C,2,2017-2019,8.0,3,"90,000-150,000 DKK",92669,139375,4,6.5,False,True,52260,0.8906,40409,True,61884,9102,13120,124515,19156,12939,0.6418,0.7008,0.6728,9520.647,1400.3183,0.2673,False,True,1131,25819,73,False,0.6677,medium,,False,False,,False,False,5,S,0.521,0.5,0.5,57,B,84,A
FIAT,500C,3,2014-2016,11.0,2,"50,000-90,000 DKK",75959,139375,4,3.5,True,True,62534,1.0657,13425,True,36837,3220,10164,63646,18185,14349,0.5854,0.6245,0.968,10524.8637,920.0,0.2931,False,True,1451,22249,73,False,0.6677,medium,,False,False,,False,False,14,S,0.4928,0.5,0.5,77,B,144,A
FIAT,500C,4,2010-2013,14.5,2,"50,000-90,000 DKK",58678,207833,,,,False,,,,False,,,,,16935,16935,0.5325,0.5651,1.3566,11944.9232,920.0,0.4199,False,True,2877,9042,73,False,0.6677,medium,,False,False,,False,False,7,S,0.6655,0.5,0.5,24,A,280,B
MAZDA,MAZDA3,1,2020-2022,5.0,4,"150,000-250,000 DKK",216078,105250,3,6.0,False,True,58497,0.8002,157581,True,75098,9600,6860,249139,41523,15260,0.8132,0.8161,0.3811,12516.3869,1600.0,0.6996,False,True,833,81785,91,False,0.7098,medium,,False,False,,False,False,69,C,0.5122,0.5,0.5,37,B,199,B
MAZDA,MAZDA3,2,2017-2019,8.0,4,"150,000-250,000 DKK",150839,139375,4,6.5,False,True,37004,0.8906,113835,True,83031,15865,11659,224391,34522,17009,0.7397,0.7424,0.5979,12774.0757,2440.7547,0.6734,False,True,2173,107141,91,False,0.7098,medium,,False,False,,False,False,43,B,0.628,0.5,0.5,21,A,286,B
MAZDA,MAZDA3,3,2014-2016,11.0,2,"50,000-90,000 DKK",73100,139375,4,3.5,True,True,44278,1.0657,28822,True,44705,6160,10761,90448,25842,17608,0.6559,0.6559,1.0249,12772.9592,1760.0,0.6474,False,True,2869,77452,91,False,0.6677,medium,,False,False,,False,False,130,D,0.4712,0.5,0.5,86,B,313,B
MAZDA,MAZDA3,4,2010-2013,14.5,1,"Up to 50,000 DKK",41548,207833,,,,False,,,,False,,,,,24472,24472,0.5484,0.546,1.7105,15860.4328,3480.0,0.4817,False,True,1512,105080,91,False,0.6677,medium,,False,False,,False,True,73,D,0.42,0.5,0.5,54,B,495,D
VOLVO,XC40,1,2020-2022,5.0,5,"Above 250,000 DKK",293024,105250,3,,False,True,,,,False,,,,,9565,9565,0.888,0.8905,0.2658,7847.962382445142,920.0,0.4405,False,True,2409,90138,226,False,0.7098,high,,True,False,no_exit_band_data,True,False,,,,,,,,26,S
VOLVO,XC40,2,2017-2019,8.0,5,"Above 250,000 DKK",265725,139375,4,,False,True,,,,False,,,,,19855,19855,0.8517,0.8572,0.357,14144.067796610172,4640.0,0.6714,True,False,1250,1471,226,False,0.7098,high,,True,True,no_exit_band_data,False,True,,,,,,,,,
MERCEDES-BENZ,B-Klasse,1,2020-2022,5.0,5,"Above 250,000 DKK",259052,105250,3,6.0,False,True,90923,0.8002,168129,True,62964,14640,8392,254125,42354,14333,0.8503,0.8647,0.4662,10493.999999999998,2440.0,0.6025,False,True,497,51926,186,False,0.7098,high,,False,False,,False,False,11,A,0.6296,0.5,0.5,13,A,143,A
MERCEDES-BENZ,B-Klasse,2,2017-2019,8.0,4,"150,000-250,000 DKK",150933,139375,4,6.5,False,True,56042,0.8906,94891,True,73188,21190,16938,206206,31724,17125,0.773,0.7839,0.8686,11259.656652360512,3260.0,0.6317,False,True,1310,74455,186,False,0.7098,high,,False,False,,False,True,23,A,0.6585,0.5,0.5,15,A,295,B
MERCEDES-BENZ,B-Klasse,3,2014-2016,11.0,3,"90,000-150,000 DKK",113621,139375,4,3.5,True,True,67060,1.0657,46561,True,39409,10220,16121,112310,32089,18786,0.6796,0.6898,1.5353,11259.656652360512,2920.0,0.5253,False,True,1078,68724,186,False,0.7098,high,,False,False,,False,True,96,C,0.3235,0.5,0.5,95,C,358,B
MERCEDES-BENZ,B-Klasse,4,2010-2013,14.5,2,"50,000-90,000 DKK",62925,207833,,,,False,,,,False,,,,,22678,22678,0.5714,0.5782,2.6469,11817.567567567568,2920.0,0.5556,False,True,652,60158,186,False,0.6677,high,,False,False,,False,True,91,B,0.5468,0.5,0.5,56,B,470,C
CITROËN,C3 Aircross,1,2020-2022,5.0,3,"90,000-150,000 DKK",148760,105250,3,,False,True,,,,False,,,,,14739,14739,0.8157,0.8372,0.3091,12212.195121951221,1600.0,0.4073,False,True,1151,60304,160,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,162,B
CITROËN,C3 Aircross,2,2017-2019,8.0,2,"50,000-90,000 DKK",89592,139375,4,,False,True,,,,False,,,,,14882,14882,0.7174,0.7525,0.5033,10932.314410480352,2440.0,0.3913,False,True,1850,4133,160,False,0.6677,high,,True,False,no_exit_band_data,False,False,,,,,,,,167,B
OPEL,MERIVA,2,2017-2019,8.0,2,"50,000-90,000 DKK",68900,139375,4,6.5,False,True,41201,0.8906,27699,True,87961,11440,11290,138390,21291,17029,0.698,0.7281,0.579,13532.432432432433,1760.0,0.4707,False,True,51,83721,624,False,0.6677,high,,False,False,,False,False,70,B,0.5072,0.5,0.5,71,B,287,B
OPEL,MERIVA,3,2014-2016,11.0,2,"50,000-90,000 DKK",60221,139375,4,3.5,True,True,49301,1.0657,10920,True,48951,9030,9560,78461,22417,19298,0.6286,0.6493,0.9105,13986.033519553073,2580.0,0.4654,False,True,917,121162,624,False,0.6677,high,,False,False,,False,False,86,B,0.4424,0.5,0.5,96,B,380,C
OPEL,MERIVA,4,2010-2013,14.5,1,"Up to 50,000 DKK",46261,207833,,,,False,,,,False,,,,,23755,23755,0.5143,0.5347,1.67,15265.243902439028,3480.0,0.4353,False,True,1638,110346,624,False,0.6677,high,,False,False,,False,False,69,C,0.3533,0.5,0.5,62,C,484,D
MERCEDES-BENZ,C-Klasse,1,2020-2022,5.0,5,"Above 250,000 DKK",464426,105250,3,6.0,False,True,134367,0.8002,330059,True,61671,19931,9360,421020,70170,15160,0.8566,0.8491,0.52,10278.5067,3321.783,0.6551,False,True,2535,339841,938,False,0.7098,high,,False,False,,False,True,43,C,0.3981,0.5,0.5,41,C,189,B
MERCEDES-BENZ,C-Klasse,2,2017-2019,8.0,5,"Above 250,000 DKK",277737,139375,4,6.5,False,True,68884,0.8906,208853,True,75408,23791,16023,324074,49858,17726,0.8069,0.7928,0.8217,11601.1808,3660.1193,0.6839,False,True,4861,386887,938,False,0.7098,high,,False,False,,False,True,22,B,0.6759,0.5,0.5,9,A,324,B
MERCEDES-BENZ,C-Klasse,3,2014-2016,11.0,4,"150,000-250,000 DKK",167911,139375,4,3.5,True,True,82427,1.0657,85484,True,40571,10455,16311,152820,43663,19239,0.7242,0.7028,1.5534,11591.6383,2987.1138,0.6834,False,True,3936,286050,938,False,0.7098,high,,False,False,,False,True,74,C,0.4634,0.5,0.5,48,B,377,C
MERCEDES-BENZ,C-Klasse,4,2010-2013,14.5,2,"50,000-90,000 DKK",77344,207833,,,,False,,,,False,,,,,24235,24235,0.6551,0.637,2.2156,13055.212,4532.6727,0.5937,False,True,3330,240851,938,False,0.6677,high,,False,False,,False,True,115,C,0.4856,0.5,0.5,79,B,491,D
SKODA,RAPID SPACEBACK,2,2017-2019,8.0,4,"150,000-250,000 DKK",169592,139375,4,6.5,False,True,45428,0.8906,124164,True,76398,9880,11425,221867,34133,15031,0.7545,0.7408,0.5859,11753.521126760563,1520.0,0.6613,False,True,1100,44650,987,True,0.7098,low,,False,False,,False,False,41,B,0.6098,0.5,0.5,23,A,183,B
SKODA,RAPID SPACEBACK,3,2014-2016,11.0,3,"90,000-150,000 DKK",93653,139375,4,3.5,True,True,54359,1.0657,39294,True,42952,3220,8235,93701,26772,15545,0.6979,0.6926,0.7843,12272.058823529414,920.0,0.5993,False,True,1267,16202,987,True,0.6677,low,,False,False,,False,False,56,B,0.5714,0.5,0.5,45,B,209,B
SKODA,RAPID SPACEBACK,4,2010-2013,14.5,2,"50,000-90,000 DKK",51007,207833,,,,False,,,,False,,,,,18323,18323,,0.4286,1.6286,12517.500000000002,920.0,0.6603,True,False,89,14,987,True,0.6677,low,,True,True,reliability_unstable,False,False,,,,,,,,,
KIA,Optima,1,2020-2022,5.0,3,"90,000-150,000 DKK",108281,105250,3,6.0,False,True,70774,0.8002,37507,True,38915,6840,5701,88962,14827,8576,0.8399,0.8241,0.3167,6485.751295336788,1140.0,0.4208,False,True,531,23133,78,False,0.7098,medium,,False,False,,True,False,1,S,0.6176,0.5,0.5,31,A,15,S
KIA,Optima,2,2017-2019,8.0,3,"90,000-150,000 DKK",111636,139375,4,,False,True,,,,False,,,,,9011,9011,0.7956,0.7765,0.4618,6485.751295336788,1140.0,0.4393,False,True,1689,13045,78,False,0.7098,medium,,True,False,no_exit_band_data,True,False,,,,,,,,20,S
KIA,Optima,3,2014-2016,11.0,2,"50,000-90,000 DKK",88442,139375,4,,True,True,,,,False,,,,,18951,18951,0.6553,0.6408,0.9671,12089.861751152073,3960.0,0.5391,False,True,121,3942,78,False,0.6677,medium,,True,False,no_exit_band_data,False,True,,,,,,,,367,B
AUDI,A1 SPORTBACK,1,2020-2022,5.0,5,"Above 250,000 DKK",532298,105250,3,6.0,False,True,118375,0.8002,413923,True,71871,9600,9952,505346,84224,15237,0.8302,0.84,0.5529,11978.468899521533,1600.0,0.4948,False,True,176,240600,486,True,0.7098,low,,False,False,,False,False,49,C,0.1759,0.5,0.5,52,D,196,B
AUDI,A1 SPORTBACK,2,2017-2019,8.0,4,"150,000-250,000 DKK",244103,139375,4,6.5,False,True,100949,0.8906,143154,True,71060,9880,17406,241499,37154,15130,0.7533,0.7625,0.8926,10932.314410480352,1520.0,0.3936,False,True,378,276062,486,True,0.7098,low,,False,False,,False,False,50,B,0.2744,0.5,0.5,76,D,188,B
AUDI,A1 SPORTBACK,3,2014-2016,11.0,3,"90,000-150,000 DKK",147926,139375,4,3.5,True,True,120796,1.0657,27130,True,36816,6160,14971,85077,24308,16556,0.6842,0.6878,1.4258,10518.90756302521,1760.0,0.5333,False,True,696,198126,486,True,0.7098,low,,False,False,,False,False,31,A,0.6092,0.5,0.5,33,A,258,B
AUDI,A1 SPORTBACK,4,2010-2013,14.5,3,"90,000-150,000 DKK",113347,207833,,,,False,,,,False,,,,,20273,20273,0.6447,0.6452,1.9132,12772.959183673469,1760.0,0.4507,False,True,752,35105,486,True,0.7098,low,,False,False,,False,True,7,S,0.6303,0.5,0.5,26,A,415,C
BMW,4-serie,1,2020-2022,5.0,5,"Above 250,000 DKK",417597,105250,3,6.0,False,True,168443,0.8002,249154,True,84388,19560,8224,361325,60221,18695,0.8673,0.8613,0.4569,14064.606741573034,3260.0,0.7133,False,True,139,163611,323,False,0.7098,high,,False,False,,False,False,34,B,0.6296,0.5,0.5,14,A,357,B
BMW,4-serie,2,2017-2019,8.0,4,"150,000-250,000 DKK",242634,139375,4,6.5,False,True,154064,0.8906,88570,True,68211,18070,12562,187413,28833,15207,0.8346,0.8253,0.6442,10493.999999999998,2780.0,0.7118,False,True,1152,165374,323,False,0.7098,high,,False,False,,False,True,12,A,0.872,0.5,0.5,4,S,194,B
BMW,4-serie,3,2014-2016,11.0,4,"150,000-250,000 DKK",210494,139375,4,3.5,True,True,184352,1.0657,26142,True,42315,12180,9304,89940,25697,18228,0.7882,0.7824,0.8861,12089.861751152073,3480.0,0.7128,False,True,610,28892,323,False,0.7098,high,,False,False,,False,True,4,S,0.9329,0.5,0.5,1,S,342,B
BMW,4-serie,4,2010-2013,14.5,4,"150,000-250,000 DKK",172984,207833,,,,False,,,,False,,,,,20748,20748,,,,16107.838877855016,4640.0,0.75,True,False,24,0,323,False,0.7098,high,,True,True,insufficient_dk_fleet,False,False,,,,,,,,,
NISSAN,QASHQAI,1,2020-2022,5.0,4,"150,000-250,000 DKK",220097,105250,3,6.0,False,True,78944,0.8002,141153,True,79058,14640,6642,241493,40249,16723,0.8362,0.8346,0.369,13176.315789473685,2440.0,0.7166,False,True,5162,580046,326,False,0.7098,high,,False,False,,False,False,62,C,0.5915,0.5,0.5,27,B,267,B
NISSAN,QASHQAI,2,2017-2019,8.0,3,"90,000-150,000 DKK",144226,139375,4,6.5,False,True,54658,0.8906,89568,True,85647,21190,15686,212090,32629,18850,0.733,0.7246,0.8044,13176.3867,3259.9404,0.4536,False,True,11413,616076,326,False,0.7098,high,,False,False,,False,False,99,C,0.2563,0.5,0.5,110,D,360,B
NISSAN,QASHQAI,3,2014-2016,11.0,3,"90,000-150,000 DKK",98652,139375,4,3.5,True,True,65403,1.0657,33249,True,47168,9218,17842,107477,30708,21208,0.5763,0.5495,1.6992,13476.6018,2633.7327,0.4677,False,True,6845,471803,326,False,0.7098,high,,False,False,,False,False,84,B,0.3277,0.5,0.5,94,C,443,C
NISSAN,QASHQAI,4,2010-2013,14.5,2,"50,000-90,000 DKK",61370,207833,,,,False,,,,False,,,,,25828,25828,0.4832,0.4525,2.3515,14813.609467455624,3960.0,0.5166,False,True,2142,289849,326,False,0.6677,high,,False,False,,False,True,129,D,0.3633,0.5,0.5,112,C,508,D
RENAULT,MEGANE SPORT TOURER,1,2020-2022,5.0,3,"90,000-150,000 DKK",135942,105250,3,6.0,False,True,45539,0.8002,90403,True,39529,6840,9274,146045,24341,9274,0.7717,0.759,0.5152,6588.1578947368425,1140.0,0.2221,False,True,3,39000,400,False,0.7098,high,,True,True,insufficient_dk_fleet,True,False,,,,,,,,,
RENAULT,MEGANE SPORT TOURER,2,2017-2019,8.0,3,"90,000-150,000 DKK",90317,139375,4,6.5,False,True,29676,0.8906,60641,True,63158,18070,21676,163546,25161,15831,0.6244,0.6,1.1116,9716.666666666666,2780.0,0.4317,False,True,8,76421,400,False,0.6677,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
RENAULT,MEGANE SPORT TOURER,3,2014-2016,11.0,2,"50,000-90,000 DKK",56908,139375,4,3.5,True,True,35510,1.0657,21398,True,33030,9730,16829,80987,23139,17025,0.5295,0.5126,1.6028,9437.05035971223,2780.0,0.4347,False,True,11,127161,400,False,0.6677,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
RENAULT,MEGANE SPORT TOURER,4,2010-2013,14.5,1,"Up to 50,000 DKK",33320,207833,,,,False,,,,False,,,,,20463,20463,0.4892,0.4829,1.9954,11557.268722466959,2920.0,0.5201,False,True,1636,141135,400,False,0.6677,high,,False,False,,False,True,57,C,0.58,0.5,0.5,27,B,422,C
VOLKSWAGEN,GOLF,1,2020-2022,5.0,4,"150,000-250,000 DKK",180899,105250,3,6.0,False,True,62329,0.8002,118570,True,64192,9120,4874,196757,32793,13031,0.8795,0.875,0.2708,10698.717948717951,1520.0,0.6797,False,True,2395,693637,2855,False,0.7098,high,,False,False,,False,False,29,B,0.7256,0.5,0.5,9,S,89,A
VOLKSWAGEN,GOLF,2,2017-2019,8.0,3,"90,000-150,000 DKK",121943,139375,4,6.5,False,True,44417,0.8906,77526,True,78234,10400,8280,174440,26837,14910,0.8319,0.8226,0.4246,12036.057692307691,1600.0,0.674,False,True,11909,760031,2855,False,0.7098,high,,False,False,,False,False,59,B,0.6639,0.5,0.5,21,A,170,B
VOLKSWAGEN,GOLF,3,2014-2016,11.0,2,"50,000-90,000 DKK",77889,139375,4,3.5,True,True,53149,1.0657,24740,True,43811,6160,9048,83759,23931,16863,0.7319,0.713,0.8617,12517.500000000002,1760.0,0.6664,False,True,8672,644906,2855,False,0.6677,high,,False,False,,False,False,109,C,0.554,0.5,0.5,51,B,275,B
VOLKSWAGEN,GOLF,4,2010-2013,14.5,1,"Up to 50,000 DKK",49872,207833,,,,False,,,,False,,,,,20240,20240,0.6312,0.6072,1.6476,12517.500000000002,2780.0,0.585,False,True,7764,702042,2855,False,0.6677,high,,False,False,,False,True,56,C,0.6133,0.5,0.5,19,A,413,C
RENAULT,Ny Clio,1,2020-2022,5.0,3,"90,000-150,000 DKK",96518,105250,3,6.0,False,True,38454,0.8002,58064,True,64986,9169,9990,142209,23701,14024,0.7208,0.7362,0.555,10831.0089,1528.1712,0.4512,False,True,4954,214411,983,False,0.6677,high,,False,False,,False,False,27,A,0.5504,0.5,0.5,50,B,125,A
RENAULT,Ny Clio,2,2017-2019,8.0,2,"50,000-90,000 DKK",68215,139375,4,6.5,False,True,28360,0.8906,39855,True,73448,10335,21210,144848,22284,16153,0.5778,0.5889,1.0877,11299.7125,1590.0224,0.3585,False,True,11145,270614,983,False,0.6677,high,,False,False,,False,False,83,B,0.2878,0.5,0.5,125,C,236,B
RENAULT,Ny Clio,3,2014-2016,11.0,1,"Up to 50,000 DKK",48054,139375,4,3.5,True,True,33936,1.0657,14118,True,39431,3242,16438,73229,20923,16889,0.4919,0.5033,1.5655,11266.0853,926.1845,0.2643,False,True,11435,239733,983,False,0.6677,high,,False,False,,False,True,61,C,0.1533,0.5,0.5,73,D,278,B
RENAULT,Ny Clio,4,2010-2013,14.5,1,"Up to 50,000 DKK",31843,207833,,,,False,,,,False,,,,,19680,19680,0.4549,0.4679,1.8914,11904.6848,2101.2159,0.3846,False,True,7731,307835,983,False,0.6677,high,,False,False,,False,True,51,B,0.3867,0.5,0.5,59,C,403,C
VOLKSWAGEN,TOURAN,1,2020-2022,5.0,5,"Above 250,000 DKK",259325,105250,3,6.0,False,True,88724,0.8002,170601,True,73632,14640,6590,265463,44244,15810,0.8405,0.8336,0.3661,12272.058823529414,2440.0,0.5867,False,True,2726,39472,538,False,0.7098,high,,False,False,,False,False,15,A,0.5648,0.5,0.5,20,B,218,B
VOLKSWAGEN,TOURAN,2,2017-2019,8.0,4,"150,000-250,000 DKK",168157,139375,4,6.5,False,True,53264,0.8906,114893,True,84315,16770,11792,227770,35041,17366,0.7821,0.7609,0.6047,12971.502590673575,2580.0,0.571,False,True,8624,50827,538,False,0.7098,high,,False,False,,False,True,45,B,0.4512,0.5,0.5,50,B,306,B
VOLKSWAGEN,TOURAN,3,2014-2016,11.0,3,"90,000-150,000 DKK",110873,139375,4,3.5,True,True,63735,1.0657,47138,True,47364,10220,11003,115724,33064,19596,0.7087,0.6777,1.0479,13532.432432432433,2920.0,0.5374,False,True,3915,66409,538,False,0.7098,high,,False,False,,False,True,101,C,0.3193,0.5,0.5,96,C,399,C
VOLKSWAGEN,TOURAN,4,2010-2013,14.5,2,"50,000-90,000 DKK",59805,207833,,,,False,,,,False,,,,,22924,22924,0.6157,0.5781,1.8597,13385.20408163265,3960.0,0.4436,False,True,2692,89748,538,False,0.6677,high,,False,False,,False,True,94,B,0.3813,0.5,0.5,107,C,476,C
PEUGEOT,107,3,2014-2016,11.0,1,"Up to 50,000 DKK",25354,139375,4,3.5,True,True,24614,1.0657,740,True,37606,3220,9030,50596,14456,14245,0.6322,0.6871,0.86,10744.635193133046,920.0,0.3981,False,True,2912,168415,77,False,0.6677,medium,,False,False,,False,False,5,S,0.7267,0.5,0.5,7,S,136,A
PEUGEOT,107,4,2010-2013,14.5,1,"Up to 50,000 DKK",23096,207833,,,,False,,,,False,,,,,15983,15983,0.536,0.5801,1.4395,10744.635193133046,920.0,0.3641,False,True,14763,193007,77,False,0.6677,medium,,False,False,,False,False,9,A,0.6133,0.5,0.5,20,A,227,B
PEUGEOT,3008,1,2020-2022,5.0,4,"150,000-250,000 DKK",249899,105250,3,6.0,False,True,73828,0.8002,176071,True,38319,5520,7187,227097,37849,8504,0.8197,0.8159,0.3993,6386.4795918367345,920.0,0.5996,False,True,5339,175564,696,False,0.7098,high,,False,False,,True,False,55,B,0.4329,0.5,0.5,53,B,14,S
PEUGEOT,3008,2,2017-2019,8.0,4,"150,000-250,000 DKK",174689,139375,4,6.5,False,True,39584,0.8906,135105,True,71650,21190,17170,245115,37710,16925,0.675,0.6684,0.8805,11023.109243697478,3260.0,0.4838,False,True,4575,113209,696,False,0.7098,high,,False,False,,False,True,54,B,0.3049,0.5,0.5,73,C,279,B
PEUGEOT,3008,3,2014-2016,11.0,3,"90,000-150,000 DKK",92259,139375,4,3.5,True,True,47366,1.0657,44893,True,42952,10220,15167,113233,32352,19526,0.5645,0.5477,1.4445,12272.058823529414,2920.0,0.4481,False,True,791,115672,696,False,0.6677,high,,False,False,,False,True,97,C,0.2479,0.5,0.5,111,D,394,C
PEUGEOT,3008,4,2010-2013,14.5,1,"Up to 50,000 DKK",44445,207833,,,,False,,,,False,,,,,23942,23942,0.5084,0.4946,1.8656,13385.20408163265,4960.0,0.3286,False,True,1130,38282,696,False,0.6677,high,,False,False,,False,True,71,D,0.16,0.5,0.5,72,D,488,D
