dmr_make,dmr_model,age_band,band_years,approx_age_years,price_bracket_id,price_bracket_label,entry_price_dkk,entry_price_reference_km,exit_age_band,hold_years,shorter_than_6yr_horizon,horizon_available,resale_price_dkk,mileage_adjustment_factor,depreciation_dkk,depreciation_available,fuel_total_dkk,ejerafgift_total_dkk,repair_total_dkk,tco_total_dkk,tco_per_year,running_cost_per_year,standardized_pass_rate,raw_pass_rate,repair_burden_index,median_annual_fuel_cost_dkk,median_annual_ejerafgift_dkk,engagement_score,reliability_unstable,meets_stability_floor,dk_vehicle_count,n_nt_tests,price_n_listings,price_pooled_at_brand,price_calibration_factor,price_confidence,donor_model,excluded_from_rank,excluded_from_running_cost_rank,exclusion_reason,is_hybrid,is_diesel_dominant,cost_rank_in_group,cost_tier,value_for_money_score,value_for_money_weight_cost,value_for_money_weight_engagement,value_for_money_rank_in_group,value_for_money_tier,running_cost_rank_overall,running_cost_tier
FORD,GALAXY,4,2010-2013,14.5,2,"50,000-90,000 DKK",64002,207833,,,,False,,,,False,,,,,27999,27999,0.5899,0.5463,1.8299,15709.580838323353,6800.0,0.4114,False,True,925,61056,107,False,0.6677,high,,False,False,,False,True,139,D,0.1799,0.5,0.5,136,D,526,D
FORD,KA,3,2014-2016,11.0,1,"Up to 50,000 DKK",44511,139375,4,3.5,True,True,31508,1.0657,13003,True,42952,3220,10235,69411,19832,16116,0.5972,0.6539,0.9748,12272.058823529414,920.0,0.4516,False,True,5229,207813,81,False,0.6677,medium,,False,False,,False,False,52,B,0.4933,0.5,0.5,42,B,234,B
FORD,KA,4,2010-2013,14.5,1,"Up to 50,000 DKK",29565,207833,,,,False,,,,False,,,,,17961,17961,0.5141,0.5539,1.5895,12272.058823529414,920.0,0.4429,False,True,7450,178806,81,False,0.6677,medium,,False,False,,False,False,33,B,0.6,0.5,0.5,25,B,333,B
MERCEDES-BENZ,A-Klasse,1,2020-2022,5.0,5,"Above 250,000 DKK",371459,105250,3,6.0,False,True,139306,0.8002,232153,True,63729,9600,9592,315074,52512,13820,0.8479,0.8453,0.5329,10621.457489878541,1600.0,0.6536,False,True,2257,477583,468,False,0.7098,high,,False,False,,False,False,28,B,0.5278,0.5,0.5,25,B,114,A
MERCEDES-BENZ,A-Klasse,2,2017-2019,8.0,5,"Above 250,000 DKK",264089,139375,4,6.5,False,True,69965,0.8906,194124,True,78234,16770,19461,308590,47475,17610,0.7692,0.7598,0.998,12036.057692307691,2580.0,0.7466,False,True,3542,336383,468,False,0.7098,high,,False,False,,False,False,19,B,0.8056,0.5,0.5,4,S,314,B
MERCEDES-BENZ,A-Klasse,3,2014-2016,11.0,4,"150,000-250,000 DKK",174082,139375,4,3.5,True,True,83720,1.0657,90362,True,36729,9730,15421,152243,43498,17680,0.69,0.6917,1.4687,10493.999999999998,2780.0,0.4491,False,True,1614,128713,468,False,0.7098,high,,False,False,,False,True,73,C,0.1768,0.5,0.5,80,D,322,B
MERCEDES-BENZ,A-Klasse,4,2010-2013,14.5,2,"50,000-90,000 DKK",78557,207833,,,,False,,,,False,,,,,20389,20389,0.5796,0.614,2.1164,11259.656652360512,2780.0,0.4553,False,True,669,103039,468,False,0.6677,high,,False,False,,False,True,54,B,0.536,0.5,0.5,62,B,419,C
MITSUBISHI,SPACE STAR,1,2020-2022,5.0,3,"90,000-150,000 DKK",111022,105250,3,6.0,False,True,35379,0.8002,75643,True,66470,9120,5468,156701,26117,13510,0.8253,0.8516,0.3038,11078.301221804511,1520.0,0.4331,False,True,316,13095,86,False,0.7098,medium,,False,False,,False,False,47,B,0.4454,0.5,0.5,74,B,106,A
MITSUBISHI,SPACE STAR,2,2017-2019,8.0,2,"50,000-90,000 DKK",73752,139375,4,6.5,False,True,23019,0.8906,50733,True,66692,5980,10292,133697,20569,12764,0.7574,0.8094,0.5278,10260.245901639346,920.0,0.5115,False,True,1603,17894,86,False,0.6677,medium,,False,False,,False,False,56,B,0.6187,0.5,0.5,35,A,76,A
MITSUBISHI,SPACE STAR,3,2014-2016,11.0,1,"Up to 50,000 DKK",44211,139375,4,3.5,True,True,27545,1.0657,16666,True,37606,3220,8918,66410,18974,14213,0.6863,0.7538,0.8493,10744.635193133046,920.0,0.4851,False,True,5089,8191,86,False,0.6677,medium,,False,False,,False,False,44,B,0.62,0.5,0.5,18,A,134,A
MITSUBISHI,SPACE STAR,4,2010-2013,14.5,1,"Up to 50,000 DKK",25846,207833,,,,False,,,,False,,,,,11665,11665,,1.0,,10744.635193133046,920.0,0.4315,True,False,1,5,86,False,0.6677,medium,,True,True,insufficient_dk_fleet,False,False,,,,,,,,,
PEUGEOT,207,3,2014-2016,11.0,1,"Up to 50,000 DKK",28335,139375,4,,True,True,29402,1.0657,-1067,False,,,,,26057,26057,0.5233,0.5373,1.449,17400.468975468975,4310.0,0.5043,False,True,2,177957,451,False,0.6677,high,,True,True,non_positive_depreciation,False,False,,,,,,,,,
PEUGEOT,207,4,2010-2013,14.5,1,"Up to 50,000 DKK",27589,207833,,,,False,,,,False,,,,,19679,19679,0.4772,0.4917,1.8331,11259.656652360512,2920.0,0.3684,False,True,4321,347582,451,False,0.6677,high,,False,False,,False,True,50,B,0.3667,0.5,0.5,61,C,402,C
OPEL,Crossland X,1,2020-2022,5.0,4,"150,000-250,000 DKK",163961,105250,3,,False,True,,,,False,,,,,13247,13247,0.8475,0.8615,0.2649,10932.314410480352,1520.0,0.3708,False,True,1301,21436,211,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,96,A
OPEL,Crossland X,2,2017-2019,8.0,3,"90,000-150,000 DKK",120699,139375,4,,False,True,,,,False,,,,,13636,13636,,1.0,,12036.057692307691,1600.0,0.3802,True,False,2940,2,211,False,0.7098,high,,True,True,no_exit_band_data,False,False,,,,,,,,,
MAZDA,CX-3,1,2020-2022,5.0,4,"150,000-250,000 DKK",168355,105250,3,6.0,False,True,132900,0.8002,35455,True,88359,19560,5092,148466,24744,18835,0.8667,0.8759,0.2829,14726.470588235296,3260.0,0.6288,False,True,4,56414,28,False,0.7098,low,,True,True,insufficient_dk_fleet,False,False,,,,,,,,,
MAZDA,CX-3,2,2017-2019,8.0,4,"150,000-250,000 DKK",167061,139375,4,,False,True,,,,False,,,,,19268,19268,0.7835,0.8017,0.4841,14555.232558139538,3260.0,0.6906,False,True,2245,27316,28,False,0.7098,low,,True,False,no_exit_band_data,False,False,,,,,,,,379,C
MAZDA,CX-3,3,2014-2016,11.0,4,"150,000-250,000 DKK",166078,139375,4,,True,True,,,,False,,,,,19654,19654,0.7006,0.7035,0.7536,14813.609467455624,2580.0,0.7214,True,False,1306,651,28,False,0.7098,low,,True,True,no_exit_band_data,False,False,,,,,,,,,
TOYOTA,RAV4 Plug in,1,2020-2022,5.0,5,"Above 250,000 DKK",343286,105250,3,,False,True,,,,False,,,,,7513,7513,0.8803,0.8778,0.2523,5835.664335664336,920.0,0.5428,False,True,2963,95960,292,False,0.7098,high,,True,False,no_exit_band_data,True,False,,,,,,,,5,S
TOYOTA,RAV4 Plug in,2,2017-2019,8.0,4,"150,000-250,000 DKK",232350,139375,4,,False,True,,,,False,,,,,14621,14621,0.8279,0.8224,0.4041,11808.962264150945,1600.0,0.6486,False,True,1,68420,292,False,0.7098,high,,True,True,no_exit_band_data,True,False,,,,,,,,,
SKODA,RAPID,2,2017-2019,8.0,4,"150,000-250,000 DKK",168759,139375,4,6.5,False,True,44730,0.8906,124029,True,74990,9880,11425,220324,33896,14815,0.7545,0.7408,0.5859,11536.866359447005,1520.0,0.5099,False,True,1086,44650,987,True,0.7098,low,,False,False,,False,False,38,B,0.439,0.5,0.5,52,B,165,B
SKODA,RAPID,3,2014-2016,11.0,3,"90,000-150,000 DKK",92870,139375,4,3.5,True,True,53524,1.0657,39346,True,42952,3220,8235,93754,26787,15545,0.6979,0.6926,0.7843,12272.058823529414,920.0,0.641,False,True,1349,16202,987,True,0.6677,low,,False,False,,False,False,57,B,0.6261,0.5,0.5,30,A,210,B
SKODA,RAPID,4,2010-2013,14.5,2,"50,000-90,000 DKK",50223,207833,,,,False,,,,False,,,,,18323,18323,,0.4286,1.6286,12517.500000000002,920.0,0.65,True,False,446,14,987,True,0.6677,low,,True,True,reliability_unstable,False,False,,,,,,,,,
SUZUKI,SWIFT,1,2020-2022,5.0,3,"90,000-150,000 DKK",112901,105250,3,6.0,False,True,40350,0.8002,72551,True,58447,8400,4919,144318,24053,11961,0.836,0.8515,0.2733,9741.245136186772,1400.0,0.6141,False,True,4456,112302,1,True,,low,TOYOTA YARIS,False,False,,True,False,29,A,0.7059,0.5,0.5,15,A,54,S
SUZUKI,SWIFT,2,2017-2019,8.0,2,"50,000-90,000 DKK",77372,139375,4,6.5,False,True,29611,0.8906,47761,True,68373,9880,10353,136366,20979,13632,0.737,0.7677,0.5309,10518.90756302521,1520.0,0.7494,False,True,4753,121329,1,True,,low,TOYOTA YARIS,False,False,,True,False,63,B,0.7554,0.5,0.5,10,S,109,A
SUZUKI,SWIFT,3,2014-2016,11.0,2,"50,000-90,000 DKK",50423,139375,4,3.5,True,True,35433,1.0657,14990,True,37606,3220,9261,65077,18593,14311,0.6391,0.6668,0.882,10744.635193133046,920.0,0.5914,False,True,5506,98816,1,True,,low,TOYOTA YARIS,False,False,,False,False,19,A,0.8273,0.5,0.5,2,S,141,A
SUZUKI,SWIFT,4,2010-2013,14.5,1,"Up to 50,000 DKK",33248,207833,,,,False,,,,False,,,,,17532,17532,0.5204,0.5379,1.4468,12272.058823529414,920.0,0.6958,False,True,7834,110057,1,True,,low,TOYOTA YARIS,False,False,,False,False,27,B,0.8267,0.5,0.5,2,S,311,B
SUZUKI,BALENO,1,2020-2022,5.0,3,"90,000-150,000 DKK",105443,105250,3,6.0,False,True,37684,0.8002,67759,True,64192,9120,9940,151011,25168,13875,0.7523,0.7688,0.5522,10698.717948717951,1520.0,0.7269,False,True,902,15634,1,True,,low,TOYOTA YARIS,False,False,,False,False,36,A,0.8025,0.5,0.5,8,S,116,A
SUZUKI,BALENO,2,2017-2019,8.0,2,"50,000-90,000 DKK",72262,139375,4,,False,True,,,,False,,,,,14279,14279,0.6957,0.7221,0.7468,10518.90756302521,1520.0,0.7137,False,True,6432,8081,1,True,,low,TOYOTA YARIS,True,False,no_exit_band_data,False,False,,,,,,,,139,A
SUZUKI,BALENO,3,2014-2016,11.0,1,"Up to 50,000 DKK",47092,139375,4,,True,True,,,,False,,,,,11439,11439,,1.0,,10518.90756302521,920.0,0.7273,True,False,1539,2,1,True,,low,TOYOTA YARIS,True,True,no_exit_band_data,False,False,,,,,,,,,
SUZUKI,IGNIS,1,2020-2022,5.0,3,"90,000-150,000 DKK",110304,105250,3,6.0,False,True,54910,0.8002,55394,True,62070,8400,4606,130470,21745,12513,0.8178,0.848,0.2559,10345.041322314051,1400.0,0.627,False,True,3198,47501,1,True,,low,HYUNDAI I10,False,False,,True,False,9,S,0.7983,0.5,0.5,9,S,68,A
SUZUKI,IGNIS,2,2017-2019,8.0,2,"50,000-90,000 DKK",81682,139375,4,6.5,False,True,41833,0.8906,39849,True,74990,9880,7940,132659,20409,14278,0.7404,0.7904,0.4072,11536.866359447005,1520.0,0.777,False,True,3998,11263,1,True,,low,HYUNDAI I10,False,False,,False,False,55,B,0.795,0.5,0.5,4,S,138,A
SUZUKI,IGNIS,3,2014-2016,11.0,2,"50,000-90,000 DKK",68618,139375,4,3.5,True,True,50057,1.0657,18561,True,43811,3220,,65592,18741,13438,,,,12517.500000000002,920.0,0.722,True,False,1,0,1,True,,low,HYUNDAI I10,True,True,insufficient_dk_fleet,False,False,,,,,,,,,
SUZUKI,IGNIS,4,2010-2013,14.5,1,"Up to 50,000 DKK",46970,207833,,,,False,,,,False,,,,,23624,23624,0.5525,0.5858,1.296,16256.493506493509,3480.0,0.6997,False,True,3,5671,1,True,,low,HYUNDAI I10,True,True,insufficient_dk_fleet,False,False,,,,,,,,,
SUZUKI,Celerio,1,2020-2022,5.0,2,"50,000-90,000 DKK",73247,105250,3,6.0,False,True,36463,0.8002,36784,True,53266,8400,4360,102809,17135,11004,0.8422,0.8666,0.2422,8877.659574468087,1400.0,0.3569,False,True,334,51059,1,True,,low,HYUNDAI I10,False,False,,False,False,8,S,0.554,0.5,0.5,54,B,41,S
SUZUKI,Celerio,2,2017-2019,8.0,2,"50,000-90,000 DKK",54241,139375,4,,False,True,,,,False,,,,,10995,10995,0.7851,0.8286,0.3565,9005.395683453238,920.0,0.3569,False,True,3625,49639,1,True,,low,HYUNDAI I10,True,False,no_exit_band_data,False,False,,,,,,,,40,S
SUZUKI,Celerio,3,2014-2016,11.0,1,"Up to 50,000 DKK",45566,139375,4,,True,True,,,,False,,,,,11559,11559,0.731,0.7742,0.5444,9005.395683453238,920.0,0.3569,False,True,4432,2670,1,True,,low,HYUNDAI I10,True,False,no_exit_band_data,False,False,,,,,,,,51,S
DS,DS 3,2,2017-2019,8.0,2,"50,000-90,000 DKK",87990,139375,4,,False,True,,,,False,,,,,12960,12960,0.6116,0.6279,1.1872,7878.378378378378,1520.0,0.494,False,True,661,59764,1252,True,0.7098,low,"CITROËN DS3 (same car, direct price copy, no hand-collected anchor)",True,False,no_exit_band_data,False,True,,,,,,,,85,A
DS,DS 3,3,2014-2016,11.0,2,"50,000-90,000 DKK",56443,139375,4,,True,True,,,,False,,,,,13889,13889,0.5564,0.5744,1.617,7878.378378378378,1160.0,0.494,True,False,652,1579,1252,True,0.7098,low,"CITROËN DS3 (same car, direct price copy, no hand-collected anchor)",True,True,no_exit_band_data,False,True,,,,,,,,,
