dmr_make,dmr_model,age_band,chapter,chapter_name,n_defects_2_3er,n_tests,defect_rate_per_test
SKODA,OCTAVIA COMBI,1,6,Understell og understellsutstyr (chassis and chassis equipment),40,14749,0.0027
BMW,X3,3,6,Understell og understellsutstyr (chassis and chassis equipment),208,9399,0.0221
VOLVO,XC60,4,6,Understell og understellsutstyr (chassis and chassis equipment),445,9334,0.0477
MITSUBISHI,OUTLANDER,3,6,Understell og understellsutstyr (chassis and chassis equipment),1514,16791,0.0902
VOLKSWAGEN,TIGUAN,3,6,Understell og understellsutstyr (chassis and chassis equipment),362,13669,0.0265
TOYOTA,AURIS,1,6,Understell og understellsutstyr (chassis and chassis equipment),31,6033,0.0051
KIA,Niro,1,6,Understell og understellsutstyr (chassis and chassis equipment),24,5432,0.0044
SUZUKI,SWIFT,4,6,Understell og understellsutstyr (chassis and chassis equipment),1087,4271,0.2545
MERCEDES-BENZ,C,3,6,Understell og understellsutstyr (chassis and chassis equipment),350,6797,0.0515
NISSAN,X-TRAIL,4,6,Understell og understellsutstyr (chassis and chassis equipment),912,3637,0.2508
TOYOTA,VERSO,3,6,Understell og understellsutstyr (chassis and chassis equipment),268,3553,0.0754
SKODA,FABIA COMBI,2,6,Understell og understellsutstyr (chassis and chassis equipment),62,3224,0.0192
DACIA,Duster,3,6,Understell og understellsutstyr (chassis and chassis equipment),48,489,0.0982
BMW,5-Serie,3,6,Understell og understellsutstyr (chassis and chassis equipment),789,8687,0.0908
HYUNDAI,i30 Stc.,4,6,Understell og understellsutstyr (chassis and chassis equipment),441,3800,0.1161
BMW,1-Serie,2,6,Understell og understellsutstyr (chassis and chassis equipment),36,1319,0.0273
PEUGEOT,308,2,6,Understell og understellsutstyr (chassis and chassis equipment),384,4530,0.0848
NISSAN,Qashqai J11A,2,6,Understell og understellsutstyr (chassis and chassis equipment),76,7503,0.0101
OPEL,INSIGNIA,1,6,Understell og understellsutstyr (chassis and chassis equipment),3,1365,0.0022
OPEL,ASTRA,2,6,Understell og understellsutstyr (chassis and chassis equipment),28,1977,0.0142
KIA,PICANTO,2,6,Understell og understellsutstyr (chassis and chassis equipment),15,1280,0.0117
HONDA,CIVIC,4,6,Understell og understellsutstyr (chassis and chassis equipment),626,2980,0.2101
HONDA,JAZZ,2,6,Understell og understellsutstyr (chassis and chassis equipment),5,727,0.0069
RENAULT,CLIO,1,6,Understell og understellsutstyr (chassis and chassis equipment),3,563,0.0053
FIAT,Punto S7,3,6,Understell og understellsutstyr (chassis and chassis equipment),16,91,0.1758
TOYOTA,AVENSIS STW,1,6,Understell og understellsutstyr (chassis and chassis equipment),0,538,0.0
TOYOTA,YARIS,4,6,Understell og understellsutstyr (chassis and chassis equipment),2615,12845,0.2036
NISSAN,QASHQAI,1,6,Understell og understellsutstyr (chassis and chassis equipment),12,4798,0.0025
SUZUKI,SX4 COMBIBACK,3,6,Understell og understellsutstyr (chassis and chassis equipment),295,6632,0.0445
MERCEDES-BENZ,E-Klasse,4,6,Understell og understellsutstyr (chassis and chassis equipment),1508,11198,0.1347
HYUNDAI,I30,3,6,Understell og understellsutstyr (chassis and chassis equipment),4,164,0.0244
FORD,FOCUS,4,6,Understell og understellsutstyr (chassis and chassis equipment),2261,12012,0.1882
SKODA,RAPID SPACEBACK,1,6,Understell og understellsutstyr (chassis and chassis equipment),3,482,0.0062
RENAULT,MEGANE SPORT TOURER,2,6,Understell og understellsutstyr (chassis and chassis equipment),12,326,0.0368
NISSAN,NOTE,2,6,Understell og understellsutstyr (chassis and chassis equipment),8,358,0.0223
PEUGEOT,207,3,6,Understell og understellsutstyr (chassis and chassis equipment),168,610,0.2754
HYUNDAI,I20,1,6,Understell og understellsutstyr (chassis and chassis equipment),2,1113,0.0018
FIAT,500,2,6,Understell og understellsutstyr (chassis and chassis equipment),44,384,0.1146
AUDI,A3 Limousine,1,6,Understell og understellsutstyr (chassis and chassis equipment),1,109,0.0092
NISSAN,MICRA,1,6,Understell og understellsutstyr (chassis and chassis equipment),3,296,0.0101
RENAULT,Ny Clio,4,6,Understell og understellsutstyr (chassis and chassis equipment),41,517,0.0793
RENAULT,Kadjar,2,6,Understell og understellsutstyr (chassis and chassis equipment),11,688,0.016
SEAT,IBIZA,1,6,Understell og understellsutstyr (chassis and chassis equipment),2,162,0.0123
SKODA,SCALA,1,6,Understell og understellsutstyr (chassis and chassis equipment),0,339,0.0
CITROËN,C3,2,6,Understell og understellsutstyr (chassis and chassis equipment),182,1100,0.1655
SUZUKI,VITARA,3,6,Understell og understellsutstyr (chassis and chassis equipment),32,1056,0.0303
MAZDA,CX-3,3,6,Understell og understellsutstyr (chassis and chassis equipment),4,1002,0.004
MAZDA,CX-5,4,6,Understell og understellsutstyr (chassis and chassis equipment),20,302,0.0662
AUDI,A5 SPORTBACK,4,6,Understell og understellsutstyr (chassis and chassis equipment),3,69,0.0435
VOLVO,V40,4,6,Understell og understellsutstyr (chassis and chassis equipment),30,243,0.1235
CHEVROLET,SPARK,4,6,Understell og understellsutstyr (chassis and chassis equipment),4,21,0.1905
TOYOTA,Yaris Cross,1,6,Understell og understellsutstyr (chassis and chassis equipment),0,261,0.0
SKODA,OCTAVIA,3,7,Annet utstyr (other equipment),617,19319,0.0319
TOYOTA,RAV4,2,7,Annet utstyr (other equipment),64,15118,0.0042
KIA,CEE'D SW,3,7,Annet utstyr (other equipment),71,3585,0.0198
MAZDA,MAZDA2,4,7,Annet utstyr (other equipment),39,2075,0.0188
KIA,CEED,1,7,Annet utstyr (other equipment),5,984,0.0051
TOYOTA,AYGO,2,7,Annet utstyr (other equipment),6,608,0.0099
FORD,KUGA,1,7,Annet utstyr (other equipment),12,5193,0.0023
TOYOTA,RAV4 Plug in,1,7,Annet utstyr (other equipment),32,29243,0.0011
FORD,FOCUS STATIONSVOGN,3,7,Annet utstyr (other equipment),558,15257,0.0366
VOLKSWAGEN,GOLF,1,7,Annet utstyr (other equipment),27,9446,0.0029
VOLVO,XC90,2,7,Annet utstyr (other equipment),73,5537,0.0132
HYUNDAI,I40,3,7,Annet utstyr (other equipment),91,2466,0.0369
VOLKSWAGEN,POLO,2,7,Annet utstyr (other equipment),119,5290,0.0225
FORD,FIESTA 5 DØRS,2,7,Annet utstyr (other equipment),60,4402,0.0136
AUDI,Q3,4,7,Annet utstyr (other equipment),11,293,0.0375
KIA,RIO,3,7,Annet utstyr (other equipment),65,2622,0.0248
HONDA,CR-V,3,7,Annet utstyr (other equipment),74,6725,0.011
AUDI,A6 AVANT,3,7,Annet utstyr (other equipment),34,2163,0.0157
SKODA,SUPERB COMBI,4,7,Annet utstyr (other equipment),308,3621,0.0851
TOYOTA,Aygo X,3,7,Annet utstyr (other equipment),50,2298,0.0218
MERCEDES-BENZ,GLE,1,7,Annet utstyr (other equipment),11,2193,0.005
BMW,X5,4,7,Annet utstyr (other equipment),136,3889,0.035
VOLKSWAGEN,PASSAT VARIANT,1,7,Annet utstyr (other equipment),70,11253,0.0062
MAZDA,2,2,7,Annet utstyr (other equipment),59,1120,0.0527
CITROËN,C4 Cactus,2,7,Annet utstyr (other equipment),45,1625,0.0277
MAZDA,MAZDA3,2,7,Annet utstyr (other equipment),13,2010,0.0065
CITROËN,DS3,4,7,Annet utstyr (other equipment),27,696,0.0388
VOLKSWAGEN,UP!,2,7,Annet utstyr (other equipment),12,1503,0.008
HYUNDAI,I10,2,7,Annet utstyr (other equipment),5,411,0.0122
KIA,Optima,1,7,Annet utstyr (other equipment),12,1833,0.0065
FORD,S-MAX,1,7,Annet utstyr (other equipment),40,1786,0.0224
PEUGEOT,208,4,7,Annet utstyr (other equipment),2,267,0.0075
FORD,B-MAX,2,7,Annet utstyr (other equipment),2,250,0.008
FIAT,PANDA,1,7,Annet utstyr (other equipment),0,20,0.0
SKODA,OCTAVIA,1,7,Annet utstyr (other equipment),38,14749,0.0026
VOLKSWAGEN,GOLF,3,7,Annet utstyr (other equipment),708,40607,0.0174
HYUNDAI,I30CW,4,7,Annet utstyr (other equipment),81,3800,0.0213
KIA,CEE'D SW,1,7,Annet utstyr (other equipment),5,984,0.0051
TOYOTA,AYGO 5-DØRS,4,7,Annet utstyr (other equipment),87,3007,0.0289
AUDI,A3 Sportback,4,7,Annet utstyr (other equipment),11,227,0.0485
KIA,CEED,3,7,Annet utstyr (other equipment),71,3585,0.0198
VOLKSWAGEN,TOURAN,4,7,Annet utstyr (other equipment),1170,10414,0.1123
VOLKSWAGEN,PASSAT VARIANT,3,7,Annet utstyr (other equipment),1001,16654,0.0601
TOYOTA,RAV4 Plug in,3,7,Annet utstyr (other equipment),161,11242,0.0143
VOLVO,V70,4,7,Annet utstyr (other equipment),476,17685,0.0269
FORD,KUGA,3,7,Annet utstyr (other equipment),102,7170,0.0142
MINI,COOPER,4,7,Annet utstyr (other equipment),85,2672,0.0318
HONDA,CR-V,1,7,Annet utstyr (other equipment),3,1749,0.0017
FORD,MONDEO STATIONCAR,4,7,Annet utstyr (other equipment),1058,15288,0.0692
TOYOTA,COROLLA,4,7,Annet utstyr (other equipment),172,4053,0.0424
TOYOTA,Aygo X,1,7,Annet utstyr (other equipment),1,689,0.0015
MAZDA,3,4,7,Annet utstyr (other equipment),59,3328,0.0177
FORD,S-MAX,3,7,Annet utstyr (other equipment),441,5510,0.08
FORD,FOCUS STATIONSVOGN,1,7,Annet utstyr (other equipment),23,6110,0.0038
FORD,KA,4,7,Annet utstyr (other equipment),13,449,0.029
FIAT,PANDA,3,7,Annet utstyr (other equipment),9,332,0.0271
TOYOTA,YARIS 5-DØRS,4,7,Annet utstyr (other equipment),767,12845,0.0597
BMW,2-Serie,2,7,Annet utstyr (other equipment),32,5966,0.0054
MERCEDES-BENZ,GLE,3,7,Annet utstyr (other equipment),0,72,0.0
FORD,GALAXY,4,7,Annet utstyr (other equipment),262,2069,0.1266
AUDI,A6 AVANT,1,7,Annet utstyr (other equipment),3,526,0.0057
KIA,RIO,1,7,Annet utstyr (other equipment),1,599,0.0017
MITSUBISHI,ASX,2,7,Annet utstyr (other equipment),17,1912,0.0089
PEUGEOT,108,2,7,Annet utstyr (other equipment),9,601,0.015
PEUGEOT,508,2,7,Annet utstyr (other equipment),10,919,0.0109
KIA,Optima,3,7,Annet utstyr (other equipment),0,86,0.0
ALFA ROMEO,GIULIETTA,4,7,Annet utstyr (other equipment),0,1,0.0
HYUNDAI,I40,1,7,Annet utstyr (other equipment),0,1,0.0
SKODA,OCTAVIA,4,7,Annet utstyr (other equipment),1210,12917,0.0937
SKODA,SUPERB,2,7,Annet utstyr (other equipment),60,5609,0.0107
KIA,CEE'D SW,4,7,Annet utstyr (other equipment),36,742,0.0485
SKODA,FABIA,2,7,Annet utstyr (other equipment),47,3224,0.0146
TOYOTA,AYGO 5-DØRS,1,7,Annet utstyr (other equipment),1,689,0.0015
MAZDA,MAZDA2,3,7,Annet utstyr (other equipment),40,1899,0.0211
TOYOTA,COROLLA,1,7,Annet utstyr (other equipment),7,9061,0.0008
KIA,RIO,4,7,Annet utstyr (other equipment),11,248,0.0444
MERCEDES-BENZ,GLA,1,7,Annet utstyr (other equipment),6,938,0.0064
PEUGEOT,208,3,7,Annet utstyr (other equipment),88,5152,0.0171
SKODA,SUPERB COMBI,3,7,Annet utstyr (other equipment),337,6121,0.0551
HONDA,CR-V,4,7,Annet utstyr (other equipment),203,9204,0.0221
FORD,FOCUS STATIONSVOGN,4,7,Annet utstyr (other equipment),474,12012,0.0395
HYUNDAI,I40,4,7,Annet utstyr (other equipment),62,753,0.0823
PEUGEOT,2008,3,7,Annet utstyr (other equipment),29,2682,0.0108
TOYOTA,YARIS 5-DØRS,1,7,Annet utstyr (other equipment),57,16882,0.0034
BMW,X5,3,7,Annet utstyr (other equipment),63,2684,0.0235
AUDI,A4 AVANT,2,7,Annet utstyr (other equipment),12,1848,0.0065
MERCEDES-BENZ,E,2,7,Annet utstyr (other equipment),56,3761,0.0149
VOLKSWAGEN,TOURAN,1,7,Annet utstyr (other equipment),48,1595,0.0301
MAZDA,3,1,7,Annet utstyr (other equipment),8,1523,0.0053
AUDI,A3,2,7,Annet utstyr (other equipment),93,9233,0.0101
KIA,CEED SW,2,7,Annet utstyr (other equipment),14,1150,0.0122
HYUNDAI,Ioniq,2,7,Annet utstyr (other equipment),5,834,0.006
AUDI,Q3,3,7,Annet utstyr (other equipment),81,2899,0.0279
TOYOTA,Aygo X,4,7,Annet utstyr (other equipment),87,3007,0.0289
KIA,Stonic,1,7,Annet utstyr (other equipment),1,630,0.0016
AUDI,A3 Sportback,1,7,Annet utstyr (other equipment),25,3698,0.0068
OPEL,Mokka,2,7,Annet utstyr (other equipment),47,3055,0.0154
VOLKSWAGEN,Golf Sportsvan,2,7,Annet utstyr (other equipment),10,2883,0.0035
FORD,MONDEO STATIONCAR,1,7,Annet utstyr (other equipment),10,1541,0.0065
VOLVO,XC40,2,7,Annet utstyr (other equipment),2,184,0.0109
AUDI,A6 AVANT,4,7,Annet utstyr (other equipment),4,143,0.028
CITROËN,DS3,3,7,Annet utstyr (other equipment),36,1430,0.0252
CITROËN,BERLINGO,2,7,Annet utstyr (other equipment),10,293,0.0341
FORD,GALAXY,1,7,Annet utstyr (other equipment),5,191,0.0262
MINI,COOPER,1,7,Annet utstyr (other equipment),2,538,0.0037
OPEL,MERIVA,2,7,Annet utstyr (other equipment),3,68,0.0441
SUZUKI,ALTO,2,7,Annet utstyr (other equipment),2,5,0.4
SKODA,OCTAVIA,2,7,Annet utstyr (other equipment),88,13702,0.0064
MAZDA,MAZDA3,3,7,Annet utstyr (other equipment),27,2880,0.0094
TOYOTA,RAV4,3,7,Annet utstyr (other equipment),161,11242,0.0143
KIA,CEE'D SW,2,7,Annet utstyr (other equipment),14,1150,0.0122
SKODA,SUPERB,4,7,Annet utstyr (other equipment),308,3621,0.0851
SKODA,FABIA,4,7,Annet utstyr (other equipment),190,4252,0.0447
HYUNDAI,I10,3,7,Annet utstyr (other equipment),27,1046,0.0258
VOLKSWAGEN,POLO,3,7,Annet utstyr (other equipment),679,10576,0.0642
FORD,FOCUS STATIONSVOGN,2,7,Annet utstyr (other equipment),47,5076,0.0093
FORD,FIESTA 5 DØRS,3,7,Annet utstyr (other equipment),141,8583,0.0164
AUDI,A3,4,7,Annet utstyr (other equipment),472,8787,0.0537
VOLVO,V50,4,7,Annet utstyr (other equipment),448,11296,0.0397
MAZDA,2,3,7,Annet utstyr (other equipment),40,1899,0.0211
MERCEDES-BENZ,E,4,7,Annet utstyr (other equipment),462,11198,0.0413
VOLVO,XC90,3,7,Annet utstyr (other equipment),22,1135,0.0194
CITROËN,C4 Cactus,3,7,Annet utstyr (other equipment),38,775,0.049
FORD,B-MAX,3,7,Annet utstyr (other equipment),24,1129,0.0213
KIA,CEED SW,4,7,Annet utstyr (other equipment),36,742,0.0485
BMW,2-Serie,1,7,Annet utstyr (other equipment),16,7055,0.0023
PEUGEOT,508,1,7,Annet utstyr (other equipment),3,1065,0.0028
OPEL,MERIVA,4,7,Annet utstyr (other equipment),49,1312,0.0373
AUDI,A6 AVANT,2,7,Annet utstyr (other equipment),19,1067,0.0178
VOLKSWAGEN,UP!,3,7,Annet utstyr (other equipment),232,4436,0.0523
AUDI,A4 AVANT,4,7,Annet utstyr (other equipment),0,152,0.0
KIA,RIO,2,7,Annet utstyr (other equipment),13,1154,0.0113
TOYOTA,AYGO,3,7,Annet utstyr (other equipment),50,2298,0.0218
CITROËN,BERLINGO,4,7,Annet utstyr (other equipment),121,993,0.1219
MITSUBISHI,ASX,1,7,Annet utstyr (other equipment),2,452,0.0044
SUZUKI,ALTO,4,7,Annet utstyr (other equipment),23,392,0.0587
HONDA,CR-V,2,7,Annet utstyr (other equipment),11,2570,0.0043
TOYOTA,Aygo X,2,7,Annet utstyr (other equipment),6,608,0.0099
HYUNDAI,I40,2,7,Annet utstyr (other equipment),3,123,0.0244
PEUGEOT,108,1,7,Annet utstyr (other equipment),2,129,0.0155
OPEL,Mokka,4,7,Annet utstyr (other equipment),1,35,0.0286
TOYOTA,RAV4,4,7,Annet utstyr (other equipment),370,10666,0.0347
SKODA,FABIA,3,7,Annet utstyr (other equipment),56,3929,0.0143
MERCEDES-BENZ,C-Klasse,1,7,Annet utstyr (other equipment),19,3637,0.0052
FORD,NY Focus,1,7,Annet utstyr (other equipment),23,6110,0.0038
SKODA,SUPERB,3,7,Annet utstyr (other equipment),337,6121,0.0551
MAZDA,MAZDA3,4,7,Annet utstyr (other equipment),59,3328,0.0177
HYUNDAI,I10,4,7,Annet utstyr (other equipment),43,982,0.0438
TOYOTA,AYGO 3/5-DØRS,1,7,Annet utstyr (other equipment),1,689,0.0015
TOYOTA,AYGO,4,7,Annet utstyr (other equipment),87,3007,0.0289
BMW,X5,2,7,Annet utstyr (other equipment),48,3601,0.0133
PEUGEOT,5008,1,7,Annet utstyr (other equipment),85,4893,0.0174
FORD,FIESTA 5 DØRS,4,7,Annet utstyr (other equipment),179,7906,0.0226
AUDI,A3,3,7,Annet utstyr (other equipment),236,11732,0.0201
MERCEDES-BENZ,E,3,7,Annet utstyr (other equipment),258,8181,0.0315
PEUGEOT,2008,2,7,Annet utstyr (other equipment),31,3179,0.0098
AUDI,A4 AVANT,3,7,Annet utstyr (other equipment),54,2969,0.0182
OPEL,Mokka,3,7,Annet utstyr (other equipment),74,4582,0.0162
VOLKSWAGEN,POLO,4,7,Annet utstyr (other equipment),833,11528,0.0723
VOLKSWAGEN,Golf Sportsvan,3,7,Annet utstyr (other equipment),7,1676,0.0042
CITROËN,BERLINGO,3,7,Annet utstyr (other equipment),35,704,0.0497
MAZDA,2,4,7,Annet utstyr (other equipment),39,2075,0.0188
MERCEDES-BENZ,A-Klasse,1,7,Annet utstyr (other equipment),40,2726,0.0147
SKODA,SUPERB COMBI,2,7,Annet utstyr (other equipment),60,5609,0.0107
KIA,CEED SW,3,7,Annet utstyr (other equipment),71,3585,0.0198
PEUGEOT,208,2,7,Annet utstyr (other equipment),17,2180,0.0078
MAZDA,MAZDA2,2,7,Annet utstyr (other equipment),59,1120,0.0527
KIA,SPORTAGE,1,7,Annet utstyr (other equipment),4,1259,0.0032
OPEL,Grandland X,2,7,Annet utstyr (other equipment),0,125,0.0
AUDI,Q3,2,7,Annet utstyr (other equipment),22,1293,0.017
VOLVO,XC90,4,7,Annet utstyr (other equipment),164,1825,0.0899
AUDI,Q5,1,7,Annet utstyr (other equipment),0,1438,0.0
OPEL,MERIVA,3,7,Annet utstyr (other equipment),38,854,0.0445
AUDI,A1 SPORTBACK,1,7,Annet utstyr (other equipment),5,902,0.0055
OPEL,Crossland X,2,7,Annet utstyr (other equipment),0,177,0.0
SUZUKI,ALTO,3,7,Annet utstyr (other equipment),19,285,0.0667
VOLKSWAGEN,UP!,4,7,Annet utstyr (other equipment),21,234,0.0897
FORD,C-MAX,1,7,Annet utstyr (other equipment),0,235,0.0
CITROËN,C4 PICASSO,1,7,Annet utstyr (other equipment),13,823,0.0158
VOLVO,V50,3,7,Annet utstyr (other equipment),118,3281,0.036
TOYOTA,AVENSIS,1,7,Annet utstyr (other equipment),2,538,0.0037
BMW,4-serie,1,7,Annet utstyr (other equipment),4,85,0.0471
CITROËN,DS3,2,7,Annet utstyr (other equipment),2,90,0.0222
FORD,B-MAX,4,7,Annet utstyr (other equipment),1,19,0.0526
KIA,VENGA,1,7,Annet utstyr (other equipment),0,6,0.0
AUDI,A3 Sportback,3,7,Annet utstyr (other equipment),169,9047,0.0187
MERCEDES-BENZ,C-Klasse,2,7,Annet utstyr (other equipment),64,5861,0.0109
FORD,NY Focus,2,7,Annet utstyr (other equipment),47,5076,0.0093
TOYOTA,AVENSIS,2,7,Annet utstyr (other equipment),15,3935,0.0038
TOYOTA,AYGO 3/5-DØRS,2,7,Annet utstyr (other equipment),6,608,0.0099
KIA,CEED,4,7,Annet utstyr (other equipment),36,742,0.0485
TOYOTA,YARIS 5-DØRS,3,7,Annet utstyr (other equipment),297,21128,0.0141
OPEL,Crossland X,1,7,Annet utstyr (other equipment),5,1377,0.0036
VOLKSWAGEN,GOLF,4,7,Annet utstyr (other equipment),1528,32682,0.0468
VOLVO,V70,3,7,Annet utstyr (other equipment),108,11477,0.0094
MINI,COOPER,3,7,Annet utstyr (other equipment),51,3308,0.0154
VOLKSWAGEN,TOURAN,3,7,Annet utstyr (other equipment),507,5455,0.0929
FORD,MONDEO STATIONCAR,3,7,Annet utstyr (other equipment),309,9588,0.0322
CITROËN,C4 PICASSO,2,7,Annet utstyr (other equipment),44,1511,0.0291
OPEL,Grandland X,1,7,Annet utstyr (other equipment),10,2268,0.0044
TOYOTA,RAV4 Plug in,4,7,Annet utstyr (other equipment),370,10666,0.0347
VOLKSWAGEN,PASSAT VARIANT,4,7,Annet utstyr (other equipment),1052,15462,0.068
PEUGEOT,2008,1,7,Annet utstyr (other equipment),20,2747,0.0073
FORD,KUGA,4,7,Annet utstyr (other equipment),215,5780,0.0372
AUDI,Q5,2,7,Annet utstyr (other equipment),6,2270,0.0026
MERCEDES-BENZ,A-Klasse,2,7,Annet utstyr (other equipment),25,2268,0.011
SKODA,SUPERB COMBI,1,7,Annet utstyr (other equipment),52,6713,0.0077
BMW,X5,1,7,Annet utstyr (other equipment),45,5474,0.0082
FORD,S-MAX,4,7,Annet utstyr (other equipment),766,6314,0.1213
MAZDA,3,3,7,Annet utstyr (other equipment),27,2880,0.0094
AUDI,A1 SPORTBACK,2,7,Annet utstyr (other equipment),19,1299,0.0146
FORD,GALAXY,3,7,Annet utstyr (other equipment),155,1766,0.0878
BMW,4-serie,2,7,Annet utstyr (other equipment),29,509,0.057
TOYOTA,AYGO 5-DØRS,3,7,Annet utstyr (other equipment),50,2298,0.0218
KIA,SPORTAGE,2,7,Annet utstyr (other equipment),29,3281,0.0088
PEUGEOT,208,1,7,Annet utstyr (other equipment),4,1123,0.0036
PEUGEOT,5008,2,7,Annet utstyr (other equipment),37,1312,0.0282
MERCEDES-BENZ,GLA,3,7,Annet utstyr (other equipment),19,1359,0.014
FORD,C-MAX,2,7,Annet utstyr (other equipment),8,749,0.0107
FORD,KA,3,7,Annet utstyr (other equipment),5,505,0.0099
AUDI,Q3,1,7,Annet utstyr (other equipment),10,911,0.011
ALFA ROMEO,GIULIETTA,3,7,Annet utstyr (other equipment),3,258,0.0116
MAZDA,MAZDA2,1,7,Annet utstyr (other equipment),9,625,0.0144
FIAT,PANDA,4,7,Annet utstyr (other equipment),8,101,0.0792
KIA,VENGA,2,7,Annet utstyr (other equipment),3,273,0.011
TOYOTA,COROLLA,3,7,Annet utstyr (other equipment),19,284,0.0669
HYUNDAI,I30CW,3,7,Annet utstyr (other equipment),3,164,0.0183
KIA,Optima,4,7,Annet utstyr (other equipment),0,1,0.0
TOYOTA,AVENSIS,3,7,Annet utstyr (other equipment),187,12867,0.0145
SKODA,SUPERB,1,7,Annet utstyr (other equipment),52,6713,0.0077
MERCEDES-BENZ,C-Klasse,3,7,Annet utstyr (other equipment),184,6797,0.0271
TOYOTA,AYGO 5-DØRS,2,7,Annet utstyr (other equipment),6,608,0.0099
FORD,NY Focus,3,7,Annet utstyr (other equipment),558,15257,0.0366
AUDI,A3 Sportback,2,7,Annet utstyr (other equipment),91,8901,0.0102
SKODA,FABIA,1,7,Annet utstyr (other equipment),20,2246,0.0089
TOYOTA,YARIS 5-DØRS,2,7,Annet utstyr (other equipment),80,15223,0.0053
CITROËN,C5 Aircross,1,7,Annet utstyr (other equipment),7,1527,0.0046
KIA,CEED SW,1,7,Annet utstyr (other equipment),5,984,0.0051
AUDI,A3,1,7,Annet utstyr (other equipment),25,4115,0.0061
MERCEDES-BENZ,A-Klasse,3,7,Annet utstyr (other equipment),122,6182,0.0197
AUDI,Q5,3,7,Annet utstyr (other equipment),58,5548,0.0105
MITSUBISHI,ASX,4,7,Annet utstyr (other equipment),118,5149,0.0229
VOLVO,XC40,1,7,Annet utstyr (other equipment),4,6206,0.0006
CITROËN,C4 PICASSO,3,7,Annet utstyr (other equipment),82,1484,0.0553
FORD,MONDEO STATIONCAR,2,7,Annet utstyr (other equipment),48,5589,0.0086
AUDI,A4 AVANT,1,7,Annet utstyr (other equipment),11,1533,0.0072
MERCEDES-BENZ,E,1,7,Annet utstyr (other equipment),26,4198,0.0062
MITSUBISHI,COLT,4,7,Annet utstyr (other equipment),219,3136,0.0698
KIA,SPORTAGE,3,7,Annet utstyr (other equipment),131,7796,0.0168
PEUGEOT,508,4,7,Annet utstyr (other equipment),53,1566,0.0338
FORD,C-MAX,3,7,Annet utstyr (other equipment),70,1829,0.0383
MAZDA,3,2,7,Annet utstyr (other equipment),13,2010,0.0065
AUDI,A1 SPORTBACK,3,7,Annet utstyr (other equipment),121,3090,0.0392
PEUGEOT,5008,3,7,Annet utstyr (other equipment),112,1911,0.0586
TOYOTA,AYGO 3/5-DØRS,3,7,Annet utstyr (other equipment),50,2298,0.0218
KIA,VENGA,3,7,Annet utstyr (other equipment),25,1099,0.0227
HYUNDAI,Ioniq,1,7,Annet utstyr (other equipment),2,1674,0.0012
MERCEDES-BENZ,GLA,2,7,Annet utstyr (other equipment),17,1805,0.0094
VOLKSWAGEN,TOURAN,2,7,Annet utstyr (other equipment),94,2051,0.0458
FORD,GALAXY,2,7,Annet utstyr (other equipment),13,493,0.0264
BMW,4-serie,3,7,Annet utstyr (other equipment),17,422,0.0403
MINI,COOPER,2,7,Annet utstyr (other equipment),14,1205,0.0116
VOLKSWAGEN,T-Cross,1,7,Annet utstyr (other equipment),7,1210,0.0058
OPEL,Mokka,1,7,Annet utstyr (other equipment),5,1060,0.0047
KIA,Stonic,2,7,Annet utstyr (other equipment),0,93,0.0
CITROËN,BERLINGO,1,7,Annet utstyr (other equipment),4,389,0.0103
VOLVO,V70,2,7,Annet utstyr (other equipment),9,2502,0.0036
VOLKSWAGEN,Golf Sportsvan,1,7,Annet utstyr (other equipment),1,502,0.002
PEUGEOT,206 +,4,7,Annet utstyr (other equipment),10,143,0.0699
FORD,KA,2,7,Annet utstyr (other equipment),1,41,0.0244
ALFA ROMEO,GIULIETTA,2,7,Annet utstyr (other equipment),0,35,0.0
TOYOTA,RAV4,1,7,Annet utstyr (other equipment),32,29243,0.0011
TOYOTA,AVENSIS,4,7,Annet utstyr (other equipment),771,20526,0.0376
FORD,NY Focus,4,7,Annet utstyr (other equipment),474,12012,0.0395
MERCEDES-BENZ,C-Klasse,4,7,Annet utstyr (other equipment),425,7755,0.0548
MAZDA,MAZDA3,1,7,Annet utstyr (other equipment),8,1523,0.0053
VOLKSWAGEN,GOLF,2,7,Annet utstyr (other equipment),219,24534,0.0089
KIA,CEED,2,7,Annet utstyr (other equipment),14,1150,0.0122
TOYOTA,AYGO 3/5-DØRS,4,7,Annet utstyr (other equipment),87,3007,0.0289
TOYOTA,AYGO,1,7,Annet utstyr (other equipment),1,689,0.0015
FORD,KUGA,2,7,Annet utstyr (other equipment),16,4067,0.0039
MERCEDES-BENZ,A-Klasse,4,7,Annet utstyr (other equipment),136,2238,0.0608
AUDI,Q5,4,7,Annet utstyr (other equipment),83,5189,0.016
MITSUBISHI,ASX,3,7,Annet utstyr (other equipment),139,9126,0.0152
VOLKSWAGEN,PASSAT VARIANT,2,7,Annet utstyr (other equipment),264,14320,0.0184
TOYOTA,RAV4 Plug in,2,7,Annet utstyr (other equipment),64,15118,0.0042
VOLVO,XC90,1,7,Annet utstyr (other equipment),65,8675,0.0075
VOLKSWAGEN,POLO,1,7,Annet utstyr (other equipment),57,5836,0.0098
BMW,2-Serie,3,7,Annet utstyr (other equipment),12,949,0.0126
KIA,VENGA,4,7,Annet utstyr (other equipment),42,668,0.0629
PEUGEOT,508,3,7,Annet utstyr (other equipment),105,4721,0.0222
