dmr_make,dmr_model,age_band,chapter,chapter_name,n_defects_2_3er,n_tests,defect_rate_per_test
OPEL,ASTRA,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",201,1977,0.1017
HYUNDAI,i30 Stc.,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3188,3800,0.8389
KIA,PICANTO,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",162,1280,0.1266
TOYOTA,AURIS,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",871,6033,0.1444
SKODA,FABIA COMBI,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",394,3224,0.1222
SKODA,RAPID SPACEBACK,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",33,482,0.0685
TOYOTA,YARIS,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",9333,12845,0.7266
MERCEDES-BENZ,E-Klasse,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",4577,11198,0.4087
SUZUKI,SX4 COMBIBACK,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1855,6632,0.2797
NISSAN,QASHQAI,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",288,4798,0.06
FORD,FOCUS,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",10797,12012,0.8989
DACIA,Duster,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",337,489,0.6892
KIA,Niro,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",363,5432,0.0668
OPEL,INSIGNIA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",38,1365,0.0278
HYUNDAI,I20,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",86,1113,0.0773
TOYOTA,AVENSIS STW,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",54,538,0.1004
CITROËN,C3,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",288,1100,0.2618
RENAULT,Ny Clio,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",564,517,1.0909
RENAULT,Kadjar,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",92,688,0.1337
HONDA,JAZZ,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",88,727,0.121
FIAT,Punto S7,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",56,91,0.6154
SKODA,SCALA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",12,339,0.0354
NISSAN,NOTE,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",43,358,0.1201
FIAT,500,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",85,384,0.2214
SEAT,IBIZA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",17,162,0.1049
PEUGEOT,207,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",516,610,0.8459
RENAULT,CLIO,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",57,563,0.1012
HYUNDAI,I30,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",138,164,0.8415
AUDI,A3 Limousine,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2,109,0.0183
CHEVROLET,SPARK,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",8,21,0.381
SUZUKI,VITARA,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",213,1056,0.2017
MAZDA,CX-5,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",123,302,0.4073
VOLVO,V40,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",120,243,0.4938
MAZDA,CX-3,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",117,1002,0.1168
AUDI,A5 SPORTBACK,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",27,69,0.3913
TOYOTA,Yaris Cross,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",10,261,0.0383
MERCEDES-BENZ,E,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",4577,11198,0.4087
BMW,2-Serie,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",577,7055,0.0818
VOLVO,V50,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",10612,11296,0.9394
VOLKSWAGEN,POLO,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3031,10576,0.2866
AUDI,A3,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",4726,8787,0.5378
VOLKSWAGEN,UP!,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",961,4436,0.2166
CITROËN,C4 Cactus,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",330,775,0.4258
FORD,FOCUS STATIONSVOGN,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1137,5076,0.224
FORD,FIESTA 5 DØRS,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3584,8583,0.4176
HONDA,CR-V,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",483,2570,0.1879
TOYOTA,RAV4,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2834,11242,0.2521
SKODA,OCTAVIA,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1688,13702,0.1232
SKODA,FABIA,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3009,4252,0.7077
SKODA,SUPERB,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3204,3621,0.8848
MAZDA,MAZDA3,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",724,2880,0.2514
TOYOTA,AYGO,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",900,2298,0.3916
MITSUBISHI,ASX,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",19,452,0.042
AUDI,A6 AVANT,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",98,1067,0.0918
HYUNDAI,I40,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",34,123,0.2764
OPEL,MERIVA,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",848,1312,0.6463
MAZDA,2,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",646,1899,0.3402
KIA,CEED SW,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",649,742,0.8747
SUZUKI,ALTO,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",236,392,0.602
KIA,CEE'D SW,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",339,1150,0.2948
HYUNDAI,I10,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",411,1046,0.3929
KIA,RIO,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",191,1154,0.1655
PEUGEOT,108,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",13,129,0.1008
TOYOTA,Aygo X,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",83,608,0.1365
CITROËN,BERLINGO,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1123,993,1.1309
FORD,B-MAX,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",433,1129,0.3835
PEUGEOT,508,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",76,1065,0.0714
VOLVO,XC90,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",342,1135,0.3013
AUDI,A4 AVANT,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",61,152,0.4013
OPEL,Mokka,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",4,35,0.1143
VOLVO,XC60,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2873,13968,0.2057
BMW,5-Serie,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",6769,10877,0.6223
MAZDA,CX-5,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3826,14518,0.2635
VOLKSWAGEN,TIGUAN,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",5460,11058,0.4938
MITSUBISHI,OUTLANDER,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",10100,10148,0.9953
VOLVO,V40,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3263,13394,0.2436
BMW,X3,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2877,5417,0.5311
SKODA,KAROQ,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",71,2413,0.0294
PEUGEOT,207,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",5396,5486,0.9836
RENAULT,Captur,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",185,1187,0.1559
AUDI,A5 SPORTBACK,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",236,880,0.2682
SUZUKI,SX4,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",81,2054,0.0394
BMW,X1,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",622,3404,0.1827
HONDA,CIVIC,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",927,2369,0.3913
MERCEDES-BENZ,C,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",4420,7755,0.57
NISSAN,X-TRAIL,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1045,2381,0.4389
SUZUKI,SWIFT,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2326,4814,0.4832
RENAULT,Ny Clio,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",808,1622,0.4982
SUZUKI,SX4 COMBIBACK,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2729,4809,0.5675
TOYOTA,YARIS,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",6442,21128,0.3049
FORD,FIESTA,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",915,4402,0.2079
VOLKSWAGEN,PASSAT,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1265,14320,0.0883
MERCEDES-BENZ,E-Klasse,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1909,8181,0.2333
FORD,MONDEO,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",926,5589,0.1657
CITROËN,C4,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1271,3636,0.3496
FORD,Focus,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1137,5076,0.224
HYUNDAI,I30,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3188,3800,0.8389
FORD,FOCUS,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",8104,15257,0.5312
MERCEDES-BENZ,CLA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",66,1365,0.0484
MERCEDES-BENZ,B-Klasse,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2392,4180,0.5722
VOLKSWAGEN,CADDY,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",238,818,0.291
OPEL,CORSA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",19,389,0.0488
TOYOTA,VERSO,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2291,2396,0.9562
HYUNDAI,I 10,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",15,161,0.0932
OPEL,ASTRA SPORTS TOURER,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",34,374,0.0909
SEAT,LEON,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",11,71,0.1549
FIAT,Punto S7,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",259,347,0.7464
CHEVROLET,SPARK,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",211,308,0.6851
HYUNDAI,i30 Stc.,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",138,164,0.8415
OPEL,ZAFIRA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2,47,0.0426
MERCEDES-BENZ,GLC,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",11,311,0.0354
CITROËN,C3 Aircross,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",17,91,0.1868
DACIA,Duster,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",12,8,1.5
AUDI,A3 CABRIOLET,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1,7,0.1429
PEUGEOT,107,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1,7,0.1429
SEAT,Ibiza GP2,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",0,1,0.0
SKODA,SUPERB COMBI,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3893,6121,0.636
TOYOTA,YARIS 5-DØRS,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1122,16882,0.0665
BMW,X5,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",634,2684,0.2362
KIA,Stonic,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",39,630,0.0619
TOYOTA,Aygo X,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1951,3007,0.6488
AUDI,Q3,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",745,2899,0.257
HONDA,CR-V,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",11059,9204,1.2015
MERCEDES-BENZ,E,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",464,3761,0.1234
AUDI,A3,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1104,9233,0.1196
VOLKSWAGEN,Golf Sportsvan,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",191,2883,0.0663
PEUGEOT,208,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1620,5152,0.3144
FORD,FOCUS STATIONSVOGN,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",10797,12012,0.8989
PEUGEOT,2008,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",947,2682,0.3531
MAZDA,3,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",55,1523,0.0361
OPEL,Mokka,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",349,3055,0.1142
AUDI,A4 AVANT,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",208,1848,0.1126
CITROËN,DS3,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1119,1430,0.7825
FORD,MONDEO STATIONCAR,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",159,1541,0.1032
SKODA,OCTAVIA,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",13389,12917,1.0365
SKODA,FABIA,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",394,3224,0.1222
AUDI,A3 Sportback,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",343,3698,0.0928
SKODA,SUPERB,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",753,5609,0.1342
TOYOTA,COROLLA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",329,9061,0.0363
MINI,COOPER,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",40,538,0.0743
KIA,CEED SW,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",339,1150,0.2948
VOLKSWAGEN,TOURAN,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",93,1595,0.0583
TOYOTA,AYGO 5-DØRS,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",40,689,0.0581
MAZDA,MAZDA2,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",646,1899,0.3402
KIA,CEE'D SW,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",649,742,0.8747
CITROËN,BERLINGO,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",159,293,0.5427
MERCEDES-BENZ,GLA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",46,938,0.049
HYUNDAI,Ioniq,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",77,834,0.0923
HYUNDAI,I40,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",475,753,0.6308
FORD,GALAXY,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",22,191,0.1152
SUZUKI,ALTO,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",5,5,1.0
OPEL,MERIVA,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",10,68,0.1471
KIA,RIO,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",132,248,0.5323
AUDI,A6 AVANT,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",60,143,0.4196
VOLVO,XC40,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",6,184,0.0326
MAZDA,MAZDA6,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1297,3352,0.3869
BMW,X1,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",554,7080,0.0782
BMW,3-Serie,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3508,8958,0.3916
NISSAN,JUKE,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",423,753,0.5618
CITROËN,C 1,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",403,880,0.458
SUZUKI,SX4,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",332,2476,0.1341
VOLKSWAGEN,CADDY,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",107,865,0.1237
MITSUBISHI,SPACE STAR,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",516,2090,0.2469
PEUGEOT,3008,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2285,3530,0.6473
MERCEDES-BENZ,CLA,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",297,2377,0.1249
CITROËN,C3 PICASSO,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",594,833,0.7131
RENAULT,Captur,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",64,1550,0.0413
VOLKSWAGEN,PASSAT,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",554,11253,0.0492
FORD,FIESTA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",163,3219,0.0506
FORD,MONDEO,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",159,1541,0.1032
FORD,Focus,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",423,6110,0.0692
HYUNDAI,Tucson,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",874,2331,0.3749
VOLVO,V60,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1424,3752,0.3795
OPEL,CORSA,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",178,1681,0.1059
FORD,PUMA,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",9,614,0.0147
HYUNDAI,i10 AC3,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",528,982,0.5377
CITROËN,C3 Aircross,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",69,782,0.0882
CITROËN,C4,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",563,2520,0.2234
RENAULT,MEGANE,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1812,1622,1.1171
CITROËN,C1,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",656,1119,0.5862
SEAT,Ibiza GP2,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",17,162,0.1049
OPEL,ZAFIRA,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",26,235,0.1106
HYUNDAI,I 10,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",67,411,0.163
AUDI,A3 CABRIOLET,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1,39,0.0256
OPEL,ASTRA SPORTS TOURER,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1,128,0.0078
SKODA,KAROQ,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",7,173,0.0405
SKODA,CITIGO,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",14,64,0.2188
SEAT,LEON,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1,5,0.2
OPEL,MERIVA,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",251,854,0.2939
VOLVO,V50,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2388,3281,0.7278
AUDI,A3,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2652,11732,0.226
MERCEDES-BENZ,E,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1909,8181,0.2333
OPEL,Mokka,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1241,4582,0.2708
VOLKSWAGEN,POLO,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",6803,11528,0.5901
PEUGEOT,2008,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",665,3179,0.2092
FORD,FIESTA 5 DØRS,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",5101,7906,0.6452
PEUGEOT,5008,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",583,4893,0.1191
AUDI,Q5,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",92,1438,0.064
AUDI,A4 AVANT,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",895,2969,0.3014
MAZDA,2,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1296,2075,0.6246
BMW,X5,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",503,3601,0.1397
VOLKSWAGEN,Golf Sportsvan,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",156,1676,0.0931
KIA,SPORTAGE,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",93,1259,0.0739
SKODA,SUPERB COMBI,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",753,5609,0.1342
KIA,CEED SW,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1578,3585,0.4402
MERCEDES-BENZ,C-Klasse,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",165,3637,0.0454
FORD,NY Focus,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",423,6110,0.0692
SKODA,SUPERB,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",3893,6121,0.636
TOYOTA,RAV4,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",6904,10666,0.6473
MAZDA,MAZDA3,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",2544,3328,0.7644
SKODA,FABIA,3,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1368,3929,0.3482
MAZDA,MAZDA2,2,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",74,1120,0.0661
TOYOTA,AYGO,4,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",1951,3007,0.6488
AUDI,A1 SPORTBACK,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",33,902,0.0366
MERCEDES-BENZ,A-Klasse,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",91,2726,0.0334
TOYOTA,AVENSIS,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",54,538,0.1004
TOYOTA,AYGO 3/5-DØRS,1,4,"Lykter, refleksinnretninger og elektrisk utstyr (lights, reflectors, electrical)",40,689,0.0581
