dmr_make,dmr_model,age_band,estimated_value_dkk,n_listings,pooled_at_brand,calibrated,calibration_factor_applied,mileage_adjustment_pct_per_10k_km,price_own_cell_anchor_count,price_own_cell_anchor_spread,price_anchor_source
FORD,Transit Custom Kombi,1,318196,102,False,True,0.5042,0.0286,0,,global
FORD,Transit Custom Kombi,2,199458,102,False,True,0.5042,0.0286,0,,global
FORD,Transit Custom Kombi,3,118634,102,False,True,0.5042,0.0286,0,,global
FORD,Transit Custom Kombi,4,66555,102,False,True,0.4502,0.0286,0,,global
KIA,XCeed,1,143304,115,False,True,0.5042,0.0286,0,,global
KIA,XCeed,2,141030,115,False,True,0.5042,0.0286,0,,global
KIA,XCeed,3,141030,115,False,True,0.5042,0.0286,0,,global
KIA,XCeed,4,141030,115,False,True,0.5042,0.0286,0,,global
SKODA,KODIAQ,1,297884,15,False,True,0.5042,0.0286,0,,global
SKODA,KODIAQ,2,229348,15,False,True,0.5042,0.0286,0,,global
SKODA,KODIAQ,3,214168,15,False,True,0.5042,0.0286,0,,global
SKODA,KODIAQ,4,214168,15,False,True,0.5042,0.0286,0,,global
SEAT,Ibiza GP2,1,65613,163,False,True,0.4502,0.0286,0,,global
SEAT,Ibiza GP2,2,48886,163,False,True,0.4502,0.0286,0,,global
SEAT,Ibiza GP2,3,32833,163,False,True,0.4502,0.0286,0,,global
SEAT,Ibiza GP2,4,21412,163,False,True,0.4502,0.0286,0,,global
SEAT,LEON,1,108546,774,False,True,0.5042,0.0286,0,,global
SEAT,LEON,2,81073,774,False,True,0.5042,0.0286,0,,global
SEAT,LEON,3,50825,774,False,True,0.4502,0.0286,0,,global
SEAT,LEON,4,34566,774,False,True,0.4502,0.0286,0,,global
NISSAN,MICRA,1,54700,330,False,True,0.4502,0.0286,0,,global
NISSAN,MICRA,2,37697,330,False,True,0.4502,0.0286,0,,global
NISSAN,MICRA,3,32788,330,False,True,0.4502,0.0286,0,,global
NISSAN,MICRA,4,22661,330,False,True,0.4502,0.0286,0,,global
AUDI,A3 Sportback,1,95969,24,False,True,0.5042,0.0286,0,,global
AUDI,A3 Sportback,2,95969,24,False,True,0.5042,0.0286,0,,global
AUDI,A3 Sportback,3,77714,24,False,True,0.5042,0.0286,0,,global
AUDI,A3 Sportback,4,40186,24,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,T-Cross,1,153777,122,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,T-Cross,2,122853,122,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,T-Cross,3,112311,122,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,T-Cross,4,112311,122,False,True,0.5042,0.0286,0,,global
MAZDA,CX-5,1,229960,92,False,True,0.5042,0.0286,0,,global
MAZDA,CX-5,2,160205,92,False,True,0.5042,0.0286,0,,global
MAZDA,CX-5,3,116083,92,False,True,0.5042,0.0286,0,,global
MAZDA,CX-5,4,94145,92,False,True,0.5042,0.0286,0,,global
PEUGEOT,206 +,1,135576,6154,True,True,0.5042,0.0286,0,,brand_pooled
PEUGEOT,206 +,2,79493,6154,True,True,0.5042,0.0286,0,,brand_pooled
PEUGEOT,206 +,3,49459,6154,True,True,0.4502,0.0286,0,,brand_pooled
PEUGEOT,206 +,4,21575,6154,True,True,0.2778,0.0286,5,0.2281,own_cell
AUDI,A6 AVANT,1,403757,57,False,True,0.5042,0.0286,0,,global
AUDI,A6 AVANT,2,182603,57,False,True,0.5042,0.0286,0,,global
AUDI,A6 AVANT,3,109640,57,False,True,0.5042,0.0286,0,,global
AUDI,A6 AVANT,4,64859,57,False,True,0.4502,0.0286,0,,global
FORD,PUMA,1,148718,64,False,True,0.5042,0.0286,0,,global
FORD,PUMA,2,145127,64,False,True,0.5042,0.0286,0,,global
FORD,PUMA,3,145127,64,False,True,0.5042,0.0286,0,,global
FORD,PUMA,4,145127,64,False,True,0.5042,0.0286,0,,global
CITROËN,Grand C4 SpaceTourer,1,107618,1252,True,True,0.5042,0.0286,0,,brand_pooled
CITROËN,Grand C4 SpaceTourer,2,63301,1252,True,True,0.4502,0.0286,0,,brand_pooled
CITROËN,Grand C4 SpaceTourer,3,42028,1252,True,True,0.4502,0.0286,0,,brand_pooled
CITROËN,Grand C4 SpaceTourer,4,29253,1252,True,True,0.4502,0.0286,0,,brand_pooled
ALFA ROMEO,GIULIETTA,1,62542,131,False,True,0.4502,0.0286,0,,global
ALFA ROMEO,GIULIETTA,2,62542,131,False,True,0.4502,0.0286,0,,global
ALFA ROMEO,GIULIETTA,3,55151,131,False,True,0.4502,0.0286,0,,global
ALFA ROMEO,GIULIETTA,4,44343,131,False,True,0.4502,0.0286,0,,global
FORD,FIESTA,1,83625,828,False,True,0.5042,0.0286,0,,global
FORD,FIESTA,2,43050,828,False,True,0.4502,0.0286,2,0.5,global
FORD,FIESTA,3,32341,828,False,True,0.4502,0.0286,0,,global
FORD,FIESTA,4,22796,828,False,True,0.4502,0.0286,2,0.3534,global
SKODA,CITIGO,1,64654,172,False,True,0.4502,0.0286,0,,global
SKODA,CITIGO,2,36688,172,False,True,0.4502,0.0286,0,,global
SKODA,CITIGO,3,28980,172,False,True,0.4502,0.0286,0,,global
SKODA,CITIGO,4,24977,172,False,True,0.4502,0.0286,0,,global
SKODA,FABIA,1,63279,112,False,True,0.4502,0.0286,0,,global
SKODA,FABIA,2,39877,112,False,True,0.4502,0.0286,0,,global
SKODA,FABIA,3,27705,112,False,True,0.4502,0.0286,0,,global
SKODA,FABIA,4,19690,112,False,True,0.4502,0.0286,0,,global
CHEVROLET,SPARK,1,352585,307,True,True,0.5042,0.0286,0,,brand_pooled
CHEVROLET,SPARK,2,285579,307,True,True,0.5042,0.0286,0,,brand_pooled
CHEVROLET,SPARK,3,24663,307,True,True,0.0903,0.0286,5,0.3527,own_cell
CHEVROLET,SPARK,4,14912,307,True,True,0.1891,0.0286,5,0.2756,own_cell
SEAT,MII,1,27161,41,False,True,0.4502,0.0286,0,,global
SEAT,MII,2,26854,41,False,True,0.4502,0.0286,0,,global
SEAT,MII,3,24270,41,False,True,0.4502,0.0286,0,,global
SEAT,MII,4,21498,41,False,True,0.4502,0.0286,0,,global
MERCEDES-BENZ,E-Klasse,1,380269,1177,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,E-Klasse,2,261853,1177,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,E-Klasse,3,148820,1177,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,E-Klasse,4,64595,1177,False,True,0.4502,0.0286,0,,global
TOYOTA,VERSO,1,60051,177,False,True,0.4502,0.0286,0,,global
TOYOTA,VERSO,2,63207,177,False,True,0.4502,0.0286,0,,global
TOYOTA,VERSO,3,59976,177,False,True,0.4502,0.0286,0,,global
TOYOTA,VERSO,4,52563,177,False,True,0.4502,0.0286,0,,global
BMW,X1,1,206602,317,False,True,0.5042,0.0286,0,,global
BMW,X1,2,152017,317,False,True,0.5042,0.0286,0,,global
BMW,X1,3,102787,317,False,True,0.5042,0.0286,0,,global
BMW,X1,4,54256,317,False,True,0.4502,0.0286,0,,global
MITSUBISHI,OUTLANDER,1,125741,203,False,True,0.5042,0.0286,0,,global
MITSUBISHI,OUTLANDER,2,106675,203,False,True,0.5042,0.0286,0,,global
MITSUBISHI,OUTLANDER,3,63264,203,False,True,0.4502,0.0286,0,,global
MITSUBISHI,OUTLANDER,4,30204,203,False,True,0.4502,0.0286,0,,global
CITROËN,C1,1,91771,1252,True,True,0.4485,0.0286,5,0.2059,own_cell
CITROËN,C1,2,53337,1252,True,True,0.4047,0.0286,5,0.486,own_cell
CITROËN,C1,3,29388,1252,True,True,0.3476,0.0286,5,0.3694,own_cell
CITROËN,C1,4,18758,1252,True,True,0.334,0.0286,5,0.2967,own_cell
OPEL,KARL,1,25076,24,False,True,0.4502,0.0286,0,,global
OPEL,KARL,2,26245,24,False,True,0.4502,0.0286,0,,global
OPEL,KARL,3,28200,24,False,True,0.4502,0.0286,0,,global
OPEL,KARL,4,28200,24,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,T-Roc,1,186096,337,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,T-Roc,2,151534,337,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,T-Roc,3,137762,337,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,T-Roc,4,137762,337,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,PASSAT VARIANT,1,181506,664,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,PASSAT VARIANT,2,110457,664,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,PASSAT VARIANT,3,76213,664,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,PASSAT VARIANT,4,38520,664,False,True,0.4502,0.0286,0,,global
RENAULT,GRAND SCENIC,1,95688,163,False,True,0.5042,0.0286,0,,global
RENAULT,GRAND SCENIC,2,89352,163,False,True,0.5042,0.0286,0,,global
RENAULT,GRAND SCENIC,3,48222,163,False,True,0.4502,0.0286,0,,global
RENAULT,GRAND SCENIC,4,28915,163,False,True,0.4502,0.0286,0,,global
DACIA,SANDERO,1,110655,116,False,True,0.5042,0.0286,0,,global
DACIA,SANDERO,2,47320,116,False,True,0.4502,0.0286,1,,global
DACIA,SANDERO,3,29269,116,False,True,0.4502,0.0286,0,,global
DACIA,SANDERO,4,19791,116,False,True,0.4502,0.0286,2,0.0788,global
TOYOTA,Aygo X,1,76808,122,False,True,0.5042,0.0286,0,,global
TOYOTA,Aygo X,2,44929,122,False,True,0.4502,0.0286,0,,global
TOYOTA,Aygo X,3,32553,122,False,True,0.4502,0.0286,0,,global
TOYOTA,Aygo X,4,25879,122,False,True,0.4502,0.0286,0,,global
KIA,SPORTAGE,1,148599,781,False,True,0.5042,0.0286,0,,global
KIA,SPORTAGE,2,117143,781,False,True,0.5042,0.0286,0,,global
KIA,SPORTAGE,3,87076,781,False,True,0.5042,0.0286,0,,global
KIA,SPORTAGE,4,51048,781,False,True,0.4502,0.0286,0,,global
BMW,X5,1,664098,686,False,True,0.5042,0.0286,0,,global
BMW,X5,2,358939,686,False,True,0.5042,0.0286,0,,global
BMW,X5,3,170681,686,False,True,0.5042,0.0286,0,,global
BMW,X5,4,90314,686,False,True,0.5042,0.0286,0,,global
OPEL,Mokka,1,128051,580,False,True,0.5042,0.0286,0,,global
OPEL,Mokka,2,89879,580,False,True,0.5042,0.0286,0,,global
OPEL,Mokka,3,76456,580,False,True,0.5042,0.0286,0,,global
OPEL,Mokka,4,58124,580,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO,1,50205,288,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO,2,41529,288,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO,3,28994,288,False,True,0.4502,0.0286,2,0.25,global
TOYOTA,AYGO,4,17843,288,False,True,0.4502,0.0286,0,,global
TOYOTA,YARIS,1,91832,975,False,True,0.5042,0.0286,0,,global
TOYOTA,YARIS,2,59738,975,False,True,0.4502,0.0286,0,,global
TOYOTA,YARIS,3,38931,975,False,True,0.4502,0.0286,0,,global
TOYOTA,YARIS,4,25670,975,False,True,0.4502,0.0286,0,,global
NISSAN,QASHQAI,1,165050,994,False,True,0.5042,0.0286,0,,global
NISSAN,QASHQAI,2,114914,994,False,True,0.5042,0.0286,0,,global
NISSAN,QASHQAI,3,79679,994,False,True,0.5042,0.0286,0,,global
NISSAN,QASHQAI,4,44151,994,False,True,0.4502,0.0286,0,,global
CITROËN,C4 Cactus,1,94710,41,False,True,0.5042,0.0286,0,,global
CITROËN,C4 Cactus,2,41565,41,False,True,0.4502,0.0286,0,,global
CITROËN,C4 Cactus,3,36252,41,False,True,0.4502,0.0286,0,,global
CITROËN,C4 Cactus,4,24857,41,False,True,0.4502,0.0286,0,,global
SEAT,IBIZA,1,62960,490,False,True,0.4502,0.0286,0,,global
SEAT,IBIZA,2,43789,490,False,True,0.4502,0.0286,0,,global
SEAT,IBIZA,3,31860,490,False,True,0.4502,0.0286,0,,global
SEAT,IBIZA,4,23059,490,False,True,0.4502,0.0286,0,,global
FORD,FIESTA 5 DØRS,1,85578,244,False,True,0.5042,0.0286,0,,global
FORD,FIESTA 5 DØRS,2,48022,244,False,True,0.4502,0.0286,0,,global
FORD,FIESTA 5 DØRS,3,37411,244,False,True,0.4502,0.0286,0,,global
FORD,FIESTA 5 DØRS,4,27795,244,False,True,0.4502,0.0286,0,,global
HONDA,JAZZ,1,75926,177,False,True,0.5042,0.0286,0,,global
HONDA,JAZZ,2,76254,177,False,True,0.5042,0.0286,0,,global
HONDA,JAZZ,3,50463,177,False,True,0.4502,0.0286,0,,global
HONDA,JAZZ,4,28438,177,False,True,0.4502,0.0286,0,,global
CHEVROLET,AVEO,1,18774,19,False,True,0.4502,0.0286,0,,global
CHEVROLET,AVEO,2,18774,19,False,True,0.4502,0.0286,0,,global
CHEVROLET,AVEO,3,18774,19,False,True,0.4502,0.0286,0,,global
CHEVROLET,AVEO,4,18122,19,False,True,0.4502,0.0286,0,,global
SKODA,SUPERB COMBI,1,189203,76,False,True,0.5042,0.0286,0,,global
SKODA,SUPERB COMBI,2,132367,76,False,True,0.5042,0.0286,0,,global
SKODA,SUPERB COMBI,3,83598,76,False,True,0.5042,0.0286,0,,global
SKODA,SUPERB COMBI,4,40583,76,False,True,0.4502,0.0286,0,,global
MITSUBISHI,COLT,1,21377,72,False,True,0.4502,0.0286,0,,global
MITSUBISHI,COLT,2,21377,72,False,True,0.4502,0.0286,0,,global
MITSUBISHI,COLT,3,21377,72,False,True,0.4502,0.0286,0,,global
MITSUBISHI,COLT,4,21046,72,False,True,0.4502,0.0286,0,,global
FORD,FOCUS STATIONSVOGN,1,111906,515,False,True,0.5042,0.0286,0,,global
FORD,FOCUS STATIONSVOGN,2,58344,515,False,True,0.4502,0.0286,0,,global
FORD,FOCUS STATIONSVOGN,3,39746,515,False,True,0.4502,0.0286,0,,global
FORD,FOCUS STATIONSVOGN,4,26733,515,False,True,0.4502,0.0286,0,,global
HYUNDAI,I 10,1,122573,3481,True,True,0.5042,0.0286,0,,brand_pooled
HYUNDAI,I 10,2,89505,3481,True,True,0.5042,0.0286,0,,brand_pooled
HYUNDAI,I 10,3,53060,3481,True,True,0.4502,0.0286,0,,brand_pooled
HYUNDAI,I 10,4,36160,3481,True,True,0.4502,0.0286,0,,brand_pooled
HYUNDAI,IX20,1,52498,131,False,True,0.4502,0.0286,0,,global
HYUNDAI,IX20,2,52136,131,False,True,0.4502,0.0286,0,,global
HYUNDAI,IX20,3,46283,131,False,True,0.4502,0.0286,0,,global
HYUNDAI,IX20,4,38593,131,False,True,0.4502,0.0286,0,,global
AUDI,A3 Limousine,1,95377,24,False,True,0.5042,0.0286,0,,global
AUDI,A3 Limousine,2,95377,24,False,True,0.5042,0.0286,0,,global
AUDI,A3 Limousine,3,77122,24,False,True,0.5042,0.0286,0,,global
AUDI,A3 Limousine,4,39658,24,False,True,0.4502,0.0286,0,,global
VOLVO,V90,1,398852,216,False,True,0.5042,0.0286,0,,global
VOLVO,V90,2,250548,216,False,True,0.5042,0.0286,0,,global
VOLVO,V90,3,212355,216,False,True,0.5042,0.0286,0,,global
VOLVO,V90,4,212355,216,False,True,0.5042,0.0286,0,,global
HYUNDAI,I40,1,63248,267,False,True,0.4502,0.0286,0,,global
HYUNDAI,I40,2,63485,267,False,True,0.4502,0.0286,0,,global
HYUNDAI,I40,3,54674,267,False,True,0.4502,0.0286,0,,global
HYUNDAI,I40,4,41327,267,False,True,0.4502,0.0286,0,,global
OPEL,CORSA,1,87483,1438,False,True,0.5042,0.0286,0,,global
OPEL,CORSA,2,49943,1438,False,True,0.4502,0.0286,0,,global
OPEL,CORSA,3,33909,1438,False,True,0.4502,0.0286,2,0.4706,global
OPEL,CORSA,4,23680,1438,False,True,0.4502,0.0286,0,,global
OPEL,ASTRA,1,98729,3215,False,True,0.5042,0.0286,0,,global
OPEL,ASTRA,2,60800,3215,False,True,0.4502,0.0286,0,,global
OPEL,ASTRA,3,42087,3215,False,True,0.4502,0.0286,0,,global
OPEL,ASTRA,4,28888,3215,False,True,0.4502,0.0286,0,,global
RENAULT,TWINGO,1,40504,94,False,True,0.4502,0.0286,0,,global
RENAULT,TWINGO,2,32373,94,False,True,0.4502,0.0286,0,,global
RENAULT,TWINGO,3,22508,94,False,True,0.4502,0.0286,0,,global
RENAULT,TWINGO,4,14612,94,False,True,0.4502,0.0286,0,,global
CITROËN,GRAND C4 PICASSO,1,104214,1252,True,True,0.5042,0.0286,0,,brand_pooled
CITROËN,GRAND C4 PICASSO,2,60262,1252,True,True,0.4502,0.0286,0,,brand_pooled
CITROËN,GRAND C4 PICASSO,3,56446,1252,True,True,0.6518,0.0286,5,0.3814,own_cell
CITROËN,GRAND C4 PICASSO,4,29157,1252,True,True,0.5008,0.0286,5,0.3969,own_cell
TOYOTA,COROLLA,1,138980,985,False,True,0.5042,0.0286,0,,global
TOYOTA,COROLLA,2,111782,985,False,True,0.5042,0.0286,0,,global
TOYOTA,COROLLA,3,56881,985,False,True,0.4502,0.0286,0,,global
TOYOTA,COROLLA,4,28555,985,False,True,0.4502,0.0286,0,,global
TOYOTA,AVENSIS,1,101673,545,False,True,0.5042,0.0286,0,,global
TOYOTA,AVENSIS,2,99588,545,False,True,0.5042,0.0286,0,,global
TOYOTA,AVENSIS,3,75988,545,False,True,0.5042,0.0286,0,,global
TOYOTA,AVENSIS,4,47485,545,False,True,0.4502,0.0286,0,,global
TOYOTA,YARIS 5-DØRS,1,94308,378,False,True,0.5042,0.0286,0,,global
TOYOTA,YARIS 5-DØRS,2,65702,378,False,True,0.4502,0.0286,0,,global
TOYOTA,YARIS 5-DØRS,3,43265,378,False,True,0.4502,0.0286,0,,global
TOYOTA,YARIS 5-DØRS,4,29665,378,False,True,0.4502,0.0286,0,,global
DACIA,Logan MCV,1,26544,20,False,True,0.4502,0.0286,0,,global
DACIA,Logan MCV,2,26544,20,False,True,0.4502,0.0286,0,,global
DACIA,Logan MCV,3,25503,20,False,True,0.4502,0.0286,0,,global
DACIA,Logan MCV,4,20228,20,False,True,0.4502,0.0286,0,,global
PEUGEOT,5008,1,178147,321,False,True,0.5042,0.0286,0,,global
PEUGEOT,5008,2,134856,321,False,True,0.5042,0.0286,0,,global
PEUGEOT,5008,3,64917,321,False,True,0.4502,0.0286,0,,global
PEUGEOT,5008,4,29876,321,False,True,0.4502,0.0286,0,,global
AUDI,Q3,1,211215,486,True,True,0.2775,0.0286,5,0.274,own_cell
AUDI,Q3,2,187393,486,True,True,0.5278,0.0286,5,0.227,own_cell
AUDI,Q3,3,129333,486,True,True,0.589,0.0286,5,0.1494,own_cell
AUDI,Q3,4,125772,486,True,True,0.7362,0.0286,5,0.2246,own_cell
TOYOTA,AVENSIS STW,1,113056,178,False,True,0.5042,0.0286,0,,global
TOYOTA,AVENSIS STW,2,107744,178,False,True,0.5042,0.0286,0,,global
TOYOTA,AVENSIS STW,3,80157,178,False,True,0.5042,0.0286,0,,global
TOYOTA,AVENSIS STW,4,49517,178,False,True,0.4502,0.0286,0,,global
NISSAN,JUKE,1,137176,302,False,True,0.5042,0.0286,0,,global
NISSAN,JUKE,2,86757,302,False,True,0.5042,0.0286,0,,global
NISSAN,JUKE,3,54270,302,False,True,0.4502,0.0286,0,,global
NISSAN,JUKE,4,43882,302,False,True,0.4502,0.0286,0,,global
MERCEDES-BENZ,CLA,1,293936,357,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,CLA,2,181349,357,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,CLA,3,134052,357,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,CLA,4,123440,357,False,True,0.5042,0.0286,0,,global
CITROËN,C4 PICASSO,1,123359,77,False,True,0.5042,0.0286,0,,global
CITROËN,C4 PICASSO,2,77236,77,False,True,0.5042,0.0286,0,,global
CITROËN,C4 PICASSO,3,40403,77,False,True,0.4502,0.0286,0,,global
CITROËN,C4 PICASSO,4,24318,77,False,True,0.4502,0.0286,0,,global
VOLVO,XC90,1,444939,433,False,True,0.5042,0.0286,0,,global
VOLVO,XC90,2,325519,433,False,True,0.5042,0.0286,0,,global
VOLVO,XC90,3,166638,433,False,True,0.5042,0.0286,0,,global
VOLVO,XC90,4,79741,433,False,True,0.5042,0.0286,0,,global
AUDI,A3 CABRIOLET,1,98337,26,False,True,0.5042,0.0286,0,,global
AUDI,A3 CABRIOLET,2,98337,26,False,True,0.5042,0.0286,0,,global
AUDI,A3 CABRIOLET,3,80039,26,False,True,0.5042,0.0286,0,,global
AUDI,A3 CABRIOLET,4,42241,26,False,True,0.4502,0.0286,0,,global
KIA,CEED SW,1,98398,203,False,True,0.5042,0.0286,0,,global
KIA,CEED SW,2,53295,203,False,True,0.4502,0.0286,0,,global
KIA,CEED SW,3,32670,203,False,True,0.4502,0.0286,0,,global
KIA,CEED SW,4,26520,203,False,True,0.4502,0.0286,0,,global
CITROËN,C3,1,94090,394,False,True,0.5042,0.0286,0,,global
CITROËN,C3,2,58647,394,False,True,0.4502,0.0286,0,,global
CITROËN,C3,3,35791,394,False,True,0.4502,0.0286,0,,global
CITROËN,C3,4,22364,394,False,True,0.4502,0.0286,0,,global
PEUGEOT,308,1,103767,1144,False,True,0.5042,0.0286,0,,global
PEUGEOT,308,2,48424,1144,False,True,0.4502,0.0286,0,,global
PEUGEOT,308,3,33755,1144,False,True,0.4502,0.0286,0,,global
PEUGEOT,308,4,20583,1144,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,PASSAT,1,157780,2137,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,PASSAT,2,112765,2137,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,PASSAT,3,76731,2137,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,PASSAT,4,38180,2137,False,True,0.4502,0.0286,0,,global
TOYOTA,AURIS,1,84309,612,False,True,0.5042,0.0286,0,,global
TOYOTA,AURIS,2,80582,612,False,True,0.5042,0.0286,0,,global
TOYOTA,AURIS,3,51417,612,False,True,0.4502,0.0286,0,,global
TOYOTA,AURIS,4,34050,612,False,True,0.4502,0.0286,0,,global
DACIA,Duster,1,115090,172,False,True,0.5042,0.0286,0,,global
DACIA,Duster,2,90687,172,False,True,0.5042,0.0286,0,,global
DACIA,Duster,3,51208,172,False,True,0.4502,0.0286,0,,global
DACIA,Duster,4,35850,172,False,True,0.4502,0.0286,0,,global
HYUNDAI,I30CW,1,121093,3481,True,True,0.5042,0.0286,0,,brand_pooled
HYUNDAI,I30CW,2,88025,3481,True,True,0.5042,0.0286,0,,brand_pooled
HYUNDAI,I30CW,3,51739,3481,True,True,0.4502,0.0286,0,,brand_pooled
HYUNDAI,I30CW,4,34838,3481,True,True,0.4502,0.0286,0,,brand_pooled
BMW,5-Serie,1,356925,1369,False,True,0.5042,0.0286,0,,global
BMW,5-Serie,2,222321,1369,False,True,0.5042,0.0286,0,,global
BMW,5-Serie,3,135619,1369,False,True,0.5042,0.0286,0,,global
BMW,5-Serie,4,62485,1369,False,True,0.4502,0.0286,0,,global
SKODA,SUPERB,1,199978,228,False,True,0.5042,0.0286,0,,global
SKODA,SUPERB,2,150651,228,False,True,0.5042,0.0286,0,,global
SKODA,SUPERB,3,88691,228,False,True,0.5042,0.0286,0,,global
SKODA,SUPERB,4,39446,228,False,True,0.4502,0.0286,0,,global
SKODA,KAMIQ,1,149528,49,False,True,0.5042,0.0286,0,,global
SKODA,KAMIQ,2,152116,49,False,True,0.5042,0.0286,0,,global
SKODA,KAMIQ,3,152116,49,False,True,0.5042,0.0286,0,,global
SKODA,KAMIQ,4,152116,49,False,True,0.5042,0.0286,0,,global
VOLVO,XC60,1,326274,867,False,True,0.5042,0.0286,2,0.3913,global
VOLVO,XC60,2,216684,867,False,True,0.5042,0.0286,0,,global
VOLVO,XC60,3,132510,867,False,True,0.5042,0.0286,0,,global
VOLVO,XC60,4,79043,867,False,True,0.5042,0.0286,0,,global
VOLVO,V40,1,81625,547,False,True,0.5042,0.0286,0,,global
VOLVO,V40,2,78939,547,False,True,0.5042,0.0286,0,,global
VOLVO,V40,3,56883,547,False,True,0.4502,0.0286,0,,global
VOLVO,V40,4,33628,547,False,True,0.4502,0.0286,0,,global
AUDI,A5 SPORTBACK,1,287941,486,True,True,0.3757,0.0286,5,0.1049,own_cell
AUDI,A5 SPORTBACK,2,232524,486,True,True,0.6453,0.0286,5,0.0851,own_cell
AUDI,A5 SPORTBACK,3,125345,486,True,True,0.5575,0.0286,5,0.1573,own_cell
AUDI,A5 SPORTBACK,4,98736,486,True,True,0.5606,0.0286,5,0.3914,own_cell
MINI,COOPER,1,165365,373,False,True,0.5042,0.0286,0,,global
MINI,COOPER,2,103315,373,False,True,0.5042,0.0286,0,,global
MINI,COOPER,3,76697,373,False,True,0.5042,0.0286,0,,global
MINI,COOPER,4,43726,373,False,True,0.4502,0.0286,0,,global
CITROËN,DS3,1,103176,1252,True,True,0.5042,0.0286,0,,brand_pooled
CITROËN,DS3,2,59335,1252,True,True,0.4502,0.0286,0,,brand_pooled
CITROËN,DS3,3,28284,1252,True,True,0.3346,0.0286,5,0.3738,own_cell
CITROËN,DS3,4,33597,1252,True,True,0.5982,0.0286,5,0.168,own_cell
MERCEDES-BENZ,GLE,1,661324,243,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLE,2,423860,243,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLE,3,353245,243,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLE,4,353245,243,False,True,0.5042,0.0286,0,,global
PEUGEOT,208,1,90815,524,False,True,0.5042,0.0286,0,,global
PEUGEOT,208,2,39953,524,False,True,0.4502,0.0286,2,0.3821,global
PEUGEOT,208,3,29458,524,False,True,0.4502,0.0286,0,,global
PEUGEOT,208,4,25683,524,False,True,0.4502,0.0286,0,,global
KIA,PICANTO,1,65810,121,False,True,0.4502,0.0286,0,,global
KIA,PICANTO,2,42719,121,False,True,0.4502,0.0286,0,,global
KIA,PICANTO,3,27922,121,False,True,0.4502,0.0286,0,,global
KIA,PICANTO,4,18407,121,False,True,0.4502,0.0286,0,,global
HYUNDAI,I30,1,106839,1086,False,True,0.5042,0.0286,0,,global
HYUNDAI,I30,2,64922,1086,False,True,0.4502,0.0286,0,,global
HYUNDAI,I30,3,39227,1086,False,True,0.4502,0.0286,0,,global
HYUNDAI,I30,4,25520,1086,False,True,0.4502,0.0286,0,,global
FORD,C-MAX,1,51229,367,False,True,0.4502,0.0286,0,,global
FORD,C-MAX,2,50717,367,False,True,0.4502,0.0286,0,,global
FORD,C-MAX,3,42607,367,False,True,0.4502,0.0286,0,,global
FORD,C-MAX,4,33080,367,False,True,0.4502,0.0286,0,,global
FIAT,PANDA,1,75711,26,False,True,0.5042,0.0286,0,,global
FIAT,PANDA,2,42275,26,False,True,0.4502,0.0286,0,,global
FIAT,PANDA,3,29191,26,False,True,0.4502,0.0286,0,,global
FIAT,PANDA,4,19391,26,False,True,0.4502,0.0286,0,,global
CITROËN,C3 PICASSO,1,87376,101,False,True,0.5042,0.0286,0,,global
CITROËN,C3 PICASSO,2,49516,101,False,True,0.4502,0.0286,0,,global
CITROËN,C3 PICASSO,3,34861,101,False,True,0.4502,0.0286,0,,global
CITROËN,C3 PICASSO,4,27167,101,False,True,0.4502,0.0286,0,,global
AUDI,A4 AVANT,1,220953,72,False,True,0.5042,0.0286,0,,global
AUDI,A4 AVANT,2,153445,72,False,True,0.5042,0.0286,0,,global
AUDI,A4 AVANT,3,94752,72,False,True,0.5042,0.0286,0,,global
AUDI,A4 AVANT,4,50857,72,False,True,0.4502,0.0286,0,,global
