dmr_make,dmr_model,age_band,n_vehicles,diesel_pct,hybrid_pct,is_diesel_dominant,is_hybrid
VOLKSWAGEN,GOLF,2,23016,0.1681,0.005,False,False
VOLKSWAGEN,GOLF,3,11699,0.2787,0.0288,False,False
VOLKSWAGEN,GOLF,4,12143,0.5107,0.0,True,False
VOLKSWAGEN,GOLF VARIANT,1,1364,0.1004,0.0,False,False
VOLKSWAGEN,GOLF VARIANT,2,35,0.8286,0.0,True,False
VOLKSWAGEN,GOLF VARIANT,3,2355,0.4879,0.0,False,False
VOLKSWAGEN,GOLF VARIANT,4,2288,0.6119,0.0,True,False
VOLKSWAGEN,Golf Sportsvan,1,876,0.04,0.0,False,False
VOLKSWAGEN,Golf Sportsvan,2,3252,0.1012,0.0,False,False
VOLKSWAGEN,Golf Sportsvan,3,2550,0.3012,0.0,False,False
VOLKSWAGEN,PASSAT,1,1777,0.2133,0.2026,False,False
VOLKSWAGEN,PASSAT,2,21042,0.3916,0.0067,False,False
VOLKSWAGEN,PASSAT,3,10449,0.6825,0.0191,True,False
VOLKSWAGEN,PASSAT,4,3727,0.7913,0.0,True,False
VOLKSWAGEN,PASSAT VARIANT,1,8895,0.2673,0.2965,False,False
VOLKSWAGEN,PASSAT VARIANT,2,615,0.522,0.078,True,False
VOLKSWAGEN,PASSAT VARIANT,3,1625,0.9157,0.0031,True,False
VOLKSWAGEN,PASSAT VARIANT,4,7074,0.8526,0.0,True,False
VOLKSWAGEN,POLO,1,14389,0.0092,0.0,False,False
VOLKSWAGEN,POLO,2,24141,0.0575,0.0,False,False
VOLKSWAGEN,POLO,3,15583,0.1729,0.0,False,False
VOLKSWAGEN,POLO,4,14517,0.5323,0.0,True,False
VOLKSWAGEN,T-Cross,1,10302,0.009,0.0,False,False
VOLKSWAGEN,T-Cross,2,3254,0.0817,0.0,False,False
VOLKSWAGEN,T-Roc,1,12110,0.0575,0.0,False,False
VOLKSWAGEN,T-Roc,2,8166,0.1585,0.0,False,False
VOLKSWAGEN,TIGUAN,1,5012,0.3793,0.0233,False,False
VOLKSWAGEN,TIGUAN,2,13078,0.6904,0.0,True,False
VOLKSWAGEN,TIGUAN,3,1383,0.8286,0.0,True,False
VOLKSWAGEN,TIGUAN,4,973,0.7924,0.0,True,False
VOLKSWAGEN,TOURAN,1,7524,0.2911,0.0,False,False
VOLKSWAGEN,TOURAN,2,17456,0.5186,0.0,True,False
VOLKSWAGEN,TOURAN,3,6679,0.658,0.0,True,False
VOLKSWAGEN,TOURAN,4,5771,0.7831,0.0,True,False
VOLKSWAGEN,UP!,1,4210,0.0,0.0,False,False
VOLKSWAGEN,UP!,2,17999,0.0,0.0,False,False
VOLKSWAGEN,UP!,3,25991,0.0,0.0,False,False
VOLKSWAGEN,UP!,4,24135,0.0,0.0,False,False
VOLVO,V40,1,50,0.54,0.0,True,False
VOLVO,V40,2,1745,0.6321,0.0,True,False
VOLVO,V40,3,1681,0.8192,0.0,True,False
VOLVO,V40,4,811,0.815,0.0,True,False
VOLVO,V50,4,1976,0.8998,0.0,True,False
VOLVO,V60,1,8400,0.4818,0.0002,False,False
VOLVO,V60,2,6899,0.8853,0.0,True,False
VOLVO,V60,3,1879,0.8999,0.0048,True,False
VOLVO,V60,4,1787,0.9088,0.0022,True,False
VOLVO,V70,2,3,1.0,0.0,True,False
VOLVO,V70,3,985,0.8934,0.0,True,False
VOLVO,V70,4,1698,0.8392,0.0,True,False
VOLVO,V90,1,1790,0.3626,0.0324,False,False
VOLVO,V90,2,3049,0.8062,0.0,True,False
VOLVO,V90,3,458,0.8843,0.0,True,False
VOLVO,XC40,1,9581,0.0828,0.0078,False,False
VOLVO,XC40,2,3297,0.6027,0.0,True,False
VOLVO,XC60,1,5949,0.4317,0.0094,False,False
VOLVO,XC60,2,7409,0.7492,0.0004,True,False
VOLVO,XC60,3,3190,0.9655,0.0,True,False
VOLVO,XC60,4,1920,0.9661,0.0,True,False
VOLVO,XC90,1,1252,0.2788,0.0607,False,False
VOLVO,XC90,2,2431,0.7635,0.0004,True,False
VOLVO,XC90,3,3141,0.8762,0.0,True,False
VOLVO,XC90,4,430,0.9605,0.0,True,False
