dmr_make,dmr_model,age_band,n_tests_all,raw_rate_all,standardized_rate_all,unstable_all,n_tests_mechanical,raw_rate_mechanical,standardized_rate_mechanical,unstable_mechanical,n_tests_consumable,raw_rate_consumable,standardized_rate_consumable,unstable_consumable
MAZDA,CX-5,4,302,0.4371,0.4335,False,302,0.6225,0.622,False,302,0.7152,0.703,False
MAZDA,MAZDA2,1,625,0.8768,,True,625,0.9264,,True,625,0.9712,,True
MAZDA,MAZDA2,2,1120,0.7205,0.6754,False,1120,0.8777,0.8676,False,1120,0.942,0.9269,False
MAZDA,MAZDA2,3,1899,0.5366,0.4417,False,1899,0.7425,0.6797,False,1899,0.772,0.6552,False
MAZDA,MAZDA2,4,2075,0.3422,0.2739,False,2075,0.5301,0.4546,False,2075,0.6386,0.5401,False
MAZDA,MAZDA3,1,1523,0.7682,0.747,False,1523,0.8437,0.8333,False,1523,0.9567,0.95,False
MAZDA,MAZDA3,2,2010,0.6333,0.6234,False,2010,0.7736,0.7683,False,2010,0.9214,0.9114,False
MAZDA,MAZDA3,3,2880,0.5535,0.5232,False,2880,0.7354,0.7144,False,2880,0.8299,0.8032,False
MAZDA,MAZDA3,4,3328,0.3416,0.3098,False,3328,0.5892,0.5576,False,3328,0.5907,0.545,False
MAZDA,MAZDA6,1,1078,0.7699,0.7831,False,1078,0.8275,0.8339,False,1078,0.9499,0.9554,False
MAZDA,MAZDA6,2,2276,0.6454,0.6722,False,2276,0.7922,0.8041,False,2276,0.8924,0.9047,False
MAZDA,MAZDA6,3,3352,0.5015,0.5278,False,3352,0.6796,0.6942,False,3352,0.7658,0.7808,False
MAZDA,MAZDA6,4,4254,0.2957,0.3115,False,4254,0.476,0.4876,False,4254,0.5115,0.5306,False
MAZDA,Mazda CX-30,1,2458,0.8251,0.8213,False,2458,0.8474,0.8508,False,2458,0.974,0.9671,False
MERCEDES-BENZ,A-Klasse,1,2726,0.865,0.8518,False,2726,0.9233,0.9153,False,2726,0.9615,0.9571,False
MERCEDES-BENZ,A-Klasse,2,2268,0.7152,0.6911,False,2268,0.8131,0.8016,False,2268,0.9167,0.9114,False
MERCEDES-BENZ,A-Klasse,3,6182,0.6131,0.583,False,6182,0.757,0.7437,False,6182,0.868,0.8548,False
MERCEDES-BENZ,A-Klasse,4,2238,0.3275,0.2707,False,2238,0.4879,0.4238,False,2238,0.6899,0.6302,False
MERCEDES-BENZ,B-Klasse,1,856,0.8189,0.7849,False,856,0.9147,0.8985,False,856,0.9007,0.8836,False
MERCEDES-BENZ,B-Klasse,2,1185,0.5949,0.5715,False,1185,0.8169,0.8124,False,1185,0.7477,0.7303,False
MERCEDES-BENZ,B-Klasse,3,4025,0.52,0.4844,False,4025,0.7235,0.6986,False,4025,0.7344,0.7087,False
MERCEDES-BENZ,B-Klasse,4,4180,0.3012,0.2731,False,4180,0.4531,0.4222,False,4180,0.6443,0.6127,False
MERCEDES-BENZ,C,1,3637,0.8117,0.8214,False,3637,0.9346,0.9373,False,3637,0.9475,0.9502,False
MERCEDES-BENZ,C,2,5861,0.6466,0.6562,False,5861,0.8432,0.8472,False,5861,0.9246,0.9264,False
MERCEDES-BENZ,C,3,6797,0.5095,0.5207,False,6797,0.6881,0.6968,False,6797,0.8358,0.8428,False
MERCEDES-BENZ,C,4,7755,0.3252,0.3384,False,7755,0.5186,0.5303,False,7755,0.6721,0.6829,False
MERCEDES-BENZ,C-Klasse,1,3637,0.8117,0.8214,False,3637,0.9346,0.9373,False,3637,0.9475,0.9502,False
MERCEDES-BENZ,C-Klasse,2,5861,0.6466,0.6562,False,5861,0.8432,0.8472,False,5861,0.9246,0.9264,False
MERCEDES-BENZ,C-Klasse,3,6797,0.5095,0.5207,False,6797,0.6881,0.6968,False,6797,0.8358,0.8428,False
MERCEDES-BENZ,C-Klasse,4,7755,0.3252,0.3384,False,7755,0.5186,0.5303,False,7755,0.6721,0.6829,False
MERCEDES-BENZ,CLA,1,1365,0.8161,0.8099,False,1365,0.8864,0.8823,False,1365,0.9421,0.9391,False
MERCEDES-BENZ,CLA,2,2377,0.682,0.6756,False,2377,0.8153,0.8162,False,2377,0.8839,0.8767,False
MERCEDES-BENZ,CLA,3,2171,0.5877,0.5756,False,2171,0.754,0.746,False,2171,0.8356,0.829,False
MERCEDES-BENZ,E,1,4198,0.7749,0.8365,False,4198,0.9047,0.9433,False,4198,0.9595,0.9734,False
MERCEDES-BENZ,E,2,3761,0.6139,0.6881,False,3761,0.7783,0.8433,False,3761,0.8992,0.9404,False
MERCEDES-BENZ,E,3,8181,0.4738,0.5341,False,8181,0.6096,0.6643,False,8181,0.8186,0.8607,False
MERCEDES-BENZ,E,4,11198,0.3996,0.4366,False,11198,0.5545,0.5907,False,11198,0.731,0.7636,False
MERCEDES-BENZ,E-Klasse,1,4198,0.7749,0.8365,False,4198,0.9047,0.9433,False,4198,0.9595,0.9734,False
MERCEDES-BENZ,E-Klasse,2,3761,0.6139,0.6881,False,3761,0.7783,0.8433,False,3761,0.8992,0.9404,False
MERCEDES-BENZ,E-Klasse,3,8181,0.4738,0.5341,False,8181,0.6096,0.6643,False,8181,0.8186,0.8607,False
MERCEDES-BENZ,E-Klasse,4,11198,0.3996,0.4366,False,11198,0.5545,0.5907,False,11198,0.731,0.7636,False
MERCEDES-BENZ,GLA,1,938,0.8465,0.8205,False,938,0.9211,0.9028,False,938,0.9467,0.9372,False
MERCEDES-BENZ,GLA,2,1805,0.744,0.721,False,1805,0.8366,0.8287,False,1805,0.9391,0.9309,False
MERCEDES-BENZ,GLA,3,1359,0.7049,0.6719,False,1359,0.8256,0.8218,False,1359,0.9065,0.8921,False
MERCEDES-BENZ,GLC,1,6276,0.8262,0.8402,False,6276,0.9468,0.9496,False,6276,0.9606,0.964,False
MERCEDES-BENZ,GLC,2,5064,0.6917,0.7012,False,5064,0.8821,0.8859,False,5064,0.9512,0.9529,False
MERCEDES-BENZ,GLC,3,311,0.6367,0.6306,False,311,0.8585,0.8604,False,311,0.9518,0.9454,False
MERCEDES-BENZ,GLE,1,2193,0.8618,0.8608,False,2193,0.964,0.9625,False,2193,0.9343,0.936,False
MERCEDES-BENZ,GLE,2,719,0.6982,0.7203,False,719,0.8442,0.8516,False,719,0.8679,0.8794,False
MERCEDES-BENZ,GLE,3,72,0.625,,True,72,0.8056,,True,72,0.8056,,True
MINI,COOPER,1,538,0.8717,0.8547,False,538,0.9387,0.9271,False,538,0.9331,0.9192,False
MINI,COOPER,2,1205,0.6871,0.6518,False,1205,0.8423,0.8144,False,1205,0.8672,0.8412,False
MINI,COOPER,3,3308,0.5193,0.4899,False,3308,0.7249,0.7043,False,3308,0.7464,0.7191,False
MINI,COOPER,4,2672,0.3091,0.2868,False,2672,0.4858,0.458,False,2672,0.5853,0.5567,False
MITSUBISHI,ASX,1,452,0.8407,0.8374,False,452,0.8916,0.8901,False,452,0.9491,0.9481,False
MITSUBISHI,ASX,2,1912,0.762,0.7512,False,1912,0.8311,0.8235,False,1912,0.9252,0.9204,False
MITSUBISHI,ASX,3,9126,0.5672,0.575,False,9126,0.6666,0.6725,False,9126,0.8004,0.8042,False
MITSUBISHI,ASX,4,5149,0.4292,0.4245,False,5149,0.5331,0.5278,False,5149,0.7194,0.7132,False
MITSUBISHI,COLT,3,1264,0.5134,0.3992,False,1264,0.6725,0.5954,False,1264,0.6669,0.5558,False
MITSUBISHI,COLT,4,3136,0.3801,0.2626,False,3136,0.5293,0.4182,False,3136,0.582,0.4749,False
MITSUBISHI,OUTLANDER,1,27166,0.775,0.7797,False,27166,0.8454,0.8493,False,27166,0.9178,0.9191,False
MITSUBISHI,OUTLANDER,2,22180,0.6186,0.6458,False,22180,0.7302,0.7483,False,22180,0.8397,0.8536,False
MITSUBISHI,OUTLANDER,3,16791,0.4405,0.4881,False,16791,0.5876,0.6258,False,16791,0.687,0.7243,False
MITSUBISHI,OUTLANDER,4,10148,0.2621,0.3063,False,10148,0.3887,0.4244,False,10148,0.5033,0.5534,False
MITSUBISHI,SPACE STAR,1,320,0.8594,,True,320,0.8875,,True,320,0.95,,True
MITSUBISHI,SPACE STAR,2,910,0.7714,0.6882,False,910,0.8429,0.7976,False,910,0.9022,0.8235,False
MITSUBISHI,SPACE STAR,3,2090,0.6837,0.5771,False,2090,0.799,0.7336,False,2090,0.8431,0.7579,False
NISSAN,JUKE,1,107,0.8224,,True,107,0.8692,,True,107,0.9439,,True
NISSAN,JUKE,2,531,0.6215,0.5601,False,531,0.7232,0.6887,False,531,0.9096,0.8861,False
NISSAN,JUKE,3,1806,0.3765,0.3285,False,1806,0.5399,0.4834,False,1806,0.7148,0.6704,False
NISSAN,JUKE,4,753,0.3413,0.3011,False,753,0.4529,0.4132,False,753,0.6746,0.6284,False
NISSAN,MICRA,1,296,0.8446,,True,296,0.9426,,True,296,0.9527,,True
NISSAN,MICRA,2,274,0.6715,0.5727,False,274,0.8832,0.8449,False,274,0.8686,0.8084,False
NISSAN,MICRA,3,871,0.5178,0.4301,False,871,0.6602,0.5641,False,871,0.7589,0.6415,False
NISSAN,MICRA,4,662,0.3278,0.2274,False,662,0.5785,0.4606,False,662,0.5347,0.4216,False
NISSAN,NOTE,1,25,0.84,,True,25,0.88,,True,25,0.92,,True
NISSAN,NOTE,2,358,0.7737,0.7002,False,358,0.8687,0.821,False,358,0.9134,0.8746,False
NISSAN,NOTE,3,946,0.5761,0.4751,False,946,0.7674,0.6947,False,946,0.759,0.6817,False
NISSAN,NOTE,4,1197,0.325,0.2759,False,1197,0.6491,0.5989,False,1197,0.5455,0.4952,False
NISSAN,QASHQAI,1,4798,0.8093,0.8029,False,4798,0.8622,0.859,False,4798,0.946,0.9429,False
NISSAN,QASHQAI,2,7503,0.6768,0.6581,False,7503,0.787,0.7793,False,7503,0.906,0.8937,False
NISSAN,QASHQAI,3,10874,0.4414,0.4234,False,10874,0.6123,0.5953,False,10874,0.7341,0.7181,False
NISSAN,QASHQAI,4,9029,0.2554,0.2539,False,9029,0.4043,0.4007,False,9029,0.519,0.5146,False
NISSAN,Qashqai J11A,1,4798,0.8093,0.8029,False,4798,0.8622,0.859,False,4798,0.946,0.9429,False
NISSAN,Qashqai J11A,2,7503,0.6768,0.6581,False,7503,0.787,0.7793,False,7503,0.906,0.8937,False
NISSAN,Qashqai J11A,3,10874,0.4414,0.4234,False,10874,0.6123,0.5953,False,10874,0.7341,0.7181,False
NISSAN,Qashqai J11A,4,9029,0.2554,0.2539,False,9029,0.4043,0.4007,False,9029,0.519,0.5146,False
NISSAN,X-TRAIL,1,677,0.7903,0.7925,False,677,0.8538,0.8486,False,677,0.9247,0.9309,False
NISSAN,X-TRAIL,2,2651,0.5549,0.5917,False,2651,0.7654,0.7842,False,2651,0.8382,0.8608,False
NISSAN,X-TRAIL,3,2381,0.4204,0.4592,False,2381,0.6262,0.6631,False,2381,0.7157,0.7504,False
NISSAN,X-TRAIL,4,3637,0.2741,0.3326,False,3637,0.4061,0.4695,False,3637,0.5615,0.6164,False
OPEL,ASTRA,1,1077,0.8357,0.8384,False,1077,0.8644,0.8667,False,1077,0.9675,0.9683,False
OPEL,ASTRA,2,1977,0.7299,0.7277,False,1977,0.8118,0.8132,False,1977,0.917,0.9146,False
OPEL,ASTRA,3,3710,0.5253,0.5184,False,3710,0.6531,0.6453,False,3710,0.8024,0.7968,False
OPEL,ASTRA,4,5454,0.3526,0.3231,False,5454,0.493,0.4668,False,5454,0.6711,0.6412,False
OPEL,ASTRA SPORTS TOURER,1,128,0.8359,,True,128,0.8594,,True,128,0.9844,,True
OPEL,ASTRA SPORTS TOURER,2,374,0.7326,0.7367,False,374,0.8396,0.8412,False,374,0.9251,0.9265,False
OPEL,ASTRA SPORTS TOURER,3,2062,0.5126,0.5258,False,2062,0.6406,0.6536,False,2062,0.7866,0.7961,False
OPEL,ASTRA SPORTS TOURER,4,979,0.3861,0.3779,False,979,0.5312,0.5297,False,979,0.712,0.7072,False
OPEL,CORSA,1,389,0.8021,,True,389,0.9075,,True,389,0.9512,,True
OPEL,CORSA,2,1681,0.608,0.501,False,1681,0.7888,0.709,False,1681,0.9191,0.8666,False
OPEL,CORSA,3,2051,0.4544,0.3596,False,2051,0.647,0.5371,False,2051,0.7801,0.6823,False
OPEL,CORSA,4,3017,0.3215,0.2336,False,3017,0.5154,0.4048,False,3017,0.597,0.4956,False
OPEL,Crossland X,1,1377,0.7531,0.6882,False,1377,0.793,0.7363,False,1377,0.963,0.9544,False
OPEL,Crossland X,2,177,0.5989,0.5172,False,177,0.6328,0.5536,False,177,0.8983,0.8372,False
OPEL,Grandland X,1,2268,0.8369,0.8179,False,2268,0.8911,0.8799,False,2268,0.9696,0.9645,False
OPEL,Grandland X,2,125,0.76,,True,125,0.864,,True,125,0.936,,True
OPEL,INSIGNIA,1,1365,0.8681,0.8721,False,1365,0.9136,0.9166,False,1365,0.9634,0.9644,False
OPEL,INSIGNIA,2,1507,0.7147,0.7245,False,1507,0.8394,0.8417,False,1507,0.8965,0.9033,False
OPEL,INSIGNIA,3,3483,0.5274,0.5561,False,3483,0.7508,0.7663,False,3483,0.7462,0.7708,False
OPEL,INSIGNIA,4,4475,0.3942,0.4159,False,4475,0.5996,0.6138,False,4475,0.6498,0.6683,False
OPEL,MERIVA,2,68,0.5735,,True,68,0.7353,,True,68,0.8971,,True
OPEL,MERIVA,3,854,0.4508,0.396,False,854,0.63,0.5898,False,854,0.7963,0.7407,False
OPEL,MERIVA,4,1312,0.3422,0.2943,False,1312,0.4596,0.4054,False,1312,0.641,0.59,False
OPEL,Mokka,1,1060,0.8406,0.8247,False,1060,0.9057,0.8965,False,1060,0.9651,0.9614,False
OPEL,Mokka,2,3055,0.691,0.6402,False,3055,0.8101,0.7729,False,3055,0.9067,0.8811,False
OPEL,Mokka,3,4582,0.534,0.4721,False,4582,0.7239,0.6805,False,4582,0.8154,0.7765,False
OPEL,Mokka,4,35,0.5143,,True,35,0.6571,,True,35,0.8571,,True
OPEL,ZAFIRA,1,47,0.766,,True,47,0.8085,,True,47,0.9574,,True
OPEL,ZAFIRA,2,235,0.6128,0.6236,False,235,0.7149,0.7231,False,235,0.9149,0.9191,False
OPEL,ZAFIRA,3,1038,0.4441,0.4792,False,1038,0.6281,0.652,False,1038,0.7168,0.7532,False
OPEL,ZAFIRA,4,1175,0.2528,0.2693,False,1175,0.4094,0.4359,False,1175,0.5226,0.5386,False
PEUGEOT,107,2,7,0.4286,,True,7,0.7143,,True,7,0.7143,,True
PEUGEOT,107,3,862,0.4153,0.3235,False,862,0.5023,0.4108,False,862,0.703,0.6201,False
PEUGEOT,107,4,1880,0.3096,0.1728,False,1880,0.3968,0.2277,False,1880,0.6271,0.5035,False
PEUGEOT,108,1,129,0.6357,,True,129,0.7364,,True,129,0.907,,True
PEUGEOT,108,2,601,0.6023,0.4454,False,601,0.6972,0.5636,False,601,0.8719,0.7846,False
PEUGEOT,108,3,301,0.4784,0.3555,False,301,0.5748,0.4538,False,301,0.8339,0.8056,False
PEUGEOT,2008,1,2747,0.7284,0.6891,False,2747,0.7969,0.7735,False,2747,0.9239,0.902,False
PEUGEOT,2008,2,3179,0.559,0.5219,False,3179,0.6826,0.6603,False,3179,0.8594,0.8337,False
PEUGEOT,2008,3,2682,0.4172,0.3722,False,2682,0.5805,0.5527,False,2682,0.7782,0.7387,False
PEUGEOT,206 +,4,143,0.2797,0.1801,False,143,0.4755,0.3837,False,143,0.5874,0.4413,False
PEUGEOT,207,3,610,0.3705,0.3165,False,610,0.5459,0.4874,False,610,0.5787,0.5354,False
PEUGEOT,207,4,5486,0.2845,0.2523,False,5486,0.4229,0.3823,False,5486,0.5341,0.4787,False
PEUGEOT,208,1,1123,0.7605,0.6782,False,1123,0.8335,0.7968,False,1123,0.9243,0.8863,False
PEUGEOT,208,2,2180,0.5881,0.5027,False,2180,0.7216,0.6568,False,2180,0.8431,0.7959,False
PEUGEOT,208,3,5152,0.4858,0.3892,False,5152,0.6069,0.5279,False,5152,0.7871,0.7079,False
PEUGEOT,208,4,267,0.4494,0.3629,False,267,0.5955,0.5118,False,267,0.7416,0.6797,False
PEUGEOT,3008,1,7489,0.7499,0.7462,False,7489,0.8581,0.856,False,7489,0.9128,0.9109,False
PEUGEOT,3008,2,3468,0.5926,0.584,False,3468,0.7687,0.7652,False,3468,0.8665,0.8588,False
PEUGEOT,3008,3,3530,0.4065,0.4048,False,3530,0.6924,0.6866,False,3530,0.632,0.6296,False
PEUGEOT,3008,4,4758,0.2816,0.2777,False,4758,0.5282,0.5179,False,4758,0.4773,0.4674,False
PEUGEOT,308,1,1141,0.6398,0.646,False,1141,0.7713,0.7747,False,1141,0.8536,0.8572,False
PEUGEOT,308,2,4530,0.5245,0.5232,False,4530,0.7042,0.7008,False,4530,0.8015,0.8,False
PEUGEOT,308,3,4837,0.4691,0.4418,False,4837,0.6372,0.6095,False,4837,0.768,0.7495,False
PEUGEOT,308,4,4655,0.304,0.2762,False,4655,0.4498,0.4151,False,4655,0.6178,0.5812,False
PEUGEOT,5008,1,4893,0.6703,0.6804,False,4893,0.7932,0.7967,False,4893,0.8931,0.8961,False
PEUGEOT,5008,2,1312,0.5076,0.5223,False,1312,0.7127,0.7191,False,1312,0.7637,0.7704,False
PEUGEOT,5008,3,1911,0.325,0.3694,False,1911,0.573,0.6125,False,1911,0.5406,0.5777,False
PEUGEOT,5008,4,1845,0.2455,0.2682,False,1845,0.4439,0.4649,False,1845,0.452,0.4794,False
PEUGEOT,508,1,1065,0.7202,0.7223,False,1065,0.8488,0.8498,False,1065,0.9249,0.9248,False
PEUGEOT,508,2,919,0.5386,0.576,False,919,0.7476,0.78,False,919,0.7813,0.8002,False
PEUGEOT,508,3,4721,0.4105,0.4423,False,4721,0.6645,0.6954,False,4721,0.6236,0.6632,False
PEUGEOT,508,4,1566,0.3883,0.4054,False,1566,0.606,0.6207,False,1566,0.5862,0.6059,False
RENAULT,CLIO,1,563,0.6146,,True,563,0.8011,,True,563,0.9094,,True
RENAULT,CLIO,2,641,0.4072,0.3799,False,641,0.6755,0.6417,False,641,0.8034,0.7548,False
RENAULT,CLIO,3,1622,0.3514,0.2944,False,1622,0.5228,0.4459,False,1622,0.6788,0.601,False
RENAULT,CLIO,4,517,0.2244,0.2376,False,517,0.4139,0.3855,False,517,0.4487,0.4315,False
RENAULT,Captur,1,1550,0.7929,0.7318,False,1550,0.8645,0.8262,False,1550,0.96,0.9432,False
RENAULT,Captur,2,1187,0.6142,0.5379,False,1187,0.8029,0.7455,False,1187,0.8821,0.8514,False
RENAULT,Captur,3,929,0.5081,0.4292,False,929,0.7384,0.6559,False,929,0.8385,0.8055,False
RENAULT,Kadjar,1,356,0.7444,0.7522,False,356,0.8118,0.8186,False,356,0.9326,0.934,False
RENAULT,Kadjar,2,688,0.6265,0.6241,False,688,0.7631,0.7589,False,688,0.8823,0.8803,False
RENAULT,Kadjar,3,102,0.5588,,True,102,0.8039,,True,102,0.8627,,True
RENAULT,MEGANE,1,294,0.6667,0.6563,False,294,0.8367,0.8227,False,294,0.8435,0.8351,False
RENAULT,MEGANE,2,326,0.5583,0.5413,False,326,0.7055,0.6908,False,326,0.7761,0.761,False
RENAULT,MEGANE,3,1261,0.2593,0.2603,False,1261,0.4338,0.4337,False,1261,0.5369,0.5347,False
RENAULT,MEGANE,4,1622,0.1961,0.1824,False,1622,0.3662,0.3494,False,1622,0.4624,0.4356,False
RENAULT,MEGANE SPORT TOURER,1,294,0.6667,0.6563,False,294,0.8367,0.8227,False,294,0.8435,0.8351,False
RENAULT,MEGANE SPORT TOURER,2,326,0.5583,0.5413,False,326,0.7055,0.6908,False,326,0.7761,0.761,False
RENAULT,MEGANE SPORT TOURER,3,1261,0.2593,0.2603,False,1261,0.4338,0.4337,False,1261,0.5369,0.5347,False
RENAULT,MEGANE SPORT TOURER,4,1622,0.1961,0.1824,False,1622,0.3662,0.3494,False,1622,0.4624,0.4356,False
RENAULT,Ny Clio,1,563,0.6146,,True,563,0.8011,,True,563,0.9094,,True
RENAULT,Ny Clio,2,641,0.4072,0.3799,False,641,0.6755,0.6417,False,641,0.8034,0.7548,False
RENAULT,Ny Clio,3,1622,0.3514,0.2944,False,1622,0.5228,0.4459,False,1622,0.6788,0.601,False
RENAULT,Ny Clio,4,517,0.2244,0.2376,False,517,0.4139,0.3855,False,517,0.4487,0.4315,False
SEAT,IBIZA,1,162,0.6543,,True,162,0.716,,True,162,0.9012,,True
SEAT,IBIZA,2,1,0.0,,True,1,0.0,,True,1,1.0,,True
SEAT,IBIZA,4,7,0.0,,True,7,0.2857,,True,7,0.4286,,True
SEAT,Ibiza GP2,1,162,0.6543,,True,162,0.716,,True,162,0.9012,,True
SEAT,Ibiza GP2,2,1,0.0,,True,1,0.0,,True,1,1.0,,True
SEAT,Ibiza GP2,4,7,0.0,,True,7,0.2857,,True,7,0.4286,,True
SEAT,LEON,1,71,0.7465,,True,71,0.8873,,True,71,0.8732,,True
SEAT,LEON,2,5,0.0,,True,5,0.4,,True,5,0.6,,True
SEAT,LEON,3,2,0.0,,True,2,0.0,,True,2,1.0,,True
SEAT,LEON,4,7,0.0,,True,7,0.1429,,True,7,0.4286,,True
SKODA,CITIGO,1,202,0.7871,,True,202,0.8267,,True,202,0.9752,,True
SKODA,CITIGO,2,474,0.6392,0.5609,False,474,0.7046,0.6209,False,474,0.8987,0.8667,False
SKODA,CITIGO,3,1480,0.552,0.45,False,1480,0.6534,0.5617,False,1480,0.8486,0.762,False
SKODA,CITIGO,4,64,0.4375,,True,64,0.625,,True,64,0.8281,,True
SKODA,FABIA,1,2246,0.7542,0.7406,False,2246,0.8366,0.83,False,2246,0.9372,0.929,False
SKODA,FABIA,2,3224,0.6272,0.5917,False,3224,0.7426,0.7214,False,3224,0.9057,0.8855,False
SKODA,FABIA,3,3929,0.4996,0.4474,False,3929,0.6259,0.5893,False,3929,0.7742,0.7228,False
SKODA,FABIA,4,4252,0.3349,0.2906,False,4252,0.46,0.4127,False,4252,0.5964,0.5394,False
SKODA,FABIA COMBI,1,2246,0.7542,0.7406,False,2246,0.8366,0.83,False,2246,0.9372,0.929,False
SKODA,FABIA COMBI,2,3224,0.6272,0.5917,False,3224,0.7426,0.7214,False,3224,0.9057,0.8855,False
SKODA,FABIA COMBI,3,3929,0.4996,0.4474,False,3929,0.6259,0.5893,False,3929,0.7742,0.7228,False
SKODA,FABIA COMBI,4,4252,0.3349,0.2906,False,4252,0.46,0.4127,False,4252,0.5964,0.5394,False
SKODA,KAMIQ,1,327,0.7156,,True,327,0.7523,,True,327,0.9602,,True
SKODA,KAROQ,1,2413,0.8201,0.8226,False,2413,0.8678,0.8692,False,2413,0.9681,0.9685,False
SKODA,KAROQ,2,173,0.7572,,True,173,0.8324,,True,173,0.9595,,True
SKODA,KODIAQ,1,7893,0.8263,0.8383,False,7893,0.8864,0.8867,False,7893,0.9705,0.976,False
SKODA,KODIAQ,2,2105,0.7962,0.8122,False,2105,0.8646,0.8682,False,2105,0.9525,0.9567,False
SKODA,OCTAVIA,1,14749,0.7874,0.8053,False,14749,0.8747,0.8813,False,14749,0.9564,0.9609,False
SKODA,OCTAVIA,2,13702,0.6792,0.6923,False,13702,0.7975,0.7991,False,13702,0.9064,0.918,False
SKODA,OCTAVIA,3,19319,0.4995,0.5284,False,19319,0.6942,0.7085,False,19319,0.7444,0.7708,False
SKODA,OCTAVIA,4,12917,0.3009,0.3275,False,12917,0.5444,0.5675,False,12917,0.4976,0.5321,False
SKODA,OCTAVIA COMBI,1,14749,0.7874,0.8053,False,14749,0.8747,0.8813,False,14749,0.9564,0.9609,False
SKODA,OCTAVIA COMBI,2,13702,0.6792,0.6923,False,13702,0.7975,0.7991,False,13702,0.9064,0.918,False
SKODA,OCTAVIA COMBI,3,19319,0.4995,0.5284,False,19319,0.6942,0.7085,False,19319,0.7444,0.7708,False
SKODA,OCTAVIA COMBI,4,12917,0.3009,0.3275,False,12917,0.5444,0.5675,False,12917,0.4976,0.5321,False
SKODA,RAPID,1,482,0.7075,0.7083,False,482,0.8091,0.8094,False,482,0.9398,0.9413,False
SKODA,RAPID,2,1389,0.6156,0.597,False,1389,0.7523,0.742,False,1389,0.9042,0.8984,False
SKODA,RAPID,3,1667,0.4967,0.4589,False,1667,0.6413,0.6126,False,1667,0.8194,0.7866,False
SKODA,RAPID SPACEBACK,1,482,0.7075,0.7083,False,482,0.8091,0.8094,False,482,0.9398,0.9413,False
SKODA,RAPID SPACEBACK,2,1389,0.6156,0.597,False,1389,0.7523,0.742,False,1389,0.9042,0.8984,False
SKODA,RAPID SPACEBACK,3,1667,0.4967,0.4589,False,1667,0.6413,0.6126,False,1667,0.8194,0.7866,False
SKODA,SCALA,1,339,0.764,,True,339,0.7847,,True,339,0.9646,,True
SKODA,SUPERB,1,6713,0.6781,0.7083,False,6713,0.8345,0.8267,False,6713,0.9409,0.9512,False
SKODA,SUPERB,2,5609,0.5999,0.6255,False,5609,0.8057,0.7998,False,5609,0.8993,0.9242,False
SKODA,SUPERB,3,6121,0.3939,0.4402,False,6121,0.6852,0.704,False,6121,0.6535,0.7017,False
SKODA,SUPERB,4,3621,0.3082,0.3373,False,3621,0.5777,0.6,False,3621,0.5504,0.5883,False
SKODA,SUPERB COMBI,1,6713,0.6781,0.7083,False,6713,0.8345,0.8267,False,6713,0.9409,0.9512,False
SKODA,SUPERB COMBI,2,5609,0.5999,0.6255,False,5609,0.8057,0.7998,False,5609,0.8993,0.9242,False
SKODA,SUPERB COMBI,3,6121,0.3939,0.4402,False,6121,0.6852,0.704,False,6121,0.6535,0.7017,False
SKODA,SUPERB COMBI,4,3621,0.3082,0.3373,False,3621,0.5777,0.6,False,3621,0.5504,0.5883,False
SUZUKI,ALTO,2,5,0.0,,True,5,0.2,,True,5,0.4,,True
SUZUKI,ALTO,3,285,0.3649,0.3116,False,285,0.4632,0.4333,False,285,0.6737,0.6006,False
SUZUKI,ALTO,4,392,0.3622,0.3082,False,392,0.4643,0.3964,False,392,0.6454,0.5713,False
SUZUKI,IGNIS,1,1716,0.8467,0.8044,False,1716,0.9341,0.9148,False,1716,0.9569,0.9459,False
SUZUKI,IGNIS,2,813,0.6581,0.5707,False,813,0.8536,0.7786,False,813,0.9237,0.8851,False
SUZUKI,IGNIS,4,390,0.3436,0.2586,False,390,0.5436,0.4282,False,390,0.6,0.4915,False
SUZUKI,SWIFT,1,4184,0.8138,0.778,False,4184,0.8676,0.844,False,4184,0.9465,0.9348,False
SUZUKI,SWIFT,2,2129,0.6477,0.6107,False,2129,0.7464,0.7228,False,2129,0.8671,0.8289,False
SUZUKI,SWIFT,3,4814,0.474,0.4143,False,4814,0.5478,0.4951,False,4814,0.7111,0.6506,False
SUZUKI,SWIFT,4,4271,0.3393,0.2837,False,4271,0.4701,0.4206,False,4271,0.6209,0.5502,False
SUZUKI,SX4,1,2054,0.8963,0.8768,False,2054,0.9333,0.9175,False,2054,0.9615,0.9527,False
SUZUKI,SX4,2,2476,0.7431,0.7009,False,2476,0.8401,0.8193,False,2476,0.8994,0.8794,False
SUZUKI,SX4,3,6632,0.592,0.5247,False,6632,0.7235,0.6814,False,6632,0.8108,0.7565,False
SUZUKI,SX4,4,4809,0.3897,0.3195,False,4809,0.5369,0.4732,False,4809,0.6565,0.5794,False
SUZUKI,SX4 COMBIBACK,1,2054,0.8963,0.8768,False,2054,0.9333,0.9175,False,2054,0.9615,0.9527,False
SUZUKI,SX4 COMBIBACK,2,2476,0.7431,0.7009,False,2476,0.8401,0.8193,False,2476,0.8994,0.8794,False
SUZUKI,SX4 COMBIBACK,3,6632,0.592,0.5247,False,6632,0.7235,0.6814,False,6632,0.8108,0.7565,False
