dmr_make,dmr_model,dk_vehicle_count,dk_sample_variants,proposed_dvsa_make,proposed_dvsa_model_token,uk_test_count,confidence,rule_fired,decision
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,125,10306,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,114,7922,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,123,7730,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,128,4527,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,135,2551,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,130,2008,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,140,26,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,1600,17,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,1602,8,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,1502,7,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,16,4,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,1800,4,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,13,3,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,1802,2,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,160,2,high,family_series_sibling,
PEUGEOT,5008,4075,"BlueHDi 130 SUV EAT8; 1.6 BlueHDi 120 hk SUV; 1,6 HDI 112HK",PEUGEOT,5008,89404,exact,code_exact,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,520,194933,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,5 SERIES,164746,high,family_series_literal,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,530,56912,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,525,30447,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,535,18374,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,523,5376,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,518,5147,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,528,4426,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,540,1926,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,545,1056,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,550,584,high,family_series_sibling,
BMW,5-Serie,4027,520d Touring Steptronic; 530e Touring Steptronic; 520d Sedan Steptronic,BMW,503,2,high,family_series_sibling,
HYUNDAI,KONA,3897,1.0 T-GDI MPV; HEV  MPV DCT; 1.0 T-GDI MPV DCT,HYUNDAI,KONA,119003,exact,short_code_exact,
AUDI,Q3,3809,45 TFSI e 5-dørs S tronic; 35 TFSI 150 hk 5-dørs S tronic; 1.4 TFSI 150 HK 5-dørs S tronic,AUDI,Q3,312365,exact,code_exact,
SKODA,SUPERB,3724,1.5 TSI ACT 150 COMBI DSG7; 2.0 TDI 150 COMBI DSG7; 1.4 TSI ACT 150 COMBI DSG7,SKODA,SUPERB,155398,high,name_similarity_firsttoken,
SKODA,SUPERB,3724,1.5 TSI ACT 150 COMBI DSG7; 2.0 TDI 150 COMBI DSG7; 1.4 TSI ACT 150 COMBI DSG7,SKODA,SUPURB,3,medium,name_similarity_firsttoken,
SKODA,SUPERB,3724,1.5 TSI ACT 150 COMBI DSG7; 2.0 TDI 150 COMBI DSG7; 1.4 TSI ACT 150 COMBI DSG7,SKODA,SUPERBTDI,1,medium,name_similarity_firsttoken,
VOLVO,XC40,3659,T5 Recharge Aut; T4 Recharge Aut.; D4 AWD Aut.,VOLVO,XC60,270668,medium,name_similarity_firsttoken,
VOLVO,XC40,3659,T5 Recharge Aut; T4 Recharge Aut.; D4 AWD Aut.,VOLVO,XC90,175329,medium,name_similarity_firsttoken,
VOLVO,XC40,3659,T5 Recharge Aut; T4 Recharge Aut.; D4 AWD Aut.,VOLVO,XC40,174920,high,name_similarity_firsttoken,
VOLVO,XC40,3659,T5 Recharge Aut; T4 Recharge Aut.; D4 AWD Aut.,VOLVO,XC70,42317,medium,name_similarity_firsttoken,
VOLVO,XC40,3659,T5 Recharge Aut; T4 Recharge Aut.; D4 AWD Aut.,VOLVO,EX40,2,medium,name_similarity_firsttoken,
SKODA,KAMIQ,3615,1.0 TSI 110  DSG; 1.5 TSI 150 DSG; 1.0 TSI 115  DSG,SKODA,KAMIQ,44816,high,name_similarity_firsttoken,
HYUNDAI,Tucson,3585,1.6 PHEV MPV 4 WD 6 AT; 1.6 MPV DCT; 1.6 T-GDi MPV DCT,HYUNDAI,TUCSON,353908,high,name_similarity_firsttoken,
HYUNDAI,Tucson,3585,1.6 PHEV MPV 4 WD 6 AT; 1.6 MPV DCT; 1.6 T-GDi MPV DCT,HYUNDAI,TUCSN,557,high,name_similarity_firsttoken,
HYUNDAI,Tucson,3585,1.6 PHEV MPV 4 WD 6 AT; 1.6 MPV DCT; 1.6 T-GDi MPV DCT,HYUNDAI,TUSCON,13,medium,name_similarity_firsttoken,
HYUNDAI,Tucson,3585,1.6 PHEV MPV 4 WD 6 AT; 1.6 MPV DCT; 1.6 T-GDi MPV DCT,HYUNDAI,TUSON,2,high,name_similarity_firsttoken,
HYUNDAI,Tucson,3585,1.6 PHEV MPV 4 WD 6 AT; 1.6 MPV DCT; 1.6 T-GDi MPV DCT,HYUNDAI,TUSCUN,2,medium,name_similarity_firsttoken,
HONDA,CIVIC,3578,1.6 i-DTEC Tourer; 1.8 i-VTEC; 1.6 i-DTEC,HONDA,CIVIC,667203,high,name_similarity_firsttoken,
HONDA,CIVIC,3578,1.6 i-DTEC Tourer; 1.8 i-VTEC; 1.6 i-DTEC,HONDA,CIVCI,1,medium,name_similarity_firsttoken,
MAZDA,CX-3,3555,2.0 SKYACTIV-G 120 HK Man.; 2.0 SKYACTIV-G 120 HK Aut.; 2.0 SKYACTIV-G 121 HK Aut.,MAZDA,CX,260208,high,name_similarity_firsttoken,
MAZDA,CX-3,3555,2.0 SKYACTIV-G 120 HK Man.; 2.0 SKYACTIV-G 120 HK Aut.; 2.0 SKYACTIV-G 121 HK Aut.,MAZDA,CX5,45,medium,name_similarity_firsttoken,
MAZDA,CX-3,3555,2.0 SKYACTIV-G 120 HK Man.; 2.0 SKYACTIV-G 120 HK Aut.; 2.0 SKYACTIV-G 121 HK Aut.,MAZDA,CX9,11,medium,name_similarity_firsttoken,
MAZDA,CX-3,3555,2.0 SKYACTIV-G 120 HK Man.; 2.0 SKYACTIV-G 120 HK Aut.; 2.0 SKYACTIV-G 121 HK Aut.,MAZDA,CX8,8,medium,name_similarity_firsttoken,
MAZDA,CX-3,3555,2.0 SKYACTIV-G 120 HK Man.; 2.0 SKYACTIV-G 120 HK Aut.; 2.0 SKYACTIV-G 121 HK Aut.,MAZDA,CX3,5,medium,name_similarity_fullstring,
MERCEDES-BENZ,B-Klasse,3537,200 7G-DCT; 200 d 8G-DCT; 200 CDI BlueEFFICIENCY MPV,MERCEDES-BENZ,B,174271,exact,short_code_exact,
VOLKSWAGEN,GOLF VARIANT,3463,"1,6 TDI; 1.4 TSI BMT 122 HK VARIANT; 1,4 TSI",VOLKSWAGEN,GOLF,2127313,high,name_similarity_firsttoken,
VOLKSWAGEN,GOLF VARIANT,3463,"1,6 TDI; 1.4 TSI BMT 122 HK VARIANT; 1,4 TSI",VOLKSWAGEN,VARIANT,21,medium,name_similarity_fullstring,
VOLKSWAGEN,GOLF VARIANT,3463,"1,6 TDI; 1.4 TSI BMT 122 HK VARIANT; 1,4 TSI",VOLKSWAGEN,GPLF,3,medium,name_similarity_firsttoken,
VOLKSWAGEN,GOLF VARIANT,3463,"1,6 TDI; 1.4 TSI BMT 122 HK VARIANT; 1,4 TSI",VOLKSWAGEN,GLOF,2,medium,name_similarity_firsttoken,
VOLKSWAGEN,GOLF VARIANT,3463,"1,6 TDI; 1.4 TSI BMT 122 HK VARIANT; 1,4 TSI",VOLKSWAGEN,GOL,1,medium,name_similarity_firsttoken,
VOLVO,XC60,3445,T6 ReCh Aut.; D4 aut.; D4 AWD Aut.,VOLVO,XC60,270668,high,name_similarity_firsttoken,
VOLVO,XC60,3445,T6 ReCh Aut.; D4 aut.; D4 AWD Aut.,VOLVO,XC90,175329,medium,name_similarity_firsttoken,
VOLVO,XC60,3445,T6 ReCh Aut.; D4 aut.; D4 AWD Aut.,VOLVO,XC40,174920,medium,name_similarity_firsttoken,
VOLVO,XC60,3445,T6 ReCh Aut.; D4 aut.; D4 AWD Aut.,VOLVO,XC70,42317,medium,name_similarity_firsttoken,
VOLVO,XC60,3445,T6 ReCh Aut.; D4 aut.; D4 AWD Aut.,VOLVO,SC60,3,medium,name_similarity_firsttoken,
VOLKSWAGEN,CADDY,3359,"1,2 TSI; 1.2 TSI 85 HK; 1.2 TSI 84",VOLKSWAGEN,CADDY,370476,high,name_similarity_firsttoken,
VOLKSWAGEN,CADDY,3359,"1,2 TSI; 1.2 TSI 85 HK; 1.2 TSI 84",VOLKSWAGEN,CADY,4,medium,name_similarity_firsttoken,
VOLKSWAGEN,CADDY,3359,"1,2 TSI; 1.2 TSI 85 HK; 1.2 TSI 84",VOLKSWAGEN,CADDI,2,medium,name_similarity_firsttoken,
TOYOTA,AYGO 5-DØRS,3269,1.0 HB 5-DØRS; 1.0 HB AUT. 5-DØRS; KGB10(H),TOYOTA,AYGO,625248,high,name_similarity_firsttoken,
TOYOTA,AYGO 5-DØRS,3269,1.0 HB 5-DØRS; 1.0 HB AUT. 5-DØRS; KGB10(H),TOYOTA,HYOGO,3,medium,name_similarity_firsttoken,
TOYOTA,AYGO 5-DØRS,3269,1.0 HB 5-DØRS; 1.0 HB AUT. 5-DØRS; KGB10(H),TOYOTA,AGYO,2,medium,name_similarity_firsttoken,
TOYOTA,AYGO 5-DØRS,3269,1.0 HB 5-DØRS; 1.0 HB AUT. 5-DØRS; KGB10(H),TOYOTA,WAGON,1,medium,name_similarity_firsttoken,
MAZDA,3,3198,2.0 SKYACTIV-G 120 HK; 1.5 SKYACTIV-G 100 HK; 2.0 SKYACTIV-G 165 HK,MAZDA,3,265883,exact,code_exact,
SEAT,Arona,3193,1.0 TSI 115 DSG7; 1.0 TSI 110 DSG7; 1.0 TSI 95,SEAT,ARONA,122137,high,name_similarity_firsttoken,
SEAT,Arona,3193,1.0 TSI 115 DSG7; 1.0 TSI 110 DSG7; 1.0 TSI 95,SEAT,AROSA,4796,medium,name_similarity_firsttoken,
AUDI,A6 AVANT,3021,2.0 TDI 190 HK 5-dørs S tronic; 40 TDI 204 HK 5-dørs S tronic; 3.0 TDI 218 HK 5-dørs S tronic,AUDI,A6,289140,exact,code_exact,
CITROËN,C3 Aircross,3001,1.2 PureTech 110 SUV; 1.2 PureTech 110 hk SUV; 1.6 BlueHDi 100 hk SUV,CITROEN,C3,574211,exact,code_exact,
CITROËN,C5 Aircross,2987,1.6 HYBRID 225 5D Aut.; 1.5 BlueHDi 130 hk SUV EAT8; 1.6 PHEV 225 SUV Aut.,CITROEN,C5,59240,exact,code_exact,
AUDI,Q5,2982,"50 TFSI e 5-dørs quattro S tronic; 3,0 TDI QUATTRO AUT.; 2,0 TDI 190 hk 140 kW 5-dørs quattro S tronic",AUDI,Q5,259708,exact,code_exact,
TOYOTA,RAV4 Plug in,2964,2.5 Plug in Hybrid (306 hk) aut. gear,TOYOTA,RAV4,234239,high,name_similarity_firsttoken,
TOYOTA,RAV4 Plug in,2964,2.5 Plug in Hybrid (306 hk) aut. gear,TOYOTA,RAV,72023,medium,name_similarity_firsttoken,
TOYOTA,RAV4 Plug in,2964,2.5 Plug in Hybrid (306 hk) aut. gear,TOYOTA,RV4,7,medium,name_similarity_firsttoken,
TOYOTA,RAV4 Plug in,2964,2.5 Plug in Hybrid (306 hk) aut. gear,TOYOTA,RAVE,5,medium,name_similarity_firsttoken,
TOYOTA,RAV4 Plug in,2964,2.5 Plug in Hybrid (306 hk) aut. gear,TOYOTA,REV4,2,medium,name_similarity_firsttoken,
SKODA,KAROQ,2955,1.5 TSI ACT 150 DSG7; 1.6 TDI 115 DSG7; 1.0 TSI 115,SKODA,KAROQ,124535,high,name_similarity_firsttoken,
MAZDA,2,2889,"1,3 Hatchback Man.; 1,5 Hatchback Man.; 1,5 Hatchback Aut.",MAZDA,2,313689,exact,code_exact,
SKODA,RAPID,2881,1.2 TSI 105 HK Hatchback; 1.2 TSI 110 HK HATCHBACK; 1.2 TSI 86 HK Hatchback,SKODA,RAPID,53524,high,name_similarity_firsttoken,
TOYOTA,Aygo X,2868,1.0 benzin (72 hk); 1.0 benzin (72 hk) aut. gear,TOYOTA,AYGO,625248,high,name_similarity_firsttoken,
TOYOTA,Aygo X,2868,1.0 benzin (72 hk); 1.0 benzin (72 hk) aut. gear,TOYOTA,HYOGO,3,medium,name_similarity_firsttoken,
TOYOTA,Aygo X,2868,1.0 benzin (72 hk); 1.0 benzin (72 hk) aut. gear,TOYOTA,AGYO,2,medium,name_similarity_firsttoken,
TOYOTA,Aygo X,2868,1.0 benzin (72 hk); 1.0 benzin (72 hk) aut. gear,TOYOTA,WAGON,1,medium,name_similarity_firsttoken,
BMW,X1,2862,25e SUV xDrive Steptronic; 18d SUV sDrive Steptronic; 20d SUV sDrive Steptronic,BMW,X1,250939,exact,code_exact,
VOLVO,V40,2821,D2; T3; D3,VOLVO,V40,242125,exact,code_exact,
TOYOTA,AVENSIS STW,2732,1.8 STW MAN.6; 2.0 STW D-4D.DPF.MAN; 1.6 STW MAN.6,TOYOTA,AVENSIS,146826,high,name_similarity_firsttoken,
TOYOTA,AVENSIS STW,2732,1.8 STW MAN.6; 2.0 STW D-4D.DPF.MAN; 1.6 STW MAN.6,TOYOTA,AVENIS,2,high,name_similarity_firsttoken,
NISSAN,JUKE,2719,DIG-T 115 6 M/T; DIG-T 117 DCT; 1.6,NISSAN,JUKE,802991,exact,short_code_exact,
VOLVO,XC60,2698,D4 aut.; D5 AWD Aut.; D3 AUT.,VOLVO,XC60,270668,high,name_similarity_firsttoken,
VOLVO,XC60,2698,D4 aut.; D5 AWD Aut.; D3 AUT.,VOLVO,XC90,175329,medium,name_similarity_firsttoken,
VOLVO,XC60,2698,D4 aut.; D5 AWD Aut.; D3 AUT.,VOLVO,XC40,174920,medium,name_similarity_firsttoken,
VOLVO,XC60,2698,D4 aut.; D5 AWD Aut.; D3 AUT.,VOLVO,XC70,42317,medium,name_similarity_firsttoken,
VOLVO,XC60,2698,D4 aut.; D5 AWD Aut.; D3 AUT.,VOLVO,SC60,3,medium,name_similarity_firsttoken,
OPEL,Grandland X,2675,"1.6 225 A8 SUV; 1,2T 130HK MPV; 1,2T 130HK MPV Aut.",VAUXHALL,GRANDLAND,161831,high,name_similarity_firsttoken,
DACIA,Lodgy,2670,1.5 dCi 90 7p; 1.6 16V 7p; Blue dCi 95 7p,DACIA,LODGY,14,high,name_similarity_firsttoken,
AUDI,Q2,2668,35 TFSI 5-dørs S tronic; 1.4 TFSI CoD 5-dørs S tronic; 35 TFSI CoD 150 HK 5-dørs S tronic,AUDI,Q2,171023,exact,code_exact,
KIA,CEE'D SW,2612,"1,6 115HK DIESEL; 1,6 ISG DIESEL; 1,4",KIA,CEED,306364,medium,name_similarity_firsttoken,
KIA,CEE'D SW,2612,"1,6 115HK DIESEL; 1,6 ISG DIESEL; 1,4",KIA,XCEED,45281,medium,name_similarity_firsttoken,
KIA,CEE'D SW,2612,"1,6 115HK DIESEL; 1,6 ISG DIESEL; 1,4",KIA,CEE,38,high,name_similarity_firsttoken,
KIA,CEE'D SW,2612,"1,6 115HK DIESEL; 1,6 ISG DIESEL; 1,4",KIA,"CEE,D",14,medium,name_similarity_firsttoken,
KIA,CEE'D SW,2612,"1,6 115HK DIESEL; 1,6 ISG DIESEL; 1,4",KIA,CREED,6,medium,name_similarity_firsttoken,
OPEL,MERIVA,2606,"1,4; 1,4 T; 1,4T  120HK",VAUXHALL,MERIVA,223587,high,name_similarity_firsttoken,
OPEL,MERIVA,2606,"1,4; 1,4 T; 1,4T  120HK",VAUXHALL,MARIVA,15,medium,name_similarity_firsttoken,
OPEL,MERIVA,2606,"1,4; 1,4 T; 1,4T  120HK",VAUXHALL,MEREVA,3,medium,name_similarity_firsttoken,
OPEL,MERIVA,2606,"1,4; 1,4 T; 1,4T  120HK",VAUXHALL,MIRIVA,3,medium,name_similarity_firsttoken,
OPEL,MERIVA,2606,"1,4; 1,4 T; 1,4T  120HK",VAUXHALL,MERIVIA,2,high,name_similarity_firsttoken,
FORD,Focus,2582,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.5 TDCi (120 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.",FORD,FOCUS,2291752,high,name_similarity_firsttoken,
FORD,Focus,2582,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.5 TDCi (120 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.",FORD,FOUCS,5,medium,name_similarity_firsttoken,
FORD,Focus,2582,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.5 TDCi (120 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.",FORD,FOLUS,4,medium,name_similarity_firsttoken,
FORD,Focus,2582,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.5 TDCi (120 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.",FORD,LOCUST,2,medium,name_similarity_firsttoken,
FORD,Focus,2582,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.5 TDCi (120 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.",FORD,FOCAS,1,medium,name_similarity_firsttoken,
SEAT,TOLEDO,2576,1.2 TSI 110 HK 81 kw 5-DØRS 6 trins manuel; 1.2 TSI 105 HK START/STOP Hatchback; 1.4 TSI 125 HK 92 kw 5-DØRS DSG7,SEAT,TOLEDO,14100,high,name_similarity_firsttoken,
CITROËN,BERLINGO,2539,"1,6 4-dørs m. bagklap; 1,6 HDI 110HK; 1.5 BlueHDI 100 hk MPV",CITROEN,BERLINGO,480365,high,name_similarity_firsttoken,
CITROËN,BERLINGO,2539,"1,6 4-dørs m. bagklap; 1,6 HDI 110HK; 1.5 BlueHDI 100 hk MPV",CITROEN,BELINGO,22,high,name_similarity_firsttoken,
CITROËN,BERLINGO,2539,"1,6 4-dørs m. bagklap; 1,6 HDI 110HK; 1.5 BlueHDI 100 hk MPV",CITROEN,BIRLINGO,2,medium,name_similarity_firsttoken,
CITROËN,BERLINGO,2539,"1,6 4-dørs m. bagklap; 1,6 HDI 110HK; 1.5 BlueHDI 100 hk MPV",CITROEN,BERLINO,1,high,name_similarity_firsttoken,
CITROËN,BERLINGO,2539,"1,6 4-dørs m. bagklap; 1,6 HDI 110HK; 1.5 BlueHDI 100 hk MPV",CITROEN,BERLIGO,1,high,name_similarity_firsttoken,
MERCEDES-BENZ,C,2526,200T CDI BE; 200T CDI BE AUT.; 200 CDI BE,MERCEDES-BENZ,C,879779,exact,short_code_exact,
KIA,VENGA,2486,"1.4 5-dørs Man. 5; 1,4; 1,4 DIESEL 90HK",KIA,VENGA,113598,high,name_similarity_firsttoken,
SKODA,RAPID SPACEBACK,2456,1.2 TSI 105 HK SPACEBACK; 1.2 TSI 110 HK SPACEBACK; 1.2 TSI 86 HK SPACEBACK,SKODA,RAPID,53524,high,name_similarity_firsttoken,
SKODA,RAPID SPACEBACK,2456,1.2 TSI 105 HK SPACEBACK; 1.2 TSI 110 HK SPACEBACK; 1.2 TSI 86 HK SPACEBACK,SKODA,SPACEBACK,2,medium,name_similarity_fullstring,
FORD,MONDEO STATIONCAR,2444,"2,0 TDCI; 2,0 TDCI AUT.; 2,0",FORD,MONDEO,456751,high,name_similarity_firsttoken,
FORD,MONDEO STATIONCAR,2444,"2,0 TDCI; 2,0 TDCI AUT.; 2,0",FORD,MODEL,83,medium,name_similarity_firsttoken,
FORD,MONDEO STATIONCAR,2444,"2,0 TDCI; 2,0 TDCI AUT.; 2,0",FORD,MONDOE,6,medium,name_similarity_firsttoken,
FORD,MONDEO STATIONCAR,2444,"2,0 TDCI; 2,0 TDCI AUT.; 2,0",FORD,MONDAO,5,medium,name_similarity_firsttoken,
FORD,MONDEO STATIONCAR,2444,"2,0 TDCI; 2,0 TDCI AUT.; 2,0",FORD,MONDEIO,1,high,name_similarity_firsttoken,
MITSUBISHI,OUTLANDER,2387,2.4PHEV 4WD; 2.2DI-D 4WD Aut; 2.0 4WD CVT,MITSUBISHI,OUTLANDER,181068,high,name_similarity_firsttoken,
MITSUBISHI,OUTLANDER,2387,2.4PHEV 4WD; 2.2DI-D 4WD Aut; 2.0 4WD CVT,MITSUBISHI,LANCER,22984,medium,name_similarity_firsttoken,
MITSUBISHI,OUTLANDER,2387,2.4PHEV 4WD; 2.2DI-D 4WD Aut; 2.0 4WD CVT,MITSUBISHI,LANSER,3,medium,name_similarity_firsttoken,
MITSUBISHI,OUTLANDER,2387,2.4PHEV 4WD; 2.2DI-D 4WD Aut; 2.0 4WD CVT,MITSUBISHI,0UTLANDER,2,medium,name_similarity_firsttoken,
MITSUBISHI,OUTLANDER,2387,2.4PHEV 4WD; 2.2DI-D 4WD Aut; 2.0 4WD CVT,MITSUBISHI,GEOLANDER,2,medium,name_similarity_firsttoken,
SKODA,SCALA,2385,1.0 TSI 110 DSG; 1.0 TSI 115  DSG; 1.5 TSI 150 DSG,SKODA,SCALA,20107,high,name_similarity_firsttoken,
KIA,SPORTAGE,2382,1.6 T-GDI Plug-in Hybrid 5-dørs Aut. 6; 1.6 CRDI 5-dørs 7DCT 7; 1.6 5-dørs Man. 6,KIA,SPORTAGE,688231,high,name_similarity_firsttoken,
KIA,SPORTAGE,2382,1.6 T-GDI Plug-in Hybrid 5-dørs Aut. 6; 1.6 CRDI 5-dørs 7DCT 7; 1.6 5-dørs Man. 6,KIA,SPORTARGE,3,high,name_similarity_firsttoken,
KIA,SPORTAGE,2382,1.6 T-GDI Plug-in Hybrid 5-dørs Aut. 6; 1.6 CRDI 5-dørs 7DCT 7; 1.6 5-dørs Man. 6,KIA,SPORTAE,3,high,name_similarity_firsttoken,
KIA,SPORTAGE,2382,1.6 T-GDI Plug-in Hybrid 5-dørs Aut. 6; 1.6 CRDI 5-dørs 7DCT 7; 1.6 5-dørs Man. 6,KIA,SPOTAGE,2,high,name_similarity_firsttoken,
HONDA,CR-V,2347,1.6 i-DTEC 2WD; 2.0 i-VTEC 2WD; 1.6 i-DTEC 4WD Aut.,HONDA,CR,476576,high,name_similarity_firsttoken,
HONDA,CR-V,2347,1.6 i-DTEC 2WD; 2.0 i-VTEC 2WD; 1.6 i-DTEC 4WD Aut.,HONDA,CRX,813,medium,name_similarity_firsttoken,
HONDA,CR-V,2347,1.6 i-DTEC 2WD; 2.0 i-VTEC 2WD; 1.6 i-DTEC 4WD Aut.,HONDA,CRZ,10,medium,name_similarity_firsttoken,
HONDA,CR-V,2347,1.6 i-DTEC 2WD; 2.0 i-VTEC 2WD; 1.6 i-DTEC 4WD Aut.,HONDA,CRV,6,medium,name_similarity_fullstring,
HONDA,CR-V,2347,1.6 i-DTEC 2WD; 2.0 i-VTEC 2WD; 1.6 i-DTEC 4WD Aut.,HONDA,CVR,3,medium,name_similarity_firsttoken,
KIA,Optima,2341,"2.0 Plug-in Hybrid Stationcar Aut. 6; 2,0 Hybrid; 1.7 CRDI Stationcar Man. 6",KIA,OPTIMA,26161,high,name_similarity_firsttoken,
SKODA,SUPERB COMBI,2282,"1,6 TDI GREENLINE; 1.4 TSI Hybrid 218 DSG6; 1.6 TDI 105 HK Stationcar",SKODA,SUPERB,155398,high,name_similarity_firsttoken,
SKODA,SUPERB COMBI,2282,"1,6 TDI GREENLINE; 1.4 TSI Hybrid 218 DSG6; 1.6 TDI 105 HK Stationcar",SKODA,SUPURB,3,medium,name_similarity_firsttoken,
SKODA,SUPERB COMBI,2282,"1,6 TDI GREENLINE; 1.4 TSI Hybrid 218 DSG6; 1.6 TDI 105 HK Stationcar",SKODA,SUPERBTDI,1,medium,name_similarity_firsttoken,
HYUNDAI,i30 Stc.,2253,1.0 5 dørs stationcar; 1.0 T-GDI 5 dørs stationcar; 1.4 5 dørs stationcar  DCT,HYUNDAI,I30,264304,exact,code_exact,
FORD,NY Focus,2243,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.; 1.6 TDCi (115 HK) Stationcar Forhjulstræk Man.",FORD,FOCUS,2291752,high,name_similarity_firsttoken,
FORD,NY Focus,2243,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.; 1.6 TDCi (115 HK) Stationcar Forhjulstræk Man.",FORD,FOUCS,5,medium,name_similarity_firsttoken,
FORD,NY Focus,2243,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.; 1.6 TDCi (115 HK) Stationcar Forhjulstræk Man.",FORD,FOLUS,4,medium,name_similarity_firsttoken,
FORD,NY Focus,2243,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.; 1.6 TDCi (115 HK) Stationcar Forhjulstræk Man.",FORD,LOCUST,2,medium,name_similarity_firsttoken,
