dmr_make,dmr_model,dk_vehicle_count,dk_sample_variants,proposed_dvsa_make,proposed_dvsa_model_token,uk_test_count,confidence,rule_fired,decision
VOLKSWAGEN,T-Roc,8548,1.5 TSI 150HK DSG7; 1.5 TSI EVO 150HK DSG7; 1.0 TSI 115HK,VOLKSWAGEN,T,243259,exact,code_exact,
SKODA,OCTAVIA COMBI,8432,1.4 TSI 140 HK STATIONCAR; 1.2 TSI 105 HK Stationcar; 1.4 TSI 140 HK STATIONCAR DSG,SKODA,OCTAVIA,484694,high,name_similarity_firsttoken,
SKODA,OCTAVIA COMBI,8432,1.4 TSI 140 HK STATIONCAR; 1.2 TSI 105 HK Stationcar; 1.4 TSI 140 HK STATIONCAR DSG,SKODA,OCTIVIA,5,medium,name_similarity_firsttoken,
SKODA,OCTAVIA COMBI,8432,1.4 TSI 140 HK STATIONCAR; 1.2 TSI 105 HK Stationcar; 1.4 TSI 140 HK STATIONCAR DSG,SKODA,OTAVIA,2,high,name_similarity_firsttoken,
SKODA,OCTAVIA COMBI,8432,1.4 TSI 140 HK STATIONCAR; 1.2 TSI 105 HK Stationcar; 1.4 TSI 140 HK STATIONCAR DSG,SKODA,OCTVIA,1,high,name_similarity_firsttoken,
SUZUKI,Celerio,8391,"1,0 Dualjet 5-dørs; 1,0 5-dørs; 1,0 5-dørs Aut.",SUZUKI,CELERIO,60661,high,name_similarity_firsttoken,
SUZUKI,Celerio,8391,"1,0 Dualjet 5-dørs; 1,0 5-dørs; 1,0 5-dørs Aut.",SUZUKI,CERVO,4,medium,name_similarity_firsttoken,
RENAULT,CLIO,8289,"TCe 100 5d; TCe 90 5d; 1,2 16V 75",RENAULT,CLIO,848688,exact,short_code_exact,
CITROËN,C4,8280,"1,6 4-dørs m. bagklap; 1.6 BlueHDi 100 hk 4-dørs m. bagklap Man.; 1,2 4-dørs m. bagklap",CITROEN,C4,451899,exact,code_exact,
MERCEDES-BENZ,A-Klasse,8082,200 Hatchback 7G-DCT; A 200 Hatchback 7G-DCT; 200 d Hatchback 8G-DCT,MERCEDES-BENZ,A,839051,exact,short_code_exact,
SKODA,FABIA COMBI,8079,"1.2 TSI 86 HK Stationcar; 1,2 TSI; 1.2 TSI 105 HK Stationcar",SKODA,FABIA,569705,high,name_similarity_firsttoken,
SKODA,FABIA COMBI,8079,"1.2 TSI 86 HK Stationcar; 1,2 TSI; 1.2 TSI 105 HK Stationcar",SKODA,FABIA3,4,high,name_similarity_firsttoken,
SKODA,FABIA COMBI,8079,"1.2 TSI 86 HK Stationcar; 1,2 TSI; 1.2 TSI 105 HK Stationcar",SKODA,FEBIA2,4,medium,name_similarity_firsttoken,
FORD,C-MAX,8014,1.0 EcoBoost (125 HK ) 5-dørs FWD M6; 1.0 EcoBoost (125 HK) MPV Forhjulstræk Manuel; 1.0 EcoBoost (125 HK) 5-dørs FWD M6,FORD,C,271091,exact,code_exact,
CITROËN,C4 Cactus,7882,"1,6 4-DØRS MED BAGKLAP 5 Man; 1,2 4-DØRS MED BAGKLAP 5 Man; 1.6 BlueHDi 100 HK 4-dørs m. bagklap Man.",CITROEN,C4,451899,exact,code_exact,
NISSAN,MICRA,7864,"1.2; 1,2 5D. MAN.; IG-T Hatchback, 5 dørs 2WD 5M/T",NISSAN,MICRA,613092,high,name_similarity_firsttoken,
NISSAN,MICRA,7864,"1.2; 1,2 5D. MAN.; IG-T Hatchback, 5 dørs 2WD 5M/T",NISSAN,MISTRAL,31,medium,name_similarity_firsttoken,
NISSAN,MICRA,7864,"1.2; 1,2 5D. MAN.; IG-T Hatchback, 5 dørs 2WD 5M/T",NISSAN,MIRCA,9,medium,name_similarity_firsttoken,
NISSAN,MICRA,7864,"1.2; 1,2 5D. MAN.; IG-T Hatchback, 5 dørs 2WD 5M/T",NISSAN,ALMIRA,3,medium,name_similarity_firsttoken,
NISSAN,MICRA,7864,"1.2; 1,2 5D. MAN.; IG-T Hatchback, 5 dørs 2WD 5M/T",NISSAN,TICA,3,medium,name_similarity_firsttoken,
FIAT,PANDA,7703,"1,2; 1.2 69; 0.9 60",FIAT,PANDA,223233,high,name_similarity_firsttoken,
MAZDA,MAZDA2,7483,"1,5 SKYACTIV-G Hatchback Man.; 1,5 Hatchback Man.; 1.3 5 DØRS HB",MAZDA,2,313689,exact,code_exact,
RENAULT,TWINGO,7445,"1.2 16V; SCe 70; 1,2 16V 75",RENAULT,TWINGO,64049,high,name_similarity_firsttoken,
RENAULT,TWINGO,7445,"1.2 16V; SCe 70; 1,2 16V 75",RENAULT,WINNEBAGO,6,medium,name_similarity_firsttoken,
RENAULT,TWINGO,7445,"1.2 16V; SCe 70; 1,2 16V 75",RENAULT,WINIBAGO,2,medium,name_similarity_firsttoken,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,3 SERIES,872529,high,family_series_literal,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,320,115212,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,330,92441,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,318,26213,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,316,23914,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,335,10905,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,340,2018,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,325,967,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,328,290,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,323,109,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,3000,36,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,32,1,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,331,1,high,family_series_sibling,
BMW,3-Serie,7390,320d Touring Steptronic; 330e Touring Steptronic; 320d Gran Turismo Steptronic,BMW,3251,1,high,family_series_sibling,
SUZUKI,IGNIS,7200,"1,2 Dualjet 5-dørs; 1,2 Hybrid 5-dørs; 1,2 Hybrid 5-dørs CVT",SUZUKI,IGNIS,70633,high,name_similarity_firsttoken,
AUDI,A3 Sportback,7174,1.6 TDI 110 HK 5-DØRS; 40 TFSI e 5-dørs S tronic; 35 TFSI 150 hk 5-dørs S tronic,AUDI,A3,1007746,exact,code_exact,
SEAT,IBIZA,7137,1.0 TSI 95; 1.0 TSI 115; 1.0 TSI 115 DSG7,SEAT,IBIZA,487807,high,name_similarity_firsttoken,
SEAT,IBIZA,7137,1.0 TSI 95; 1.0 TSI 115; 1.0 TSI 115 DSG7,SEAT,IBZA,5,medium,name_similarity_firsttoken,
SEAT,IBIZA,7137,1.0 TSI 95; 1.0 TSI 115; 1.0 TSI 115 DSG7,SEAT,IBEZA,3,medium,name_similarity_firsttoken,
SEAT,IBIZA,7137,1.0 TSI 95; 1.0 TSI 115; 1.0 TSI 115 DSG7,SEAT,IBIXA,3,medium,name_similarity_firsttoken,
MERCEDES-BENZ,E-Klasse,7135,220 d Sedan 9G-TRONIC; 220 d Staioncar 9G-TRONIC; 200 CDI  T 7G-TRONIC PLUS,MERCEDES-BENZ,E,556928,exact,short_code_exact,
FORD,S-MAX,7026,"2,0 TDCI; 2,0 TDCI AUT.; EcoBlue 2.0 (190HK) MPV FWD A8",FORD,S,180426,exact,code_exact,
MITSUBISHI,SPACE STAR,7009,1.2 5D; 1.2 5D CVT; 1.0 5D,MITSUBISHI,SPACE,3928,high,name_similarity_firsttoken,
MITSUBISHI,SPACE STAR,7009,1.2 5D; 1.2 5D CVT; 1.0 5D,MITSUBISHI,SPACEGEAR,12,medium,name_similarity_fullstring,
MITSUBISHI,SPACE STAR,7009,1.2 5D; 1.2 5D CVT; 1.0 5D,MITSUBISHI,SPACEWAGON,6,medium,name_similarity_firsttoken,
MITSUBISHI,SPACE STAR,7009,1.2 5D; 1.2 5D CVT; 1.0 5D,MITSUBISHI,SPACESTAR,2,high,name_similarity_fullstring,
MITSUBISHI,SPACE STAR,7009,1.2 5D; 1.2 5D CVT; 1.0 5D,MITSUBISHI,SPACEMAKER,2,medium,name_similarity_fullstring,
SUZUKI,ALTO,6754,"1,0L M/T; 1,0 5-dørs; UOPLYST",SUZUKI,ALTO,116084,exact,short_code_exact,
CITROËN,C 1,6597,"1,0 I; 1,0I AUT.; 1,0",CITROEN,C,4672,exact,code_exact,
VOLKSWAGEN,T-Cross,6532,1.0 TSI 115HK DSG7; 1.0 TSI 110HK DSG7; 1.0 TSI 95HK,VOLKSWAGEN,T,243259,exact,code_exact,
VOLKSWAGEN,TIGUAN,6412,2.0 TDI 150HK DSG7; 1.5 TSI 150HK DSG7; 1.4 TSI 150 4Motion DSG6,VOLKSWAGEN,TIGUAN,573558,high,name_similarity_firsttoken,
VOLKSWAGEN,TIGUAN,6412,2.0 TDI 150HK DSG7; 1.5 TSI 150HK DSG7; 1.4 TSI 150 4Motion DSG6,VOLKSWAGEN,TOGUAN,5,medium,name_similarity_firsttoken,
VOLKSWAGEN,TIGUAN,6412,2.0 TDI 150HK DSG7; 1.5 TSI 150HK DSG7; 1.4 TSI 150 4Motion DSG6,VOLKSWAGEN,TIGAN,3,high,name_similarity_firsttoken,
VOLKSWAGEN,TIGUAN,6412,2.0 TDI 150HK DSG7; 1.5 TSI 150HK DSG7; 1.4 TSI 150 4Motion DSG6,VOLKSWAGEN,TIGWAN,3,medium,name_similarity_firsttoken,
VOLKSWAGEN,TIGUAN,6412,2.0 TDI 150HK DSG7; 1.5 TSI 150HK DSG7; 1.4 TSI 150 4Motion DSG6,VOLKSWAGEN,TIGUAM,2,medium,name_similarity_firsttoken,
CITROËN,GRAND C4 PICASSO,6346,"1,6 MPV 6 Aut.; 1,6 MPV; 2,0 MPV 6 Aut.",CITROEN,GRAND,11395,high,name_similarity_firsttoken,
KIA,Niro,6209,1.6 GDI Plug-in Hybrid 5 dørs DCT 6; 1.6 GDI Hybrid 5 dørs DCT 6; C5P21,KIA,NIRO,200258,exact,short_code_exact,
VOLKSWAGEN,PASSAT VARIANT,6038,"1.4 TSI 218HK DSG6 PHEV DSG6; 2,0 TDI; 2,0 TDI AUT.",VOLKSWAGEN,PASSAT,451005,high,name_similarity_firsttoken,
VOLKSWAGEN,PASSAT VARIANT,6038,"1.4 TSI 218HK DSG6 PHEV DSG6; 2,0 TDI; 2,0 TDI AUT.",VOLKSWAGEN,VARIANT,21,medium,name_similarity_fullstring,
VOLKSWAGEN,PASSAT VARIANT,6038,"1.4 TSI 218HK DSG6 PHEV DSG6; 2,0 TDI; 2,0 TDI AUT.",VOLKSWAGEN,PAASAT,2,medium,name_similarity_firsttoken,
VOLKSWAGEN,PASSAT VARIANT,6038,"1.4 TSI 218HK DSG6 PHEV DSG6; 2,0 TDI; 2,0 TDI AUT.",VOLKSWAGEN,PASSET,2,medium,name_similarity_firsttoken,
VOLKSWAGEN,PASSAT VARIANT,6038,"1.4 TSI 218HK DSG6 PHEV DSG6; 2,0 TDI; 2,0 TDI AUT.",VOLKSWAGEN,PASSETT,2,medium,name_similarity_firsttoken,
FORD,FIESTA 5 DØRS,5987,"1,25; 1,6 TDCI ECONETIC; 1,4",FORD,FIESTA,3479593,high,name_similarity_firsttoken,
FORD,FIESTA 5 DØRS,5987,"1,25; 1,6 TDCI ECONETIC; 1,4",FORD,FEISTA,18,medium,name_similarity_firsttoken,
FORD,FIESTA 5 DØRS,5987,"1,25; 1,6 TDCI ECONETIC; 1,4",FORD,FIEST,4,high,name_similarity_firsttoken,
FORD,FIESTA 5 DØRS,5987,"1,25; 1,6 TDCI ECONETIC; 1,4",FORD,FEIESTA,2,high,name_similarity_firsttoken,
FORD,FIESTA 5 DØRS,5987,"1,25; 1,6 TDCI ECONETIC; 1,4",FORD,FISTA,1,high,name_similarity_firsttoken,
TOYOTA,Toyota C-HR,5943,1.8 Hybrid; 1.8 Hybrid (122 hk) aut. gear; 2.0 hybrid (184 hk) aut. gear,TOYOTA,TOYOTA,60,high,name_similarity_firsttoken,
TOYOTA,Toyota C-HR,5943,1.8 Hybrid; 1.8 Hybrid (122 hk) aut. gear; 2.0 hybrid (184 hk) aut. gear,TOYOTA,TOYOACE,5,medium,name_similarity_firsttoken,
TOYOTA,Toyota C-HR,5943,1.8 Hybrid; 1.8 Hybrid (122 hk) aut. gear; 2.0 hybrid (184 hk) aut. gear,TOYOTA,TOYOTO,3,medium,name_similarity_firsttoken,
TOYOTA,Toyota C-HR,5943,1.8 Hybrid; 1.8 Hybrid (122 hk) aut. gear; 2.0 hybrid (184 hk) aut. gear,TOYOTA,TOYO,3,medium,name_similarity_firsttoken,
TOYOTA,Toyota C-HR,5943,1.8 Hybrid; 1.8 Hybrid (122 hk) aut. gear; 2.0 hybrid (184 hk) aut. gear,TOYOTA,"TOYOTA,",1,high,name_similarity_firsttoken,
TOYOTA,AYGO 3/5-DØRS,5820,1.0 HB 5-DØRS; 1.0 HB AUT. 5-DØRS; 1.0 HB 3-DØRS,TOYOTA,AYGO,625248,high,name_similarity_firsttoken,
TOYOTA,AYGO 3/5-DØRS,5820,1.0 HB 5-DØRS; 1.0 HB AUT. 5-DØRS; 1.0 HB 3-DØRS,TOYOTA,HYOGO,3,medium,name_similarity_firsttoken,
TOYOTA,AYGO 3/5-DØRS,5820,1.0 HB 5-DØRS; 1.0 HB AUT. 5-DØRS; 1.0 HB 3-DØRS,TOYOTA,AGYO,2,medium,name_similarity_firsttoken,
TOYOTA,AYGO 3/5-DØRS,5820,1.0 HB 5-DØRS; 1.0 HB AUT. 5-DØRS; 1.0 HB 3-DØRS,TOYOTA,WAGON,1,medium,name_similarity_firsttoken,
NISSAN,NOTE,5684,1.2 5 M/T; 1.4; 80 5 M/T,NISSAN,NOTE,378948,exact,short_code_exact,
VOLVO,V60,5670,D4 aut.; T6 Recharge Aut; D3,VOLVO,V60,96404,exact,code_exact,
FORD,MONDEO,5626,2.0 TDCi (180 HK) Stationcar Forhjulstræk Automatisk; 2.0 EcoBlue (190 HK) Stationcar FWD A8; 2.0 TDCi (140 HK) Stationcar Forhjulstræk Manuel,FORD,MONDEO,456751,high,name_similarity_firsttoken,
FORD,MONDEO,5626,2.0 TDCi (180 HK) Stationcar Forhjulstræk Automatisk; 2.0 EcoBlue (190 HK) Stationcar FWD A8; 2.0 TDCi (140 HK) Stationcar Forhjulstræk Manuel,FORD,MODEL,83,medium,name_similarity_firsttoken,
FORD,MONDEO,5626,2.0 TDCi (180 HK) Stationcar Forhjulstræk Automatisk; 2.0 EcoBlue (190 HK) Stationcar FWD A8; 2.0 TDCi (140 HK) Stationcar Forhjulstræk Manuel,FORD,MONDOE,6,medium,name_similarity_firsttoken,
FORD,MONDEO,5626,2.0 TDCi (180 HK) Stationcar Forhjulstræk Automatisk; 2.0 EcoBlue (190 HK) Stationcar FWD A8; 2.0 TDCi (140 HK) Stationcar Forhjulstræk Manuel,FORD,MONDAO,5,medium,name_similarity_firsttoken,
FORD,MONDEO,5626,2.0 TDCi (180 HK) Stationcar Forhjulstræk Automatisk; 2.0 EcoBlue (190 HK) Stationcar FWD A8; 2.0 TDCi (140 HK) Stationcar Forhjulstræk Manuel,FORD,MONDEIO,1,high,name_similarity_firsttoken,
TOYOTA,COROLLA,5346,1.8 Hybrid (122 hk) Touring Sports aut. Gear; 1.8 Hybrid (122 hk) Hatchback aut. Gear; 2.0 Hybrid (180 hk) Touring Sports aut. Gear,TOYOTA,COROLLA,282026,high,name_similarity_firsttoken,
TOYOTA,COROLLA,5346,1.8 Hybrid (122 hk) Touring Sports aut. Gear; 1.8 Hybrid (122 hk) Hatchback aut. Gear; 2.0 Hybrid (180 hk) Touring Sports aut. Gear,TOYOTA,CORROLLA,13,high,name_similarity_firsttoken,
TOYOTA,COROLLA,5346,1.8 Hybrid (122 hk) Touring Sports aut. Gear; 1.8 Hybrid (122 hk) Hatchback aut. Gear; 2.0 Hybrid (180 hk) Touring Sports aut. Gear,TOYOTA,CORROLA,4,medium,name_similarity_firsttoken,
TOYOTA,COROLLA,5346,1.8 Hybrid (122 hk) Touring Sports aut. Gear; 1.8 Hybrid (122 hk) Hatchback aut. Gear; 2.0 Hybrid (180 hk) Touring Sports aut. Gear,TOYOTA,COROLA,3,high,name_similarity_firsttoken,
TOYOTA,COROLLA,5346,1.8 Hybrid (122 hk) Touring Sports aut. Gear; 1.8 Hybrid (122 hk) Hatchback aut. Gear; 2.0 Hybrid (180 hk) Touring Sports aut. Gear,TOYOTA,CROLLA,2,high,name_similarity_firsttoken,
RENAULT,GRAND SCENIC,5269,1.5 dCi ESM 110 7p; 1.6 dCi ESM 130 7p; 1.5 dCi 110 EDC,RENAULT,GRAND,65471,high,name_similarity_firsttoken,
RENAULT,GRAND SCENIC,5269,1.5 dCi ESM 110 7p; 1.6 dCi ESM 130 7p; 1.5 dCi 110 EDC,RENAULT,GRD,967,medium,name_similarity_firsttoken,
RENAULT,GRAND SCENIC,5269,1.5 dCi ESM 110 7p; 1.6 dCi ESM 130 7p; 1.5 dCi 110 EDC,RENAULT,GSCENIC,623,medium,name_similarity_fullstring,
RENAULT,GRAND SCENIC,5269,1.5 dCi ESM 110 7p; 1.6 dCi ESM 130 7p; 1.5 dCi 110 EDC,RENAULT,GRSCENIC,262,medium,name_similarity_fullstring,
RENAULT,GRAND SCENIC,5269,1.5 dCi ESM 110 7p; 1.6 dCi ESM 130 7p; 1.5 dCi 110 EDC,RENAULT,GRND,4,medium,name_similarity_firsttoken,
SUZUKI,SPLASH,5129,"1,0 5-dørs; 1,0; 1,2",SUZUKI,SPLASH,45041,high,name_similarity_firsttoken,
DACIA,Duster,5050,1.5 dCi 109; 1.5 dCi 90; 1.2 TCe 125,DACIA,DUSTER,184163,high,name_similarity_firsttoken,
TOYOTA,RAV4,4915,2.5 Hybrid (218 hk) 4X2 aut. gear; 2.5 Hybrid 4X2; 2.5 Hybrid 4X4,TOYOTA,RAV4,234239,high,name_similarity_firsttoken,
TOYOTA,RAV4,4915,2.5 Hybrid (218 hk) 4X2 aut. gear; 2.5 Hybrid 4X2; 2.5 Hybrid 4X4,TOYOTA,RAV,72023,medium,name_similarity_firsttoken,
TOYOTA,RAV4,4915,2.5 Hybrid (218 hk) 4X2 aut. gear; 2.5 Hybrid 4X2; 2.5 Hybrid 4X4,TOYOTA,RV4,7,medium,name_similarity_firsttoken,
TOYOTA,RAV4,4915,2.5 Hybrid (218 hk) 4X2 aut. gear; 2.5 Hybrid 4X2; 2.5 Hybrid 4X4,TOYOTA,RAVE,5,medium,name_similarity_firsttoken,
TOYOTA,RAV4,4915,2.5 Hybrid (218 hk) 4X2 aut. gear; 2.5 Hybrid 4X2; 2.5 Hybrid 4X4,TOYOTA,REV4,2,medium,name_similarity_firsttoken,
TOYOTA,AVENSIS,4889,1.8 VVT-i stationcar; 1.8 VVT-i Touring Sports; 1.8 VVT-i Touring Sports Multidrive S,TOYOTA,AVENSIS,146826,high,name_similarity_firsttoken,
TOYOTA,AVENSIS,4889,1.8 VVT-i stationcar; 1.8 VVT-i Touring Sports; 1.8 VVT-i Touring Sports Multidrive S,TOYOTA,AVENIS,2,high,name_similarity_firsttoken,
VOLKSWAGEN,Golf Sportsvan,4733,1.5 TSI EVO 150 DSG7; 1.4 TSI BMT 125 DSG7; 1.5 TSI EVO 130 DSG7,VOLKSWAGEN,GOLF,2127313,high,name_similarity_firsttoken,
VOLKSWAGEN,Golf Sportsvan,4733,1.5 TSI EVO 150 DSG7; 1.4 TSI BMT 125 DSG7; 1.5 TSI EVO 130 DSG7,VOLKSWAGEN,GPLF,3,medium,name_similarity_firsttoken,
VOLKSWAGEN,Golf Sportsvan,4733,1.5 TSI EVO 150 DSG7; 1.4 TSI BMT 125 DSG7; 1.5 TSI EVO 130 DSG7,VOLKSWAGEN,GL,3,medium,name_similarity_firsttoken,
VOLKSWAGEN,Golf Sportsvan,4733,1.5 TSI EVO 150 DSG7; 1.4 TSI BMT 125 DSG7; 1.5 TSI EVO 130 DSG7,VOLKSWAGEN,GLOF,2,medium,name_similarity_firsttoken,
VOLKSWAGEN,Golf Sportsvan,4733,1.5 TSI EVO 150 DSG7; 1.4 TSI BMT 125 DSG7; 1.5 TSI EVO 130 DSG7,VOLKSWAGEN,GOL,1,medium,name_similarity_firsttoken,
MAZDA,MAZDA6,4712,"2.0 SKYACTIV-G 165 HK Stationcar; 2,0 STATIONSCAR; 2,2 SKYACTIV-D 150 hk Stationcar",MAZDA,6,146230,exact,code_exact,
TOYOTA,YARIS 5-DØRS,4539,"1,3 MAN.6. 5D.; 1,4 D-4D MAN.6. 5D.; 1,0 MAN.5. 5D.",TOYOTA,YARIS,1114899,high,name_similarity_firsttoken,
TOYOTA,YARIS 5-DØRS,4539,"1,3 MAN.6. 5D.; 1,4 D-4D MAN.6. 5D.; 1,0 MAN.5. 5D.",TOYOTA,AURIS,359334,medium,name_similarity_firsttoken,
TOYOTA,YARIS 5-DØRS,4539,"1,3 MAN.6. 5D.; 1,4 D-4D MAN.6. 5D.; 1,0 MAN.5. 5D.",TOYOTA,YARIUS,2,high,name_similarity_firsttoken,
TOYOTA,YARIS 5-DØRS,4539,"1,3 MAN.6. 5D.; 1,4 D-4D MAN.6. 5D.; 1,0 MAN.5. 5D.",TOYOTA,YARRIS,2,high,name_similarity_firsttoken,
TOYOTA,YARIS 5-DØRS,4539,"1,3 MAN.6. 5D.; 1,4 D-4D MAN.6. 5D.; 1,0 MAN.5. 5D.",TOYOTA,AYRIS,2,medium,name_similarity_firsttoken,
HONDA,JAZZ,4499,"1.3 i-VTEC; 1.4 i-VTEC; 1,4 COMFORT",HONDA,JAZZ,806162,exact,short_code_exact,
HYUNDAI,I30CW,4476,"1.6 CRDi 5 dørs Stationcar; 1,6 CRDI 90 FL; 1.6 GDI 5 dørs Stationcar",HYUNDAI,I30,264304,exact,code_exact,
TOYOTA,VERSO,4405,1.8 VVT-i 7 sæder; 2.0 D-4D DPF.MAN.6; 1.8 MAN.6,TOYOTA,VERSO,66146,high,name_similarity_firsttoken,
TOYOTA,VERSO,4405,1.8 VVT-i 7 sæder; 2.0 D-4D DPF.MAN.6; 1.8 MAN.6,TOYOTA,VEROSSA,9,medium,name_similarity_firsttoken,
TOYOTA,VERSO,4405,1.8 VVT-i 7 sæder; 2.0 D-4D DPF.MAN.6; 1.8 MAN.6,TOYOTA,VWERSO,2,high,name_similarity_firsttoken,
OPEL,INSIGNIA,4352,"2,0CDTi 140HK Sports Tourer; 1,5T 165HK Sports Tourer Aut.; 1,5T 165HK 5-dørs Aut.",VAUXHALL,INSIGNIA,475883,high,name_similarity_firsttoken,
OPEL,INSIGNIA,4352,"2,0CDTi 140HK Sports Tourer; 1,5T 165HK Sports Tourer Aut.; 1,5T 165HK 5-dørs Aut.",VAUXHALL,INSIGNIAA,5,high,name_similarity_firsttoken,
OPEL,INSIGNIA,4352,"2,0CDTi 140HK Sports Tourer; 1,5T 165HK Sports Tourer Aut.; 1,5T 165HK 5-dørs Aut.",VAUXHALL,INSINIA,4,high,name_similarity_firsttoken,
OPEL,INSIGNIA,4352,"2,0CDTi 140HK Sports Tourer; 1,5T 165HK Sports Tourer Aut.; 1,5T 165HK 5-dørs Aut.",VAUXHALL,INSIGNA,4,high,name_similarity_firsttoken,
OPEL,INSIGNIA,4352,"2,0CDTi 140HK Sports Tourer; 1,5T 165HK Sports Tourer Aut.; 1,5T 165HK 5-dørs Aut.",VAUXHALL,ISIGNIA,2,high,name_similarity_firsttoken,
RENAULT,Kadjar,4348,dCi 110; TCe 130; dCi 110 EDC,RENAULT,KADJAR,165317,high,name_similarity_firsttoken,
PEUGEOT,207,4319,"1,6 HDI 92 HK ST.CAR; 1,6 HDI 92 HK 5-D; 1,6 HDI 16V 90HK.5D.",PEUGEOT,207,339797,exact,code_exact,
DACIA,Logan MCV,4307,TCe 90; 1.5 dCi 90; TCe 90 BVR,DACIA,LOGAN,37606,high,name_similarity_firsttoken,
DACIA,Logan MCV,4307,TCe 90; 1.5 dCi 90; TCe 90 BVR,DACIA,LOGAM,5,medium,name_similarity_firsttoken,
DACIA,Logan MCV,4307,TCe 90; 1.5 dCi 90; TCe 90 BVR,DACIA,LAGAN,3,medium,name_similarity_firsttoken,
CITROËN,C3 PICASSO,4293,"1,6 MPV; 1,6 HDI 90 FAP; 1,2 MPV",CITROEN,C3,574211,exact,code_exact,
MAZDA,CX-5,4262,"2,0 Man.; 2,0 Aut.; 2,5 Aut.",MAZDA,CX,260208,high,name_similarity_firsttoken,
MAZDA,CX-5,4262,"2,0 Man.; 2,0 Aut.; 2,5 Aut.",MAZDA,CX5,45,medium,name_similarity_fullstring,
MAZDA,CX-5,4262,"2,0 Man.; 2,0 Aut.; 2,5 Aut.",MAZDA,CX9,11,medium,name_similarity_firsttoken,
MAZDA,CX-5,4262,"2,0 Man.; 2,0 Aut.; 2,5 Aut.",MAZDA,CX8,8,medium,name_similarity_firsttoken,
MAZDA,CX-5,4262,"2,0 Man.; 2,0 Aut.; 2,5 Aut.",MAZDA,CX3,5,medium,name_similarity_firsttoken,
OPEL,Crossland X,4241,"1,2 T 110HK MPV; 1.2 T 110 HK MPV; 1,2 T 110HK MPV Aut.",VAUXHALL,CROSSLAND,165340,high,name_similarity_firsttoken,
FIAT,500C,4232,1.2 69; 0.9 80; 1.0 70,FIAT,500,1046964,exact,code_exact,
MAZDA,MAZDA3,4189,2.0 SKYACTIV-G 120 HK 5-dørs man.; 2.0 SKYACTIV-G 120 HK; 2.0 SKYACTIV-G 122 HK 5-dørs man.,MAZDA,3,265883,exact,code_exact,
DACIA,SANDERO,4174,0.9 TCe 90; TCe 90 Manuel; 1.5 dCi 90 Stepway,DACIA,SANDERO,276289,high,name_similarity_firsttoken,
AUDI,A4 AVANT,4144,"2,0 TDI; 2.0 TFSI 190 HK 5-dørs S tronic; 40 TFSI Avant S tronic",AUDI,A4,603927,exact,code_exact,
PEUGEOT,206 +,4125,"1,4 HDI 68 HK 5-D; 1,4 73 HK 5-D; 1,4 HDI 5D 68HK",PEUGEOT,206,105356,exact,code_exact,
CHEVROLET,AVEO,4123,1.2 5D; 1.2 ECO 5D; 1.2 4D,CHEVROLET,AVEO,22172,exact,short_code_exact,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,118,350249,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,116,248002,high,family_series_sibling,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,1 SERIES,184594,high,family_series_literal,
BMW,1-Serie,4105,118d 5-dørs hatchback Steptronic; 118i 5-dørs hatchback Steptronic; 118d 5-dørs hatchback,BMW,120,98433,high,family_series_sibling,
