dmr_make,dmr_model,age_band,n_tests_all,raw_rate_all,standardized_rate_all,unstable_all,n_tests_mechanical,raw_rate_mechanical,standardized_rate_mechanical,unstable_mechanical,n_tests_consumable,raw_rate_consumable,standardized_rate_consumable,unstable_consumable
HONDA,JAZZ,1,201544,0.903,0.8752,False,201544,0.9805,0.9694,False,201544,0.9168,0.8947,False
HONDA,JAZZ,2,221635,0.8524,0.8042,False,221635,0.9557,0.9396,False,221635,0.8817,0.8395,False
HONDA,JAZZ,3,247854,0.7792,0.7267,False,247854,0.9121,0.8869,False,247854,0.8286,0.7831,False
HONDA,JAZZ,4,344192,0.6376,0.5926,False,344192,0.7836,0.7487,False,344192,0.7409,0.7026,False
HYUNDAI,I 10,1,226109,0.8298,0.7972,False,226109,0.9503,0.9376,False,226109,0.8595,0.8309,False
HYUNDAI,I 10,2,263371,0.7602,0.706,False,263371,0.8917,0.8567,False,263371,0.8215,0.7803,False
HYUNDAI,I 10,3,240058,0.6637,0.596,False,240058,0.8211,0.7711,False,240058,0.7558,0.6986,False
HYUNDAI,I 10,4,160250,0.6108,0.5404,False,160250,0.7726,0.7119,False,160250,0.7163,0.6567,False
HYUNDAI,I10,1,226109,0.8298,0.7972,False,226109,0.9503,0.9376,False,226109,0.8595,0.8309,False
HYUNDAI,I10,2,263371,0.7602,0.706,False,263371,0.8917,0.8567,False,263371,0.8215,0.7803,False
HYUNDAI,I10,3,240058,0.6637,0.596,False,240058,0.8211,0.7711,False,240058,0.7558,0.6986,False
HYUNDAI,I10,4,160250,0.6108,0.5404,False,160250,0.7726,0.7119,False,160250,0.7163,0.6567,False
HYUNDAI,I20,1,109969,0.8543,0.8411,False,109969,0.9661,0.9595,False,109969,0.8763,0.8664,False
HYUNDAI,I20,2,149942,0.7606,0.7321,False,149942,0.894,0.8725,False,149942,0.8205,0.8008,False
HYUNDAI,I20,3,130770,0.6275,0.592,False,130770,0.7746,0.7434,False,130770,0.7393,0.7114,False
HYUNDAI,I20,4,72068,0.5865,0.5517,False,72068,0.7453,0.7125,False,72068,0.6984,0.6702,False
HYUNDAI,I30,1,76172,0.8194,0.8258,False,76172,0.9426,0.9456,False,76172,0.8563,0.861,False
HYUNDAI,I30,2,123066,0.6847,0.6974,False,123066,0.8178,0.8272,False,123066,0.7896,0.798,False
HYUNDAI,I30,3,116869,0.5774,0.5823,False,116869,0.716,0.7202,False,116869,0.7148,0.718,False
HYUNDAI,I30,4,82590,0.5297,0.5227,False,82590,0.6826,0.6745,False,82590,0.6602,0.6548,False
HYUNDAI,I30CW,1,76175,0.8194,0.8258,False,76175,0.9426,0.9456,False,76175,0.8563,0.861,False
HYUNDAI,I30CW,2,123066,0.6847,0.6974,False,123066,0.8178,0.8272,False,123066,0.7896,0.798,False
HYUNDAI,I30CW,3,116869,0.5774,0.5823,False,116869,0.716,0.7202,False,116869,0.7148,0.718,False
HYUNDAI,I30CW,4,82590,0.5297,0.5227,False,82590,0.6826,0.6745,False,82590,0.6602,0.6548,False
HYUNDAI,I40,1,19306,0.8154,0.8432,False,19306,0.9315,0.9523,False,19306,0.8582,0.8756,False
HYUNDAI,I40,2,39346,0.732,0.7662,False,39346,0.8523,0.8773,False,39346,0.8198,0.844,False
HYUNDAI,I40,3,24245,0.647,0.6726,False,24245,0.7578,0.7809,False,24245,0.7837,0.8017,False
HYUNDAI,I40,4,1634,0.5924,0.6068,False,1634,0.7013,0.7149,False,1634,0.7785,0.7926,False
HYUNDAI,IX20,1,28299,0.8658,0.8267,False,28299,0.9639,0.9517,False,28299,0.8904,0.8566,False
HYUNDAI,IX20,2,40832,0.7441,0.6753,False,40832,0.8713,0.8229,False,40832,0.8201,0.7669,False
HYUNDAI,IX20,3,35054,0.5907,0.5356,False,35054,0.7186,0.6685,False,35054,0.7369,0.6907,False
HYUNDAI,IX20,4,7129,0.5464,0.5099,False,7129,0.6772,0.6496,False,7129,0.7009,0.663,False
HYUNDAI,Ioniq,1,80426,0.8684,0.8782,False,80426,0.9529,0.9575,False,80426,0.9011,0.9095,False
HYUNDAI,Ioniq,2,12190,0.834,0.8484,False,12190,0.9266,0.9357,False,12190,0.8792,0.8912,False
HYUNDAI,KONA,1,59326,0.8662,0.8587,False,59326,0.9705,0.9671,False,59326,0.8874,0.8818,False
HYUNDAI,KONA,2,2449,0.8338,0.8187,False,2449,0.9502,0.9427,False,2449,0.8706,0.861,False
HYUNDAI,Tucson,1,257700,0.8406,0.8406,False,257700,0.9451,0.9437,False,257700,0.8777,0.8787,False
HYUNDAI,Tucson,2,105588,0.7854,0.7891,False,105588,0.8808,0.8817,False,105588,0.867,0.8693,False
HYUNDAI,Tucson,3,1675,0.6567,0.6679,False,1675,0.7451,0.7535,False,1675,0.7976,0.8062,False
HYUNDAI,Tucson,4,12190,0.5464,0.5608,False,12190,0.6553,0.6692,False,12190,0.7252,0.7333,False
HYUNDAI,i10 AC3,1,226109,0.8298,0.7972,False,226109,0.9503,0.9376,False,226109,0.8595,0.8309,False
HYUNDAI,i10 AC3,2,263371,0.7602,0.706,False,263371,0.8917,0.8567,False,263371,0.8215,0.7803,False
HYUNDAI,i10 AC3,3,240058,0.6637,0.596,False,240058,0.8211,0.7711,False,240058,0.7558,0.6986,False
HYUNDAI,i10 AC3,4,160250,0.6108,0.5404,False,160250,0.7726,0.7119,False,160250,0.7163,0.6567,False
HYUNDAI,i30 Stc.,1,76172,0.8194,0.8258,False,76172,0.9426,0.9456,False,76172,0.8563,0.861,False
HYUNDAI,i30 Stc.,2,123066,0.6847,0.6974,False,123066,0.8178,0.8272,False,123066,0.7896,0.798,False
HYUNDAI,i30 Stc.,3,116869,0.5774,0.5823,False,116869,0.716,0.7202,False,116869,0.7148,0.718,False
HYUNDAI,i30 Stc.,4,82590,0.5297,0.5227,False,82590,0.6826,0.6745,False,82590,0.6602,0.6548,False
KIA,CEE'D SW,1,101379,0.8168,0.8245,False,101379,0.9463,0.9499,False,101379,0.8514,0.8572,False
KIA,CEE'D SW,2,126378,0.7115,0.7249,False,126378,0.8419,0.8523,False,126378,0.8059,0.8143,False
KIA,CEE'D SW,3,121490,0.5804,0.5955,False,121490,0.7252,0.7385,False,121490,0.7109,0.7219,False
KIA,CEE'D SW,4,83056,0.5093,0.5134,False,83056,0.6744,0.6777,False,83056,0.6244,0.6275,False
KIA,CEED,1,101379,0.8168,0.8245,False,101379,0.9463,0.9499,False,101379,0.8514,0.8572,False
KIA,CEED,2,126378,0.7115,0.7249,False,126378,0.8419,0.8523,False,126378,0.8059,0.8143,False
KIA,CEED,3,121490,0.5804,0.5955,False,121490,0.7252,0.7385,False,121490,0.7109,0.7219,False
KIA,CEED,4,83056,0.5093,0.5134,False,83056,0.6744,0.6777,False,83056,0.6244,0.6275,False
KIA,CEED SW,1,101379,0.8168,0.8245,False,101379,0.9463,0.9499,False,101379,0.8514,0.8572,False
KIA,CEED SW,2,126378,0.7115,0.7249,False,126378,0.8419,0.8523,False,126378,0.8059,0.8143,False
KIA,CEED SW,3,121490,0.5804,0.5955,False,121490,0.7252,0.7385,False,121490,0.7109,0.7219,False
KIA,CEED SW,4,83056,0.5093,0.5134,False,83056,0.6744,0.6777,False,83056,0.6244,0.6275,False
KIA,Niro,1,93980,0.8654,0.868,False,93980,0.9733,0.9758,False,93980,0.8844,0.8856,False
KIA,Niro,2,11985,0.84,0.8424,False,11985,0.9443,0.9464,False,11985,0.8754,0.8766,False
KIA,Niro,3,1,1.0,,True,1,1.0,,True,1,1.0,,True
KIA,Niro,4,1,1.0,,True,1,1.0,,True,1,1.0,,True
KIA,Optima,1,23133,0.8242,0.8399,False,23133,0.9482,0.9564,False,23133,0.8571,0.8697,False
KIA,Optima,2,13045,0.7766,0.7957,False,13045,0.8843,0.8981,False,13045,0.8495,0.8628,False
KIA,Optima,3,3942,0.6408,0.6553,False,3942,0.7336,0.7457,False,3942,0.8004,0.8132,False
KIA,Optima,4,306,0.5817,,True,306,0.683,,True,306,0.781,,True
KIA,PICANTO,1,165041,0.8339,0.7903,False,165041,0.9469,0.9212,False,165041,0.8699,0.8402,False
KIA,PICANTO,2,158917,0.7494,0.6875,False,158917,0.8639,0.8161,False,158917,0.8379,0.7978,False
KIA,PICANTO,3,153315,0.6293,0.5655,False,153315,0.7558,0.6967,False,153315,0.7676,0.7233,False
KIA,PICANTO,4,125947,0.5503,0.4832,False,125947,0.6674,0.5973,False,125947,0.7253,0.6764,False
KIA,RIO,1,75096,0.8362,0.8241,False,75096,0.9637,0.9574,False,75096,0.8605,0.8514,False
KIA,RIO,2,117793,0.7345,0.7147,False,117793,0.8729,0.859,False,117793,0.8058,0.7912,False
KIA,RIO,3,103626,0.6097,0.594,False,103626,0.7462,0.7317,False,103626,0.7399,0.7277,False
KIA,RIO,4,58214,0.541,0.5146,False,58214,0.6667,0.6415,False,58214,0.7046,0.6826,False
KIA,SPORTAGE,1,373513,0.8287,0.8313,False,373513,0.9456,0.946,False,373513,0.8653,0.8677,False
KIA,SPORTAGE,2,301185,0.7539,0.7624,False,301185,0.8656,0.8716,False,301185,0.8379,0.8427,False
KIA,SPORTAGE,3,146794,0.6373,0.6568,False,146794,0.743,0.7598,False,146794,0.7858,0.7974,False
KIA,SPORTAGE,4,47231,0.5596,0.5758,False,47231,0.6639,0.6791,False,47231,0.736,0.7462,False
KIA,Stonic,1,47837,0.8647,0.8521,False,47837,0.9696,0.9637,False,47837,0.886,0.8766,False
KIA,Stonic,2,2973,0.8362,0.8139,False,2973,0.9432,0.9315,False,2973,0.8766,0.8575,False
KIA,VENGA,1,45539,0.869,0.8361,False,45539,0.9749,0.9652,False,45539,0.8854,0.856,False
KIA,VENGA,2,66927,0.7651,0.7019,False,66927,0.8992,0.8559,False,66927,0.8228,0.7785,False
KIA,VENGA,3,54501,0.6084,0.5594,False,54501,0.7396,0.6977,False,54501,0.7448,0.7056,False
KIA,VENGA,4,14962,0.5493,0.5231,False,14962,0.677,0.6533,False,14962,0.7004,0.6741,False
KIA,XCeed,1,13029,0.8622,0.8555,False,13029,0.9686,0.9654,False,13029,0.8845,0.88,False
MAZDA,2,1,91325,0.8593,0.8428,False,91325,0.9515,0.9416,False,91325,0.8966,0.8864,False
MAZDA,2,2,106567,0.7641,0.7319,False,106567,0.8613,0.8375,False,106567,0.8628,0.8413,False
MAZDA,2,3,118423,0.6288,0.5879,False,118423,0.7465,0.7153,False,118423,0.7813,0.7459,False
MAZDA,2,4,131257,0.552,0.5253,False,131257,0.6979,0.6743,False,131257,0.694,0.6676,False
MAZDA,3,1,81785,0.8162,0.8132,False,81785,0.9116,0.9093,False,81785,0.883,0.8811,False
MAZDA,3,2,107141,0.7424,0.7397,False,107141,0.8361,0.834,False,107141,0.8619,0.8596,False
MAZDA,3,3,77452,0.6559,0.6559,False,77452,0.7779,0.778,False,77452,0.7834,0.7817,False
MAZDA,3,4,105080,0.5461,0.5486,False,105080,0.6848,0.6861,False,105080,0.6895,0.6903,False
MAZDA,CX-3,1,56414,0.8759,0.8667,False,56414,0.9667,0.9618,False,56414,0.9009,0.8951,False
MAZDA,CX-3,2,27316,0.8017,0.7835,False,27316,0.8878,0.874,False,27316,0.8871,0.8774,False
MAZDA,CX-3,3,651,0.7035,0.7006,False,651,0.8018,0.7939,False,651,0.8602,0.8619,False
MAZDA,CX-5,1,95527,0.8563,0.859,False,95527,0.9535,0.9549,False,95527,0.8915,0.893,False
MAZDA,CX-5,2,78738,0.7731,0.7893,False,78738,0.8568,0.8712,False,78738,0.8777,0.8838,False
MAZDA,CX-5,3,29142,0.6757,0.697,False,29142,0.7491,0.7703,False,29142,0.8495,0.8565,False
MAZDA,CX-5,4,439,0.6036,,True,439,0.6902,,True,439,0.8064,,True
MAZDA,MAZDA2,1,91325,0.8593,0.8428,False,91325,0.9515,0.9416,False,91325,0.8966,0.8864,False
MAZDA,MAZDA2,2,106567,0.7641,0.7319,False,106567,0.8613,0.8375,False,106567,0.8628,0.8413,False
MAZDA,MAZDA2,3,118423,0.6288,0.5879,False,118423,0.7465,0.7153,False,118423,0.7813,0.7459,False
MAZDA,MAZDA2,4,131257,0.552,0.5253,False,131257,0.6979,0.6743,False,131257,0.694,0.6676,False
MAZDA,MAZDA3,1,81785,0.8162,0.8132,False,81785,0.9116,0.9093,False,81785,0.883,0.8811,False
MAZDA,MAZDA3,2,107141,0.7424,0.7397,False,107141,0.8361,0.834,False,107141,0.8619,0.8596,False
MAZDA,MAZDA3,3,77452,0.6559,0.6559,False,77452,0.7779,0.778,False,77452,0.7834,0.7817,False
MAZDA,MAZDA3,4,105080,0.5461,0.5486,False,105080,0.6848,0.6861,False,105080,0.6895,0.6903,False
MAZDA,MAZDA6,1,48336,0.8346,0.8455,False,48336,0.9387,0.9443,False,48336,0.8801,0.8881,False
MAZDA,MAZDA6,2,69498,0.7525,0.7737,False,69498,0.8468,0.8621,False,69498,0.86,0.8741,False
MAZDA,MAZDA6,3,54563,0.6474,0.6797,False,54563,0.7654,0.788,False,54563,0.7818,0.8087,False
MAZDA,MAZDA6,4,57890,0.5671,0.5881,False,57890,0.708,0.7267,False,57890,0.6974,0.7167,False
MAZDA,Mazda CX-30,1,10055,0.8943,0.885,False,10055,0.9769,0.9739,False,10055,0.9126,0.9052,False
MERCEDES-BENZ,A-Klasse,1,477583,0.8454,0.848,False,477583,0.948,0.9483,False,477583,0.8822,0.8846,False
MERCEDES-BENZ,A-Klasse,2,336383,0.7599,0.7693,False,336383,0.8787,0.8846,False,336383,0.8332,0.8395,False
MERCEDES-BENZ,A-Klasse,3,128713,0.6919,0.6902,False,128713,0.8094,0.8072,False,128713,0.801,0.8,False
MERCEDES-BENZ,A-Klasse,4,103039,0.6141,0.5797,False,103039,0.7422,0.7057,False,103039,0.7447,0.7212,False
MERCEDES-BENZ,B-Klasse,1,51926,0.8647,0.8504,False,51926,0.9613,0.9551,False,51926,0.8932,0.8824,False
MERCEDES-BENZ,B-Klasse,2,74455,0.7839,0.773,False,74455,0.9001,0.8923,False,74455,0.8471,0.8392,False
MERCEDES-BENZ,B-Klasse,3,68724,0.6899,0.6797,False,68724,0.8103,0.8009,False,68724,0.7952,0.7879,False
MERCEDES-BENZ,B-Klasse,4,60158,0.5783,0.5716,False,60158,0.6962,0.6877,False,60158,0.7248,0.7198,False
MERCEDES-BENZ,C,1,339841,0.8492,0.8567,False,339841,0.9423,0.9468,False,339841,0.8938,0.8984,False
MERCEDES-BENZ,C,2,386887,0.7929,0.807,False,386887,0.8823,0.8927,False,386887,0.8748,0.8837,False
MERCEDES-BENZ,C,3,286050,0.7029,0.7243,False,286050,0.7848,0.8046,False,286050,0.843,0.8547,False
MERCEDES-BENZ,C,4,240851,0.6371,0.6552,False,240851,0.7305,0.7478,False,240851,0.7908,0.8029,False
MERCEDES-BENZ,C-Klasse,1,339841,0.8492,0.8567,False,339841,0.9423,0.9468,False,339841,0.8938,0.8984,False
MERCEDES-BENZ,C-Klasse,2,386887,0.7929,0.807,False,386887,0.8823,0.8927,False,386887,0.8748,0.8837,False
MERCEDES-BENZ,C-Klasse,3,286050,0.7029,0.7243,False,286050,0.7848,0.8046,False,286050,0.843,0.8547,False
MERCEDES-BENZ,C-Klasse,4,240851,0.6371,0.6552,False,240851,0.7305,0.7478,False,240851,0.7908,0.8029,False
MERCEDES-BENZ,CLA,1,94884,0.8256,0.8337,False,94884,0.946,0.9498,False,94884,0.8615,0.868,False
MERCEDES-BENZ,CLA,2,70093,0.767,0.783,False,70093,0.8786,0.8909,False,70093,0.8425,0.8519,False
MERCEDES-BENZ,CLA,3,14183,0.7233,0.7362,False,14183,0.8248,0.8358,False,14183,0.8253,0.8331,False
MERCEDES-BENZ,E,1,235674,0.852,0.855,False,235674,0.9389,0.9441,False,235674,0.898,0.8979,False
MERCEDES-BENZ,E,2,247132,0.7967,0.8079,False,247132,0.8841,0.8943,False,247132,0.878,0.8846,False
MERCEDES-BENZ,E,3,189294,0.726,0.7407,False,189294,0.8102,0.8241,False,189294,0.8544,0.8623,False
MERCEDES-BENZ,E,4,118523,0.69,0.7074,False,118523,0.7734,0.7888,False,118523,0.8353,0.8469,False
MERCEDES-BENZ,E-Klasse,1,235674,0.852,0.855,False,235674,0.9389,0.9441,False,235674,0.898,0.8979,False
MERCEDES-BENZ,E-Klasse,2,247132,0.7967,0.8079,False,247132,0.8841,0.8943,False,247132,0.878,0.8846,False
MERCEDES-BENZ,E-Klasse,3,189294,0.726,0.7407,False,189294,0.8102,0.8241,False,189294,0.8544,0.8623,False
MERCEDES-BENZ,E-Klasse,4,118523,0.69,0.7074,False,118523,0.7734,0.7888,False,118523,0.8353,0.8469,False
MERCEDES-BENZ,GLA,1,157652,0.8645,0.8608,False,157652,0.9505,0.9475,False,157652,0.9013,0.8996,False
MERCEDES-BENZ,GLA,2,85299,0.8003,0.799,False,85299,0.8789,0.8772,False,85299,0.8883,0.8872,False
MERCEDES-BENZ,GLA,3,8307,0.7762,0.7699,False,8307,0.8535,0.8478,False,8307,0.8799,0.8758,False
MERCEDES-BENZ,GLB,1,4594,0.8833,0.8837,False,4594,0.9676,0.9683,False,4594,0.911,0.9113,False
MERCEDES-BENZ,GLC,1,163421,0.8726,0.8769,False,163421,0.9433,0.9465,False,163421,0.9205,0.9224,False
MERCEDES-BENZ,GLC,2,51250,0.8367,0.8412,False,51250,0.903,0.9059,False,51250,0.9146,0.9167,False
MERCEDES-BENZ,GLC,3,169,0.8225,,True,169,0.8935,,True,169,0.8935,,True
MERCEDES-BENZ,GLC,4,1,0.0,,True,1,1.0,,True,1,0.0,,True
MERCEDES-BENZ,GLE,1,55673,0.8776,0.8833,False,55673,0.964,0.9661,False,55673,0.9079,0.9121,False
MERCEDES-BENZ,GLE,2,26238,0.8659,0.8705,False,26238,0.9482,0.9506,False,26238,0.9075,0.9105,False
MERCEDES-BENZ,GLE,3,262,0.8626,,True,262,0.9389,,True,262,0.9122,,True
MINI,COOPER,1,452448,0.8663,0.8555,False,452448,0.9792,0.9727,False,452448,0.8814,0.8742,False
MINI,COOPER,2,349893,0.8289,0.8104,False,349893,0.9459,0.9318,False,349893,0.8644,0.8534,False
MINI,COOPER,3,123488,0.7552,0.7315,False,123488,0.9022,0.884,False,123488,0.81,0.794,False
MINI,COOPER,4,24334,0.6367,0.6148,False,24334,0.7964,0.777,False,24334,0.7411,0.7241,False
MITSUBISHI,ASX,1,30442,0.8611,0.8587,False,30442,0.9555,0.9535,False,30442,0.8927,0.8913,False
MITSUBISHI,ASX,2,42309,0.7725,0.7772,False,42309,0.8651,0.868,False,42309,0.8666,0.8684,False
MITSUBISHI,ASX,3,28271,0.6858,0.7058,False,28271,0.7709,0.7892,False,28271,0.8313,0.8416,False
MITSUBISHI,ASX,4,7476,0.6284,0.6558,False,7476,0.7184,0.7442,False,7476,0.7941,0.8103,False
MITSUBISHI,COLT,1,25,0.8,,True,25,0.88,,True,25,0.84,,True
MITSUBISHI,COLT,2,1685,0.7015,0.6676,False,1685,0.8813,0.864,False,1685,0.762,0.7337,False
MITSUBISHI,COLT,3,16585,0.6367,0.5882,False,16585,0.8014,0.7613,False,16585,0.734,0.6984,False
MITSUBISHI,COLT,4,54530,0.5372,0.5026,False,54530,0.6888,0.6516,False,54530,0.6733,0.6461,False
MITSUBISHI,OUTLANDER,1,107990,0.8534,0.864,False,107990,0.9469,0.9543,False,107990,0.89,0.8961,False
MITSUBISHI,OUTLANDER,2,105839,0.7646,0.7916,False,105839,0.8712,0.8899,False,105839,0.8458,0.8638,False
MITSUBISHI,OUTLANDER,3,31149,0.6469,0.6852,False,31149,0.7557,0.7888,False,31149,0.7831,0.8089,False
MITSUBISHI,OUTLANDER,4,20342,0.5418,0.5871,False,20342,0.6377,0.6773,False,20342,0.7225,0.766,False
MITSUBISHI,SPACE STAR,1,13095,0.8516,0.8253,False,13095,0.9578,0.945,False,13095,0.8813,0.8623,False
MITSUBISHI,SPACE STAR,2,17894,0.8094,0.7574,False,17894,0.9356,0.9105,False,17894,0.8493,0.8081,False
MITSUBISHI,SPACE STAR,3,8191,0.754,0.6866,False,8191,0.8904,0.8474,False,8191,0.8185,0.7675,False
MITSUBISHI,SPACE STAR,4,5,1.0,,True,5,1.0,,True,5,1.0,,True
NISSAN,JUKE,1,318538,0.8188,0.8056,False,318538,0.9334,0.9209,False,318538,0.8632,0.8573,False
NISSAN,JUKE,2,425229,0.6829,0.6708,False,425229,0.7825,0.7707,False,425229,0.8211,0.8131,False
NISSAN,JUKE,3,290892,0.5684,0.5674,False,290892,0.6682,0.6675,False,290892,0.7561,0.7517,False
NISSAN,JUKE,4,49473,0.5332,0.5347,False,49473,0.6293,0.6315,False,49473,0.7369,0.7336,False
NISSAN,MICRA,1,117855,0.7899,0.7522,False,117855,0.8757,0.8442,False,117855,0.8813,0.8622,False
NISSAN,MICRA,2,145460,0.7272,0.6642,False,145460,0.8303,0.7838,False,145460,0.8414,0.7945,False
NISSAN,MICRA,3,154077,0.6487,0.5793,False,154077,0.7837,0.7275,False,154077,0.7666,0.7107,False
NISSAN,MICRA,4,238274,0.5892,0.5316,False,238274,0.7573,0.7067,False,238274,0.6938,0.6419,False
NISSAN,NOTE,1,38870,0.866,0.8482,False,38870,0.9465,0.9366,False,38870,0.9067,0.8949,False
NISSAN,NOTE,2,159119,0.7798,0.7419,False,159119,0.8843,0.8559,False,159119,0.8544,0.8286,False
NISSAN,NOTE,3,165260,0.6359,0.5994,False,165260,0.7716,0.7409,False,165260,0.7598,0.7308,False
NISSAN,NOTE,4,209537,0.5437,0.5278,False,209537,0.7137,0.6974,False,209537,0.6657,0.6516,False
NISSAN,QASHQAI,1,580046,0.8347,0.8362,False,580046,0.9444,0.9441,False,580046,0.8735,0.875,False
NISSAN,QASHQAI,2,616076,0.7247,0.7331,False,616076,0.834,0.8406,False,616076,0.8298,0.834,False
NISSAN,QASHQAI,3,471803,0.5497,0.5764,False,471803,0.6563,0.6836,False,471803,0.7271,0.7426,False
NISSAN,QASHQAI,4,289849,0.4527,0.4834,False,289849,0.5576,0.5914,False,289849,0.6462,0.6682,False
NISSAN,Qashqai J11A,1,580046,0.8347,0.8362,False,580046,0.9444,0.9441,False,580046,0.8735,0.875,False
NISSAN,Qashqai J11A,2,616076,0.7247,0.7331,False,616076,0.834,0.8406,False,616076,0.8298,0.834,False
NISSAN,Qashqai J11A,3,471803,0.5497,0.5764,False,471803,0.6563,0.6836,False,471803,0.7271,0.7426,False
NISSAN,Qashqai J11A,4,289849,0.4527,0.4834,False,289849,0.5576,0.5914,False,289849,0.6462,0.6682,False
NISSAN,X-TRAIL,1,117625,0.8182,0.827,False,117625,0.9305,0.9357,False,117625,0.8656,0.8712,False
NISSAN,X-TRAIL,2,102887,0.7172,0.7386,False,102887,0.8149,0.8353,False,102887,0.8403,0.8489,False
NISSAN,X-TRAIL,3,25905,0.602,0.6374,False,25905,0.6735,0.7085,False,25905,0.8187,0.8343,False
NISSAN,X-TRAIL,4,47247,0.5208,0.5661,False,47247,0.599,0.6445,False,47247,0.7384,0.7686,False
OPEL,ASTRA,1,386690,0.8159,0.8262,False,386690,0.9363,0.941,False,386690,0.8561,0.8641,False
OPEL,ASTRA,2,614076,0.7135,0.7258,False,614076,0.8432,0.8516,False,614076,0.8082,0.8169,False
OPEL,ASTRA,3,628012,0.6413,0.654,False,628012,0.7766,0.7854,False,628012,0.7651,0.7757,False
OPEL,ASTRA,4,651650,0.5579,0.5661,False,651650,0.6767,0.6834,False,651650,0.7177,0.7243,False
OPEL,ASTRA SPORTS TOURER,1,386690,0.8159,0.8262,False,386690,0.9363,0.941,False,386690,0.8561,0.8641,False
OPEL,ASTRA SPORTS TOURER,2,614076,0.7135,0.7258,False,614076,0.8432,0.8516,False,614076,0.8082,0.8169,False
OPEL,ASTRA SPORTS TOURER,3,628012,0.6413,0.654,False,628012,0.7766,0.7854,False,628012,0.7651,0.7757,False
OPEL,ASTRA SPORTS TOURER,4,651650,0.5579,0.5661,False,651650,0.6767,0.6834,False,651650,0.7177,0.7243,False
OPEL,CORSA,1,657542,0.7867,0.7764,False,657542,0.8948,0.8864,False,657542,0.859,0.8527,False
OPEL,CORSA,2,893807,0.6546,0.6431,False,893807,0.7645,0.756,False,893807,0.8023,0.7921,False
OPEL,CORSA,3,826662,0.5849,0.5727,False,826662,0.7278,0.7167,False,826662,0.7279,0.7165,False
OPEL,CORSA,4,728956,0.5389,0.5239,False,728956,0.686,0.6725,False,728956,0.6865,0.6705,False
OPEL,Crossland X,1,21436,0.8616,0.8476,False,21436,0.9516,0.9413,False,21436,0.8997,0.8925,False
OPEL,Crossland X,2,2,1.0,,True,2,1.0,,True,2,1.0,,True
OPEL,Grandland X,1,34239,0.8621,0.8522,False,34239,0.9589,0.9541,False,34239,0.893,0.8864,False
OPEL,Grandland X,2,1,1.0,,True,1,1.0,,True,1,1.0,,True
OPEL,INSIGNIA,1,153091,0.771,0.8004,False,153091,0.8917,0.9126,False,153091,0.842,0.8599,False
OPEL,INSIGNIA,2,281811,0.6875,0.7281,False,281811,0.8137,0.8411,False,281811,0.8012,0.8324,False
OPEL,INSIGNIA,3,262436,0.6454,0.6803,False,262436,0.7971,0.8218,False,262436,0.7507,0.7794,False
OPEL,INSIGNIA,4,99155,0.6098,0.6317,False,99155,0.7447,0.7622,False,99155,0.7389,0.7558,False
OPEL,KARL,1,77075,0.8591,0.828,False,77075,0.954,0.9307,False,77075,0.8907,0.8735,False
OPEL,KARL,2,63920,0.7893,0.7214,False,63920,0.8744,0.8139,False,63920,0.8768,0.842,False
OPEL,KARL,3,1247,0.7073,0.6882,False,1247,0.7739,0.7475,False,1247,0.8597,0.8415,False
OPEL,MERIVA,1,28326,0.8027,0.7827,False,28326,0.8842,0.8705,False,28326,0.8909,0.8764,False
OPEL,MERIVA,2,83721,0.7281,0.698,False,83721,0.8255,0.8034,False,83721,0.8504,0.8285,False
OPEL,MERIVA,3,121162,0.6494,0.6287,False,121162,0.7651,0.7489,False,121162,0.7917,0.7734,False
OPEL,MERIVA,4,110346,0.5348,0.5145,False,110346,0.658,0.6389,False,110346,0.695,0.6751,False
OPEL,Mokka,1,335043,0.7811,0.7697,False,335043,0.8936,0.8835,False,335043,0.8515,0.8451,False
OPEL,Mokka,2,389561,0.6784,0.668,False,389561,0.7844,0.774,False,389561,0.8124,0.8059,False
OPEL,Mokka,3,92478,0.6284,0.6244,False,92478,0.7279,0.7233,False,92478,0.794,0.7904,False
OPEL,Mokka,4,65,0.6308,,True,65,0.7231,,True,65,0.7846,,True
OPEL,ZAFIRA,1,72969,0.7786,0.7868,False,72969,0.9215,0.927,False,72969,0.8258,0.8309,False
OPEL,ZAFIRA,2,224255,0.6976,0.7153,False,224255,0.8421,0.8545,False,224255,0.7855,0.7983,False
OPEL,ZAFIRA,3,234442,0.6115,0.6308,False,234442,0.7667,0.7801,False,234442,0.7239,0.7399,False
OPEL,ZAFIRA,4,218805,0.5246,0.5457,False,218805,0.6503,0.6701,False,218805,0.685,0.7006,False
PEUGEOT,107,1,3,1.0,,True,3,1.0,,True,3,1.0,,True
PEUGEOT,107,2,55143,0.7552,0.7146,False,55143,0.8967,0.874,False,55143,0.815,0.7813,False
PEUGEOT,107,3,168415,0.6871,0.6323,False,168415,0.8293,0.7888,False,168415,0.7817,0.737,False
PEUGEOT,107,4,193007,0.5802,0.5361,False,193007,0.7124,0.6703,False,193007,0.7283,0.6922,False
PEUGEOT,108,1,111550,0.8471,0.8165,False,111550,0.9582,0.9418,False,111550,0.8739,0.8516,False
PEUGEOT,108,2,136612,0.7994,0.7446,False,136612,0.9085,0.8683,False,136612,0.8598,0.8268,False
PEUGEOT,108,3,16631,0.7497,0.6794,False,16631,0.8545,0.8003,False,16631,0.8475,0.8063,False
