dmr_make,dmr_model,age_band,strata_merged,n_tests,pass_rate,reference_weight
KIA,RIO,2,6,479,0.5511,0.0189
KIA,RIO,3,1,5577,0.8017,0.0416
KIA,RIO,3,2,29400,0.6801,0.2241
KIA,RIO,3,3,40138,0.5861,0.3476
KIA,RIO,3,4,20902,0.5412,0.2389
KIA,RIO,3,5,5935,0.5097,0.099
KIA,RIO,3,6,1674,0.5054,0.0488
KIA,RIO,4,1,2437,0.7649,0.0227
KIA,RIO,4,2,13056,0.6275,0.1383
KIA,RIO,4,3,20404,0.5325,0.2841
KIA,RIO,4,4,14830,0.4846,0.2883
KIA,RIO,4,5,5549,0.4574,0.167
KIA,RIO,4,6,1938,0.4303,0.0996
KIA,SPORTAGE,1,1,78997,0.8754,0.3006
KIA,SPORTAGE,1,2,227968,0.8269,0.5074
KIA,SPORTAGE,1,3,58465,0.7831,0.1467
KIA,SPORTAGE,1,4,6958,0.7495,0.0315
KIA,SPORTAGE,1,5,926,0.7462,0.0089
KIA,SPORTAGE,1,6,199,0.6884,0.0049
KIA,SPORTAGE,2,1,10005,0.8748,0.0994
KIA,SPORTAGE,2,2,110784,0.8099,0.3905
KIA,SPORTAGE,2,3,133594,0.7306,0.3331
KIA,SPORTAGE,2,4,38678,0.6673,0.1222
KIA,SPORTAGE,2,5,6711,0.6419,0.036
KIA,SPORTAGE,2,6,1413,0.5909,0.0189
KIA,SPORTAGE,3,1,1562,0.8291,0.0416
KIA,SPORTAGE,3,2,18485,0.7589,0.2241
KIA,SPORTAGE,3,3,58948,0.6587,0.3476
KIA,SPORTAGE,3,4,48480,0.5898,0.2389
KIA,SPORTAGE,3,5,15497,0.5616,0.099
KIA,SPORTAGE,3,6,3822,0.5468,0.0488
KIA,SPORTAGE,4,1,292,0.8014,0.0227
KIA,SPORTAGE,4,2,3213,0.7009,0.1383
KIA,SPORTAGE,4,3,12848,0.6061,0.2841
KIA,SPORTAGE,4,4,18792,0.5347,0.2883
KIA,SPORTAGE,4,5,9383,0.5074,0.167
KIA,SPORTAGE,4,6,2703,0.4972,0.0996
KIA,Stonic,1,1,19441,0.9024,0.3006
KIA,Stonic,1,2,24543,0.8469,0.5074
KIA,Stonic,1,3,3506,0.7858,0.1467
KIA,Stonic,1,4+5+6,347,0.7896,0.0454
KIA,Stonic,2,1,361,0.9169,0.0994
KIA,Stonic,2,2,1693,0.8506,0.3905
KIA,Stonic,2,3,801,0.7853,0.3331
KIA,Stonic,2,4+5+6,118,0.7288,0.1771
KIA,VENGA,1,1,26809,0.9007,0.3006
KIA,VENGA,1,2,16541,0.8325,0.5074
KIA,VENGA,1,3,1957,0.7634,0.1467
KIA,VENGA,1,4+5+6,232,0.681,0.0454
KIA,VENGA,2,1,16108,0.8844,0.0994
KIA,VENGA,2,2,34223,0.7757,0.3905
KIA,VENGA,2,3,13343,0.6447,0.3331
KIA,VENGA,2,4,2672,0.5644,0.1222
KIA,VENGA,2,5,478,0.5335,0.036
KIA,VENGA,2,6,103,0.4369,0.0189
KIA,VENGA,3,1,4082,0.8415,0.0416
KIA,VENGA,3,2,20892,0.6823,0.2241
KIA,VENGA,3,3,19496,0.5543,0.3476
KIA,VENGA,3,4,7659,0.4712,0.2389
KIA,VENGA,3,5,1922,0.4329,0.099
KIA,VENGA,3,6,450,0.4756,0.0488
KIA,VENGA,4,1,453,0.7572,0.0227
KIA,VENGA,4,2,3708,0.6419,0.1383
KIA,VENGA,4,3,5818,0.5344,0.2841
KIA,VENGA,4,4,3562,0.4781,0.2883
KIA,VENGA,4,5,1143,0.4812,0.167
KIA,VENGA,4,6,278,0.4712,0.0996
KIA,XCeed,1,1,5044,0.8808,0.3006
KIA,XCeed,1,2,7009,0.8546,0.5074
KIA,XCeed,1,3,825,0.8255,0.1467
KIA,XCeed,1,4+5+6,151,0.7947,0.0454
MAZDA,2,1,1,44826,0.8904,0.3006
MAZDA,2,1,2,39698,0.8364,0.5074
MAZDA,2,1,3,6136,0.7907,0.1467
MAZDA,2,1,4+5+6,665,0.7669,0.0454
MAZDA,2,2,1,19252,0.8554,0.0994
MAZDA,2,2,2,54630,0.7788,0.3905
MAZDA,2,2,3,26713,0.697,0.3331
MAZDA,2,2,4,5122,0.6433,0.1222
MAZDA,2,2,5,710,0.5859,0.036
MAZDA,2,2,6,140,0.5786,0.0189
MAZDA,2,3,1,8901,0.8145,0.0416
MAZDA,2,3,2,41861,0.7005,0.2241
MAZDA,2,3,3,44991,0.5856,0.3476
MAZDA,2,3,4,18039,0.5166,0.2389
MAZDA,2,3,5,3798,0.485,0.099
MAZDA,2,3,6,833,0.4526,0.0488
MAZDA,2,4,1,4181,0.8134,0.0227
MAZDA,2,4,2,26054,0.6755,0.1383
MAZDA,2,4,3,48471,0.5527,0.2841
MAZDA,2,4,4,36568,0.4802,0.2883
MAZDA,2,4,5,12569,0.4453,0.167
MAZDA,2,4,6,3414,0.4361,0.0996
MAZDA,3,1,1,25363,0.8689,0.3006
MAZDA,3,1,2,43683,0.8033,0.5074
MAZDA,3,1,3,10877,0.76,0.1467
MAZDA,3,1,4,1611,0.7244,0.0315
MAZDA,3,1,5+6,251,0.7291,0.0139
MAZDA,3,2,1,8781,0.8279,0.0994
MAZDA,3,2,2,44832,0.7742,0.3905
MAZDA,3,2,3,38690,0.7174,0.3331
MAZDA,3,2,4,12024,0.6666,0.1222
MAZDA,3,2,5,2373,0.6363,0.036
MAZDA,3,2,6,441,0.6236,0.0189
MAZDA,3,3,1,2104,0.8702,0.0416
MAZDA,3,3,2,16673,0.7694,0.2241
MAZDA,3,3,3,30428,0.6581,0.3476
MAZDA,3,3,4,20181,0.5839,0.2389
MAZDA,3,3,5,6355,0.541,0.099
MAZDA,3,3,6,1711,0.5207,0.0488
MAZDA,3,4,1,1347,0.8419,0.0227
MAZDA,3,4,2,12690,0.7084,0.1383
MAZDA,3,4,3,33173,0.5734,0.2841
MAZDA,3,4,4,35738,0.5001,0.2883
MAZDA,3,4,5,16815,0.471,0.167
MAZDA,3,4,6,5317,0.4578,0.0996
MAZDA,CX-3,1,1,22676,0.9071,0.3006
MAZDA,CX-3,1,2,28729,0.8607,0.5074
MAZDA,CX-3,1,3,4509,0.8228,0.1467
MAZDA,CX-3,1,4+5+6,500,0.808,0.0454
MAZDA,CX-3,2,1,3421,0.8617,0.0994
MAZDA,CX-3,2,2,14182,0.8198,0.3905
MAZDA,CX-3,2,3,8002,0.7659,0.3331
MAZDA,CX-3,2,4,1490,0.7027,0.1222
MAZDA,CX-3,2,5+6,221,0.6697,0.0549
MAZDA,CX-3,3,1+2,233,0.7253,0.2657
MAZDA,CX-3,3,3,288,0.691,0.3476
MAZDA,CX-3,3,4+5+6,130,0.6923,0.3867
MAZDA,CX-5,1,1,20014,0.8833,0.3006
MAZDA,CX-5,1,2,55248,0.8581,0.5074
MAZDA,CX-5,1,3,16825,0.8273,0.1467
MAZDA,CX-5,1,4,2875,0.8115,0.0315
MAZDA,CX-5,1,5+6,565,0.8018,0.0139
MAZDA,CX-5,2,1,2307,0.8665,0.0994
MAZDA,CX-5,2,2,22906,0.8283,0.3905
MAZDA,CX-5,2,3,34546,0.7649,0.3331
MAZDA,CX-5,2,4,15138,0.7163,0.1222
MAZDA,CX-5,2,5,3337,0.6862,0.036
MAZDA,CX-5,2,6,504,0.6726,0.0189
MAZDA,CX-5,3,1,228,0.8596,0.0416
MAZDA,CX-5,3,2,3283,0.7862,0.2241
MAZDA,CX-5,3,3,10900,0.6946,0.3476
MAZDA,CX-5,3,4,10707,0.6407,0.2389
MAZDA,CX-5,3,5,3317,0.6213,0.099
MAZDA,CX-5,3,6,707,0.5955,0.0488
MAZDA,MAZDA2,1,1,44826,0.8904,0.3006
MAZDA,MAZDA2,1,2,39698,0.8364,0.5074
MAZDA,MAZDA2,1,3,6136,0.7907,0.1467
MAZDA,MAZDA2,1,4+5+6,665,0.7669,0.0454
MAZDA,MAZDA2,2,1,19252,0.8554,0.0994
MAZDA,MAZDA2,2,2,54630,0.7788,0.3905
MAZDA,MAZDA2,2,3,26713,0.697,0.3331
MAZDA,MAZDA2,2,4,5122,0.6433,0.1222
MAZDA,MAZDA2,2,5,710,0.5859,0.036
MAZDA,MAZDA2,2,6,140,0.5786,0.0189
MAZDA,MAZDA2,3,1,8901,0.8145,0.0416
MAZDA,MAZDA2,3,2,41861,0.7005,0.2241
MAZDA,MAZDA2,3,3,44991,0.5856,0.3476
MAZDA,MAZDA2,3,4,18039,0.5166,0.2389
MAZDA,MAZDA2,3,5,3798,0.485,0.099
MAZDA,MAZDA2,3,6,833,0.4526,0.0488
MAZDA,MAZDA2,4,1,4181,0.8134,0.0227
MAZDA,MAZDA2,4,2,26054,0.6755,0.1383
MAZDA,MAZDA2,4,3,48471,0.5527,0.2841
MAZDA,MAZDA2,4,4,36568,0.4802,0.2883
MAZDA,MAZDA2,4,5,12569,0.4453,0.167
MAZDA,MAZDA2,4,6,3414,0.4361,0.0996
MAZDA,MAZDA3,1,1,25363,0.8689,0.3006
MAZDA,MAZDA3,1,2,43683,0.8033,0.5074
MAZDA,MAZDA3,1,3,10877,0.76,0.1467
MAZDA,MAZDA3,1,4,1611,0.7244,0.0315
MAZDA,MAZDA3,1,5+6,251,0.7291,0.0139
MAZDA,MAZDA3,2,1,8781,0.8279,0.0994
MAZDA,MAZDA3,2,2,44832,0.7742,0.3905
MAZDA,MAZDA3,2,3,38690,0.7174,0.3331
MAZDA,MAZDA3,2,4,12024,0.6666,0.1222
MAZDA,MAZDA3,2,5,2373,0.6363,0.036
MAZDA,MAZDA3,2,6,441,0.6236,0.0189
MAZDA,MAZDA3,3,1,2104,0.8702,0.0416
MAZDA,MAZDA3,3,2,16673,0.7694,0.2241
MAZDA,MAZDA3,3,3,30428,0.6581,0.3476
MAZDA,MAZDA3,3,4,20181,0.5839,0.2389
MAZDA,MAZDA3,3,5,6355,0.541,0.099
MAZDA,MAZDA3,3,6,1711,0.5207,0.0488
MAZDA,MAZDA3,4,1,1347,0.8419,0.0227
MAZDA,MAZDA3,4,2,12690,0.7084,0.1383
MAZDA,MAZDA3,4,3,33173,0.5734,0.2841
MAZDA,MAZDA3,4,4,35738,0.5001,0.2883
MAZDA,MAZDA3,4,5,16815,0.471,0.167
MAZDA,MAZDA3,4,6,5317,0.4578,0.0996
MAZDA,MAZDA6,1,1,8360,0.8813,0.3006
MAZDA,MAZDA6,1,2,23045,0.8387,0.5074
MAZDA,MAZDA6,1,3,11902,0.815,0.1467
MAZDA,MAZDA6,1,4,3767,0.7884,0.0315
MAZDA,MAZDA6,1,5,1010,0.7723,0.0089
MAZDA,MAZDA6,1,6,252,0.7619,0.0049
MAZDA,MAZDA6,2,1,1936,0.829,0.0994
MAZDA,MAZDA6,2,2,15822,0.8026,0.3905
MAZDA,MAZDA6,2,3,26840,0.7579,0.3331
MAZDA,MAZDA6,2,4,17079,0.7146,0.1222
MAZDA,MAZDA6,2,5,6153,0.699,0.036
MAZDA,MAZDA6,2,6,1668,0.6841,0.0189
MAZDA,MAZDA6,3,1,453,0.8411,0.0416
MAZDA,MAZDA6,3,2,5034,0.7586,0.2241
MAZDA,MAZDA6,3,3,15399,0.6827,0.3476
MAZDA,MAZDA6,3,4,18386,0.6229,0.2389
MAZDA,MAZDA6,3,5,10322,0.6009,0.099
MAZDA,MAZDA6,3,6,4969,0.5943,0.0488
MAZDA,MAZDA6,4,1,310,0.7903,0.0227
MAZDA,MAZDA6,4,2,3415,0.6829,0.1383
MAZDA,MAZDA6,4,3,12216,0.6131,0.2841
MAZDA,MAZDA6,4,4,18833,0.5481,0.2883
MAZDA,MAZDA6,4,5,14038,0.5408,0.167
MAZDA,MAZDA6,4,6,9078,0.5326,0.0996
MAZDA,Mazda CX-30,1,1,5018,0.9123,0.3006
MAZDA,Mazda CX-30,1,2,4670,0.8773,0.5074
MAZDA,Mazda CX-30,1,3+4+6,367,0.861,0.1831
MERCEDES-BENZ,A-Klasse,1,1,114026,0.8978,0.3006
MERCEDES-BENZ,A-Klasse,1,2,273791,0.8412,0.5074
MERCEDES-BENZ,A-Klasse,1,3,76853,0.796,0.1467
MERCEDES-BENZ,A-Klasse,1,4,10882,0.7656,0.0315
MERCEDES-BENZ,A-Klasse,1,5,1731,0.7533,0.0089
MERCEDES-BENZ,A-Klasse,1,6,300,0.74,0.0049
MERCEDES-BENZ,A-Klasse,2,1,15564,0.88,0.0994
MERCEDES-BENZ,A-Klasse,2,2,121480,0.8049,0.3905
MERCEDES-BENZ,A-Klasse,2,3,137077,0.7403,0.3331
MERCEDES-BENZ,A-Klasse,2,4,48391,0.6889,0.1222
MERCEDES-BENZ,A-Klasse,2,5,11126,0.6752,0.036
MERCEDES-BENZ,A-Klasse,2,6,2745,0.6557,0.0189
MERCEDES-BENZ,A-Klasse,3,1,5015,0.8435,0.0416
MERCEDES-BENZ,A-Klasse,3,2,29841,0.7509,0.2241
MERCEDES-BENZ,A-Klasse,3,3,47397,0.687,0.3476
MERCEDES-BENZ,A-Klasse,3,4,31949,0.6456,0.2389
MERCEDES-BENZ,A-Klasse,3,5,11087,0.6373,0.099
MERCEDES-BENZ,A-Klasse,3,6,3424,0.6259,0.0488
MERCEDES-BENZ,A-Klasse,4,1,3687,0.8194,0.0227
MERCEDES-BENZ,A-Klasse,4,2,25009,0.7067,0.1383
MERCEDES-BENZ,A-Klasse,4,3,38843,0.6125,0.2841
MERCEDES-BENZ,A-Klasse,4,4,24622,0.5395,0.2883
MERCEDES-BENZ,A-Klasse,4,5,8429,0.5106,0.167
MERCEDES-BENZ,A-Klasse,4,6,2449,0.4863,0.0996
MERCEDES-BENZ,B-Klasse,1,1,22312,0.9034,0.3006
MERCEDES-BENZ,B-Klasse,1,2,24300,0.848,0.5074
MERCEDES-BENZ,B-Klasse,1,3,4501,0.7892,0.1467
MERCEDES-BENZ,B-Klasse,1,4,635,0.7134,0.0315
MERCEDES-BENZ,B-Klasse,1,5+6,178,0.7416,0.0139
MERCEDES-BENZ,B-Klasse,2,1,8456,0.8881,0.0994
MERCEDES-BENZ,B-Klasse,2,2,33982,0.8121,0.3905
MERCEDES-BENZ,B-Klasse,2,3,23380,0.7436,0.3331
MERCEDES-BENZ,B-Klasse,2,4,6742,0.6835,0.1222
MERCEDES-BENZ,B-Klasse,2,5,1411,0.6754,0.036
MERCEDES-BENZ,B-Klasse,2,6,484,0.6405,0.0189
MERCEDES-BENZ,B-Klasse,3,1,2554,0.8681,0.0416
MERCEDES-BENZ,B-Klasse,3,2,18678,0.7653,0.2241
MERCEDES-BENZ,B-Klasse,3,3,27486,0.6727,0.3476
MERCEDES-BENZ,B-Klasse,3,4,14610,0.6282,0.2389
MERCEDES-BENZ,B-Klasse,3,5,4134,0.604,0.099
MERCEDES-BENZ,B-Klasse,3,6,1262,0.5808,0.0488
MERCEDES-BENZ,B-Klasse,4,1,922,0.7874,0.0227
MERCEDES-BENZ,B-Klasse,4,2,8899,0.6914,0.1383
MERCEDES-BENZ,B-Klasse,4,3,21318,0.5918,0.2841
MERCEDES-BENZ,B-Klasse,4,4,18888,0.5384,0.2883
MERCEDES-BENZ,B-Klasse,4,5,7774,0.5064,0.167
MERCEDES-BENZ,B-Klasse,4,6,2357,0.5019,0.0996
MERCEDES-BENZ,C,1,1,71973,0.9004,0.3006
MERCEDES-BENZ,C,1,2,178463,0.849,0.5074
MERCEDES-BENZ,C,1,3,67168,0.8097,0.1467
MERCEDES-BENZ,C,1,4,16470,0.8013,0.0315
MERCEDES-BENZ,C,1,5,4164,0.8043,0.0089
MERCEDES-BENZ,C,1,6,1603,0.8185,0.0049
MERCEDES-BENZ,C,2,1,17475,0.8928,0.0994
MERCEDES-BENZ,C,2,2,117659,0.8336,0.3905
MERCEDES-BENZ,C,2,3,144418,0.7828,0.3331
MERCEDES-BENZ,C,2,4,70628,0.7488,0.1222
MERCEDES-BENZ,C,2,5,25003,0.7432,0.036
MERCEDES-BENZ,C,2,6,11704,0.7271,0.0189
MERCEDES-BENZ,C,3,1,4717,0.8806,0.0416
MERCEDES-BENZ,C,3,2,39620,0.8007,0.2241
MERCEDES-BENZ,C,3,3,90163,0.7303,0.3476
MERCEDES-BENZ,C,3,4,84364,0.6713,0.2389
MERCEDES-BENZ,C,3,5,44211,0.6425,0.099
MERCEDES-BENZ,C,3,6,22975,0.6211,0.0488
MERCEDES-BENZ,C,4,1,2358,0.8639,0.0227
MERCEDES-BENZ,C,4,2,20252,0.7617,0.1383
MERCEDES-BENZ,C,4,3,54702,0.6817,0.2841
MERCEDES-BENZ,C,4,4,72474,0.6231,0.2883
MERCEDES-BENZ,C,4,5,53434,0.5948,0.167
MERCEDES-BENZ,C,4,6,37631,0.5773,0.0996
MERCEDES-BENZ,C-Klasse,1,1,71973,0.9004,0.3006
MERCEDES-BENZ,C-Klasse,1,2,178463,0.849,0.5074
MERCEDES-BENZ,C-Klasse,1,3,67168,0.8097,0.1467
MERCEDES-BENZ,C-Klasse,1,4,16470,0.8013,0.0315
MERCEDES-BENZ,C-Klasse,1,5,4164,0.8043,0.0089
MERCEDES-BENZ,C-Klasse,1,6,1603,0.8185,0.0049
MERCEDES-BENZ,C-Klasse,2,1,17475,0.8928,0.0994
MERCEDES-BENZ,C-Klasse,2,2,117659,0.8336,0.3905
MERCEDES-BENZ,C-Klasse,2,3,144418,0.7828,0.3331
MERCEDES-BENZ,C-Klasse,2,4,70628,0.7488,0.1222
MERCEDES-BENZ,C-Klasse,2,5,25003,0.7432,0.036
MERCEDES-BENZ,C-Klasse,2,6,11704,0.7271,0.0189
MERCEDES-BENZ,C-Klasse,3,1,4717,0.8806,0.0416
MERCEDES-BENZ,C-Klasse,3,2,39620,0.8007,0.2241
MERCEDES-BENZ,C-Klasse,3,3,90163,0.7303,0.3476
MERCEDES-BENZ,C-Klasse,3,4,84364,0.6713,0.2389
MERCEDES-BENZ,C-Klasse,3,5,44211,0.6425,0.099
MERCEDES-BENZ,C-Klasse,3,6,22975,0.6211,0.0488
MERCEDES-BENZ,C-Klasse,4,1,2358,0.8639,0.0227
MERCEDES-BENZ,C-Klasse,4,2,20252,0.7617,0.1383
MERCEDES-BENZ,C-Klasse,4,3,54702,0.6817,0.2841
MERCEDES-BENZ,C-Klasse,4,4,72474,0.6231,0.2883
MERCEDES-BENZ,C-Klasse,4,5,53434,0.5948,0.167
MERCEDES-BENZ,C-Klasse,4,6,37631,0.5773,0.0996
MERCEDES-BENZ,CLA,1,1,17954,0.8843,0.3006
MERCEDES-BENZ,CLA,1,2,54066,0.8245,0.5074
MERCEDES-BENZ,CLA,1,3,18544,0.7869,0.1467
MERCEDES-BENZ,CLA,1,4,3541,0.7622,0.0315
MERCEDES-BENZ,CLA,1,5,666,0.7703,0.0089
MERCEDES-BENZ,CLA,1,6,113,0.646,0.0049
MERCEDES-BENZ,CLA,2,1,2064,0.8823,0.0994
MERCEDES-BENZ,CLA,2,2,21362,0.8121,0.3905
MERCEDES-BENZ,CLA,2,3,30148,0.7584,0.3331
MERCEDES-BENZ,CLA,2,4,12297,0.713,0.1222
MERCEDES-BENZ,CLA,2,5,3258,0.7001,0.036
MERCEDES-BENZ,CLA,2,6,964,0.7012,0.0189
MERCEDES-BENZ,CLA,3,1,193,0.8912,0.0416
MERCEDES-BENZ,CLA,3,2,1900,0.7842,0.2241
MERCEDES-BENZ,CLA,3,3,5453,0.7385,0.3476
MERCEDES-BENZ,CLA,3,4,4365,0.6875,0.2389
MERCEDES-BENZ,CLA,3,5,1698,0.6814,0.099
MERCEDES-BENZ,CLA,3,6,574,0.716,0.0488
MERCEDES-BENZ,E,1,1,38016,0.8832,0.3006
MERCEDES-BENZ,E,1,2,105025,0.8429,0.5074
MERCEDES-BENZ,E,1,3,50583,0.8358,0.1467
MERCEDES-BENZ,E,1,4,20423,0.8622,0.0315
MERCEDES-BENZ,E,1,5,10356,0.8714,0.0089
MERCEDES-BENZ,E,1,6,11271,0.8678,0.0049
MERCEDES-BENZ,E,2,1,9758,0.8819,0.0994
MERCEDES-BENZ,E,2,2,66716,0.8236,0.3905
MERCEDES-BENZ,E,2,3,82655,0.7868,0.3331
MERCEDES-BENZ,E,2,4,43512,0.7656,0.1222
MERCEDES-BENZ,E,2,5,20043,0.78,0.036
MERCEDES-BENZ,E,2,6,24448,0.7909,0.0189
MERCEDES-BENZ,E,3,1,3138,0.8779,0.0416
MERCEDES-BENZ,E,3,2,26274,0.796,0.2241
MERCEDES-BENZ,E,3,3,58227,0.7362,0.3476
MERCEDES-BENZ,E,3,4,52875,0.7005,0.2389
MERCEDES-BENZ,E,3,5,27985,0.6908,0.099
MERCEDES-BENZ,E,3,6,20795,0.6978,0.0488
MERCEDES-BENZ,E,4,1,1133,0.8844,0.0227
MERCEDES-BENZ,E,4,2,8953,0.7986,0.1383
MERCEDES-BENZ,E,4,3,23983,0.7215,0.2841
MERCEDES-BENZ,E,4,4,33581,0.68,0.2883
MERCEDES-BENZ,E,4,5,26793,0.6638,0.167
MERCEDES-BENZ,E,4,6,24080,0.6518,0.0996
MERCEDES-BENZ,E-Klasse,1,1,38016,0.8832,0.3006
MERCEDES-BENZ,E-Klasse,1,2,105025,0.8429,0.5074
MERCEDES-BENZ,E-Klasse,1,3,50583,0.8358,0.1467
MERCEDES-BENZ,E-Klasse,1,4,20423,0.8622,0.0315
MERCEDES-BENZ,E-Klasse,1,5,10356,0.8714,0.0089
MERCEDES-BENZ,E-Klasse,1,6,11271,0.8678,0.0049
MERCEDES-BENZ,E-Klasse,2,1,9758,0.8819,0.0994
MERCEDES-BENZ,E-Klasse,2,2,66716,0.8236,0.3905
MERCEDES-BENZ,E-Klasse,2,3,82655,0.7868,0.3331
MERCEDES-BENZ,E-Klasse,2,4,43512,0.7656,0.1222
MERCEDES-BENZ,E-Klasse,2,5,20043,0.78,0.036
MERCEDES-BENZ,E-Klasse,2,6,24448,0.7909,0.0189
MERCEDES-BENZ,E-Klasse,3,1,3138,0.8779,0.0416
MERCEDES-BENZ,E-Klasse,3,2,26274,0.796,0.2241
MERCEDES-BENZ,E-Klasse,3,3,58227,0.7362,0.3476
MERCEDES-BENZ,E-Klasse,3,4,52875,0.7005,0.2389
MERCEDES-BENZ,E-Klasse,3,5,27985,0.6908,0.099
MERCEDES-BENZ,E-Klasse,3,6,20795,0.6978,0.0488
MERCEDES-BENZ,E-Klasse,4,1,1133,0.8844,0.0227
MERCEDES-BENZ,E-Klasse,4,2,8953,0.7986,0.1383
MERCEDES-BENZ,E-Klasse,4,3,23983,0.7215,0.2841
MERCEDES-BENZ,E-Klasse,4,4,33581,0.68,0.2883
MERCEDES-BENZ,E-Klasse,4,5,26793,0.6638,0.167
MERCEDES-BENZ,E-Klasse,4,6,24080,0.6518,0.0996
MERCEDES-BENZ,GLA,1,1,45776,0.9081,0.3006
MERCEDES-BENZ,GLA,1,2,89766,0.8584,0.5074
MERCEDES-BENZ,GLA,1,3,19359,0.8025,0.1467
MERCEDES-BENZ,GLA,1,4,2368,0.7758,0.0315
MERCEDES-BENZ,GLA,1,5+6,383,0.7285,0.0139
MERCEDES-BENZ,GLA,2,1,5021,0.8956,0.0994
MERCEDES-BENZ,GLA,2,2,36721,0.8335,0.3905
MERCEDES-BENZ,GLA,2,3,33017,0.7731,0.3331
MERCEDES-BENZ,GLA,2,4,8741,0.7276,0.1222
MERCEDES-BENZ,GLA,2,5,1476,0.7148,0.036
MERCEDES-BENZ,GLA,2,6,323,0.6533,0.0189
MERCEDES-BENZ,GLA,3,1,234,0.9017,0.0416
MERCEDES-BENZ,GLA,3,2,1910,0.8199,0.2241
MERCEDES-BENZ,GLA,3,3,3641,0.7858,0.3476
MERCEDES-BENZ,GLA,3,4,1934,0.7265,0.2389
MERCEDES-BENZ,GLA,3,5,478,0.6841,0.099
MERCEDES-BENZ,GLA,3,6,110,0.7,0.0488
MERCEDES-BENZ,GLB,1,1,1161,0.9053,0.3006
MERCEDES-BENZ,GLB,1,2,2927,0.8777,0.5074
MERCEDES-BENZ,GLB,1,3+4+5+6,506,0.8656,0.192
MERCEDES-BENZ,GLC,1,1,31770,0.914,0.3006
MERCEDES-BENZ,GLC,1,2,97965,0.8724,0.5074
MERCEDES-BENZ,GLC,1,3,29253,0.8364,0.1467
MERCEDES-BENZ,GLC,1,4,3771,0.8205,0.0315
MERCEDES-BENZ,GLC,1,5,533,0.7992,0.0089
MERCEDES-BENZ,GLC,1,6,129,0.7674,0.0049
MERCEDES-BENZ,GLC,2,1,1898,0.9057,0.0994
MERCEDES-BENZ,GLC,2,2,18657,0.8584,0.3905
MERCEDES-BENZ,GLC,2,3,22335,0.8291,0.3331
MERCEDES-BENZ,GLC,2,4,6639,0.7964,0.1222
MERCEDES-BENZ,GLC,2,5,1353,0.7842,0.036
MERCEDES-BENZ,GLC,2,6,368,0.7527,0.0189
MERCEDES-BENZ,GLE,1,1,8903,0.9161,0.3006
MERCEDES-BENZ,GLE,1,2,33310,0.877,0.5074
MERCEDES-BENZ,GLE,1,3,11586,0.8576,0.1467
MERCEDES-BENZ,GLE,1,4,1591,0.8341,0.0315
MERCEDES-BENZ,GLE,1,5+6,283,0.788,0.0139
MERCEDES-BENZ,GLE,2,1,880,0.9045,0.0994
MERCEDES-BENZ,GLE,2,2,9481,0.8872,0.3905
MERCEDES-BENZ,GLE,2,3,11444,0.8554,0.3331
MERCEDES-BENZ,GLE,2,4,3575,0.8358,0.1222
MERCEDES-BENZ,GLE,2,5,692,0.8483,0.036
MERCEDES-BENZ,GLE,2,6,166,0.8735,0.0189
MINI,COOPER,1,1,205024,0.8872,0.3006
MINI,COOPER,1,2,213121,0.855,0.5074
MINI,COOPER,1,3,30677,0.8145,0.1467
MINI,COOPER,1,4,3123,0.7823,0.0315
MINI,COOPER,1,5+6,503,0.7813,0.0139
MINI,COOPER,2,1,52150,0.8881,0.0994
MINI,COOPER,2,2,177986,0.8437,0.3905
MINI,COOPER,2,3,96028,0.7936,0.3331
MINI,COOPER,2,4,19891,0.7351,0.1222
MINI,COOPER,2,5,3179,0.71,0.036
MINI,COOPER,2,6,659,0.6844,0.0189
MINI,COOPER,3,1,7471,0.8801,0.0416
MINI,COOPER,3,2,41738,0.8032,0.2241
MINI,COOPER,3,3,48693,0.737,0.3476
MINI,COOPER,3,4,20041,0.6815,0.2389
MINI,COOPER,3,5,4552,0.6511,0.099
MINI,COOPER,3,6,993,0.6435,0.0488
MINI,COOPER,4,1,850,0.8447,0.0227
MINI,COOPER,4,2,4564,0.732,0.1383
MINI,COOPER,4,3,9365,0.6408,0.2841
MINI,COOPER,4,4,6824,0.5755,0.2883
MINI,COOPER,4,5,2194,0.5533,0.167
MINI,COOPER,4,6,537,0.5419,0.0996
MITSUBISHI,ASX,1,1,8698,0.9007,0.3006
MITSUBISHI,ASX,1,2,16777,0.8574,0.5074
MITSUBISHI,ASX,1,3,4262,0.8146,0.1467
MITSUBISHI,ASX,1,4,593,0.7521,0.0315
MITSUBISHI,ASX,1,5+6,112,0.7054,0.0139
MITSUBISHI,ASX,2,1,2491,0.8944,0.0994
MITSUBISHI,ASX,2,2,16263,0.8246,0.3905
MITSUBISHI,ASX,2,3,16702,0.746,0.3331
MITSUBISHI,ASX,2,4,5560,0.6754,0.1222
MITSUBISHI,ASX,2,5,1056,0.642,0.036
MITSUBISHI,ASX,2,6,237,0.6456,0.0189
MITSUBISHI,ASX,3,1,363,0.8953,0.0416
MITSUBISHI,ASX,3,2,3934,0.8129,0.2241
MITSUBISHI,ASX,3,3,10563,0.708,0.3476
MITSUBISHI,ASX,3,4,9095,0.6417,0.2389
MITSUBISHI,ASX,3,5,3398,0.5939,0.099
MITSUBISHI,ASX,3,6,918,0.5773,0.0488
MITSUBISHI,ASX,4,1+2,420,0.7905,0.161
