dmr_make,dmr_model,age_band,n_periodisk_tests,n_pass,n_fail,n_strata_surviving,raw_pass_rate,standardized_pass_rate,reliability_unstable,meets_stability_floor_2500,meets_floor_500,meets_floor_1000,meets_floor_1500,meets_floor_2000,meets_floor_2500
SUZUKI,ALTO,2,5,0,5,0,0.0,,True,False,False,False,False,False,False
SEAT,LEON,1,71,53,18,1,0.7465,,True,False,False,False,False,False,False
HONDA,JAZZ,1,801,676,125,3,0.8439,0.7993,False,False,True,False,False,False,False
RENAULT,MEGANE,3,1261,327,934,4,0.2593,0.2603,False,False,True,True,False,False,False
OPEL,Grandland X,2,125,95,30,2,0.76,,True,False,False,False,False,False,False
OPEL,Mokka,4,35,18,17,1,0.5143,,True,False,False,False,False,False,False
HYUNDAI,I40,2,123,62,61,3,0.5041,0.5262,False,False,False,False,False,False,False
AUDI,A3,3,11732,6510,5222,5,0.5549,0.546,False,True,True,True,True,True,True
VOLVO,V60,4,3752,1803,1949,4,0.4805,0.5042,False,True,True,True,True,True,True
KIA,Niro,1,5432,4475,957,4,0.8238,0.82,False,True,True,True,True,True,True
TOYOTA,Toyota C-HR,1,14399,12046,2353,4,0.8366,0.8181,False,True,True,True,True,True,True
OPEL,Mokka,2,3055,2111,944,5,0.691,0.6402,False,True,True,True,True,True,True
CITROËN,C3,2,1100,541,559,3,0.4918,0.4523,False,False,True,True,False,False,False
VOLKSWAGEN,PASSAT VARIANT,2,14320,9142,5178,5,0.6384,0.6562,False,True,True,True,True,True,True
NISSAN,Qashqai J11A,2,7503,5078,2425,5,0.6768,0.6581,False,True,True,True,True,True,True
SKODA,OCTAVIA COMBI,1,14749,11614,3135,5,0.7874,0.8053,False,True,True,True,True,True,True
PEUGEOT,5008,1,4893,3280,1613,5,0.6703,0.6804,False,True,True,True,True,True,True
FORD,MONDEO STATIONCAR,3,9588,4419,5169,5,0.4609,0.5284,False,True,True,True,True,True,True
MITSUBISHI,SPACE STAR,3,2090,1429,661,5,0.6837,0.5771,False,False,True,True,True,True,False
HYUNDAI,I20,3,4313,2211,2102,5,0.5126,0.3843,False,True,True,True,True,True,True
HYUNDAI,Tucson,1,2203,1889,314,4,0.8575,0.8471,False,False,True,True,True,True,False
RENAULT,CLIO,2,641,261,380,4,0.4072,0.3799,False,False,True,False,False,False,False
SKODA,OCTAVIA COMBI,2,13702,9307,4395,5,0.6792,0.6923,False,True,True,True,True,True,True
MITSUBISHI,OUTLANDER,1,27166,21053,6113,5,0.775,0.7797,False,True,True,True,True,True,True
SUZUKI,IGNIS,1,1716,1453,263,3,0.8467,0.8044,False,False,True,True,True,False,False
OPEL,INSIGNIA,4,4475,1764,2711,5,0.3942,0.4159,False,True,True,True,True,True,True
RENAULT,Ny Clio,3,1622,570,1052,5,0.3514,0.2944,False,False,True,True,True,False,False
TOYOTA,YARIS,2,15223,10058,5165,5,0.6607,0.5882,False,True,True,True,True,True,True
TOYOTA,RAV4,2,15118,10065,5053,5,0.6658,0.6694,False,True,True,True,True,True,True
VOLKSWAGEN,PASSAT,2,14320,9142,5178,5,0.6384,0.6562,False,True,True,True,True,True,True
FORD,MONDEO,2,5589,3932,1657,5,0.7035,0.7442,False,True,True,True,True,True,True
TOYOTA,YARIS,3,21128,10726,10402,5,0.5077,0.4181,False,True,True,True,True,True,True
VOLVO,V60,1,11028,9356,1672,5,0.8484,0.8608,False,True,True,True,True,True,True
TOYOTA,Toyota C-HR,2,4126,3133,993,5,0.7593,0.7276,False,True,True,True,True,True,True
MERCEDES-BENZ,GLC,1,6276,5185,1091,5,0.8262,0.8402,False,True,True,True,True,True,True
PEUGEOT,108,3,301,144,157,3,0.4784,0.3555,False,False,False,False,False,False,False
SKODA,SUPERB COMBI,2,5609,3365,2244,5,0.5999,0.6255,False,True,True,True,True,True,True
VOLKSWAGEN,TIGUAN,1,8054,6495,1559,5,0.8064,0.816,False,True,True,True,True,True,True
MERCEDES-BENZ,C,2,5861,3790,2071,5,0.6466,0.6562,False,True,True,True,True,True,True
MAZDA,MAZDA6,3,3352,1681,1671,5,0.5015,0.5278,False,True,True,True,True,True,True
FORD,C-MAX,4,1034,387,647,4,0.3743,0.3615,False,False,True,True,False,False,False
OPEL,INSIGNIA,1,1365,1185,180,4,0.8681,0.8721,False,False,True,True,False,False,False
TOYOTA,Aygo X,1,689,554,135,2,0.8041,,True,False,True,False,False,False,False
TOYOTA,AURIS,3,23427,14070,9357,5,0.6006,0.563,False,True,True,True,True,True,True
FORD,KA,4,449,141,308,4,0.314,0.2245,False,False,False,False,False,False,False
VOLKSWAGEN,POLO,4,11528,3925,7603,5,0.3405,0.2835,False,True,True,True,True,True,True
OPEL,CORSA,3,2051,932,1119,5,0.4544,0.3596,False,False,True,True,True,True,False
FORD,NY Focus,2,5076,3477,1599,5,0.685,0.6816,False,True,True,True,True,True,True
SKODA,SUPERB,2,5609,3365,2244,5,0.5999,0.6255,False,True,True,True,True,True,True
CITROËN,C4,3,5303,2032,3271,5,0.3832,0.384,False,True,True,True,True,True,True
RENAULT,MEGANE,1,294,196,98,3,0.6667,0.6563,False,False,False,False,False,False,False
NISSAN,Qashqai J11A,3,10874,4800,6074,5,0.4414,0.4234,False,True,True,True,True,True,True
MAZDA,MAZDA6,4,4254,1258,2996,4,0.2957,0.3115,False,True,True,True,True,True,True
TOYOTA,RAV4 Plug in,2,15118,10065,5053,5,0.6658,0.6694,False,True,True,True,True,True,True
NISSAN,X-TRAIL,1,677,535,142,4,0.7903,0.7925,False,False,True,False,False,False,False
MERCEDES-BENZ,C-Klasse,3,6797,3463,3334,5,0.5095,0.5207,False,True,True,True,True,True,True
SKODA,FABIA,4,4252,1424,2828,5,0.3349,0.2906,False,True,True,True,True,True,True
PEUGEOT,308,2,4530,2376,2154,5,0.5245,0.5232,False,True,True,True,True,True,True
VOLKSWAGEN,T-Roc,2,288,235,53,3,0.816,0.8251,False,False,False,False,False,False,False
KIA,Optima,1,1833,1451,382,5,0.7916,0.8219,False,False,True,True,True,False,False
FORD,S-MAX,3,5510,2081,3429,4,0.3777,0.4375,False,True,True,True,True,True,True
NISSAN,QASHQAI,4,9029,2306,6723,5,0.2554,0.2539,False,True,True,True,True,True,True
HYUNDAI,I30,4,3800,1210,2590,5,0.3184,0.2783,False,True,True,True,True,True,True
NISSAN,MICRA,4,662,217,445,5,0.3278,0.2274,False,False,True,False,False,False,False
OPEL,INSIGNIA,2,1507,1077,430,5,0.7147,0.7245,False,False,True,True,True,False,False
NISSAN,JUKE,3,1806,680,1126,5,0.3765,0.3285,False,False,True,True,True,False,False
MITSUBISHI,OUTLANDER,3,16791,7397,9394,5,0.4405,0.4881,False,True,True,True,True,True,True
SUZUKI,SX4 COMBIBACK,2,2476,1840,636,5,0.7431,0.7009,False,False,True,True,True,True,False
TOYOTA,AVENSIS,3,12867,7225,5642,5,0.5615,0.5936,False,True,True,True,True,True,True
BMW,5-Serie,1,4543,3708,835,5,0.8162,0.829,False,True,True,True,True,True,True
NISSAN,JUKE,4,753,257,496,4,0.3413,0.3011,False,False,True,False,False,False,False
MERCEDES-BENZ,C-Klasse,1,3637,2952,685,5,0.8117,0.8214,False,True,True,True,True,True,True
HYUNDAI,I30CW,4,3800,1210,2590,5,0.3184,0.2783,False,True,True,True,True,True,True
KIA,CEED,1,984,805,179,3,0.8181,0.81,False,False,True,False,False,False,False
SUZUKI,SX4 S-Cross,3,4208,2793,1415,5,0.6637,0.5936,False,True,True,True,True,True,True
TOYOTA,AYGO 3/5-DØRS,4,3007,959,2048,5,0.3189,0.228,False,True,True,True,True,True,True
CITROËN,C3,4,1932,531,1401,5,0.2748,0.2447,False,False,True,True,True,False,False
VOLKSWAGEN,UP!,1,680,518,162,3,0.7618,0.699,False,False,True,False,False,False,False
SUZUKI,ALTO,4,392,142,250,4,0.3622,0.3082,False,False,False,False,False,False,False
FORD,Focus,2,5076,3477,1599,5,0.685,0.6816,False,True,True,True,True,True,True
FIAT,500,1,212,136,76,2,0.6415,,True,False,False,False,False,False,False
MERCEDES-BENZ,CLA,1,1365,1114,251,3,0.8161,0.8099,False,False,True,True,False,False,False
HYUNDAI,I 10,2,411,241,170,3,0.5864,0.5079,False,False,False,False,False,False,False
HYUNDAI,I10,2,411,241,170,3,0.5864,0.5079,False,False,False,False,False,False,False
AUDI,Q3,3,2899,1439,1460,5,0.4964,0.4962,False,True,True,True,True,True,True
TOYOTA,AYGO 5-DØRS,1,689,554,135,2,0.8041,,True,False,True,False,False,False,False
RENAULT,Ny Clio,4,517,116,401,4,0.2244,0.2376,False,False,True,False,False,False,False
HYUNDAI,IX20,4,920,313,607,5,0.3402,0.2674,False,False,True,False,False,False,False
RENAULT,Kadjar,2,688,431,257,4,0.6265,0.6241,False,False,True,False,False,False,False
NISSAN,NOTE,2,358,277,81,3,0.7737,0.7002,False,False,False,False,False,False,False
MERCEDES-BENZ,GLE,2,719,502,217,4,0.6982,0.7203,False,False,True,False,False,False,False
MERCEDES-BENZ,C-Klasse,4,7755,2522,5233,5,0.3252,0.3384,False,True,True,True,True,True,True
MAZDA,2,1,625,548,77,2,0.8768,,True,False,True,False,False,False,False
SUZUKI,VITARA,3,1056,709,347,5,0.6714,0.6181,False,False,True,True,False,False,False
KIA,VENGA,4,668,255,413,4,0.3817,0.3228,False,False,True,False,False,False,False
MERCEDES-BENZ,GLC,3,311,198,113,4,0.6367,0.6306,False,False,False,False,False,False,False
AUDI,Q3,2,1293,812,481,5,0.628,0.6304,False,False,True,True,False,False,False
SKODA,RAPID SPACEBACK,1,482,341,141,3,0.7075,0.7083,False,False,False,False,False,False,False
VOLVO,V40,4,243,112,131,3,0.4609,0.4277,False,False,False,False,False,False,False
AUDI,Q3,4,293,133,160,4,0.4539,0.46,False,False,False,False,False,False,False
AUDI,Q5,1,1438,1216,222,4,0.8456,0.8547,False,False,True,True,False,False,False
FORD,NY Focus,1,6110,4914,1196,4,0.8043,0.798,False,True,True,True,True,True,True
MERCEDES-BENZ,B-Klasse,1,856,701,155,4,0.8189,0.7849,False,False,True,False,False,False,False
SKODA,SUPERB,4,3621,1116,2505,4,0.3082,0.3373,False,True,True,True,True,True,True
MAZDA,MAZDA3,4,3328,1137,2191,5,0.3416,0.3098,False,True,True,True,True,True,True
OPEL,ASTRA SPORTS TOURER,2,374,274,100,3,0.7326,0.7367,False,False,False,False,False,False,False
HYUNDAI,i10 AC3,1,161,107,54,2,0.6646,,True,False,False,False,False,False,False
FORD,GALAXY,4,2069,505,1564,4,0.2441,0.2662,False,False,True,True,True,True,False
AUDI,A3 CABRIOLET,1,7,5,2,0,0.7143,,True,False,False,False,False,False,False
AUDI,A3 Limousine,1,109,81,28,2,0.7431,,True,False,False,False,False,False,False
RENAULT,Kadjar,1,356,265,91,3,0.7444,0.7522,False,False,False,False,False,False,False
OPEL,MERIVA,2,68,39,29,1,0.5735,,True,False,False,False,False,False,False
TOYOTA,AYGO,3,2298,1095,1203,5,0.4765,0.3489,False,False,True,True,True,True,False
MAZDA,CX-5,1,6042,4775,1267,4,0.7903,0.7938,False,True,True,True,True,True,True
MERCEDES-BENZ,E,3,8181,3876,4305,5,0.4738,0.5341,False,True,True,True,True,True,True
PEUGEOT,108,2,601,362,239,3,0.6023,0.4454,False,False,True,False,False,False,False
HYUNDAI,i30 Stc.,3,164,66,98,3,0.4024,0.3876,False,False,False,False,False,False,False
CITROËN,DS3,2,90,25,65,1,0.2778,,True,False,False,False,False,False,False
MAZDA,2,2,1120,807,313,4,0.7205,0.6754,False,False,True,True,False,False,False
HYUNDAI,I40,3,2466,880,1586,4,0.3569,0.3676,False,False,True,True,True,True,False
BMW,4-serie,3,422,225,197,4,0.5332,0.5427,False,False,False,False,False,False,False
KIA,CEE'D SW,4,742,242,500,4,0.3261,0.316,False,False,True,False,False,False,False
KIA,CEED,4,742,242,500,4,0.3261,0.316,False,False,True,False,False,False,False
VOLVO,XC40,2,184,156,28,2,0.8478,,True,False,False,False,False,False,False
CITROËN,C3,1,2416,1552,864,3,0.6424,0.5996,False,False,True,True,True,True,False
SUZUKI,SX4 COMBIBACK,1,2054,1841,213,3,0.8963,0.8768,False,False,True,True,True,True,False
FIAT,PANDA,3,332,133,199,3,0.4006,0.3371,False,False,False,False,False,False,False
MERCEDES-BENZ,GLE,3,72,45,27,2,0.625,,True,False,False,False,False,False,False
CHEVROLET,SPARK,2,10,1,9,0,0.1,,True,False,False,False,False,False,False
SEAT,Ibiza GP2,2,1,0,1,0,0.0,,True,False,False,False,False,False,False
FORD,KA,3,505,227,278,3,0.4495,0.3178,False,False,True,False,False,False,False
AUDI,A5 SPORTBACK,1,233,195,38,3,0.8369,0.8427,False,False,False,False,False,False,False
VOLKSWAGEN,PASSAT VARIANT,3,16654,7788,8866,5,0.4676,0.5138,False,True,True,True,True,True,True
FORD,KUGA,3,7170,3947,3223,5,0.5505,0.5831,False,True,True,True,True,True,True
NISSAN,Qashqai J11A,4,9029,2306,6723,5,0.2554,0.2539,False,True,True,True,True,True,True
VOLKSWAGEN,CADDY,4,1082,339,743,4,0.3133,0.3295,False,False,True,True,False,False,False
OPEL,INSIGNIA,3,3483,1837,1646,4,0.5274,0.5561,False,True,True,True,True,True,True
SKODA,OCTAVIA,4,12917,3887,9030,5,0.3009,0.3275,False,True,True,True,True,True,True
KIA,CEE'D SW,3,3585,1520,2065,5,0.424,0.4105,False,True,True,True,True,True,True
TOYOTA,AYGO,4,3007,959,2048,5,0.3189,0.228,False,True,True,True,True,True,True
MINI,COOPER,4,2672,826,1846,5,0.3091,0.2868,False,True,True,True,True,True,True
AUDI,A6 AVANT,3,2163,1472,691,4,0.6805,0.6959,False,False,True,True,True,True,False
FORD,FOCUS STATIONSVOGN,3,15257,7159,8098,5,0.4692,0.4713,False,True,True,True,True,True,True
AUDI,A6 AVANT,2,1067,806,261,4,0.7554,0.7784,False,False,True,True,False,False,False
MAZDA,CX-5,2,8955,5940,3015,5,0.6633,0.6766,False,True,True,True,True,True,True
HONDA,CIVIC,3,2369,1538,831,5,0.6492,0.6203,False,False,True,True,True,True,False
MAZDA,MAZDA2,4,2075,710,1365,5,0.3422,0.2739,False,False,True,True,True,True,False
BMW,2-Serie,3,949,594,355,5,0.6259,0.5958,False,False,True,False,False,False,False
TOYOTA,AVENSIS STW,2,3935,3001,934,5,0.7626,0.7704,False,True,True,True,True,True,True
SKODA,FABIA,2,3224,2022,1202,5,0.6272,0.5917,False,True,True,True,True,True,True
MERCEDES-BENZ,GLA,2,1805,1343,462,5,0.744,0.721,False,False,True,True,True,False,False
SKODA,SUPERB COMBI,1,6713,4552,2161,5,0.6781,0.7083,False,True,True,True,True,True,True
BMW,X1,1,7080,6147,933,5,0.8682,0.8569,False,True,True,True,True,True,True
HONDA,CIVIC,4,2980,960,2020,5,0.3221,0.2891,False,True,True,True,True,True,True
AUDI,A5 SPORTBACK,3,880,499,381,4,0.567,0.583,False,False,True,False,False,False,False
HYUNDAI,IX20,2,230,157,73,3,0.6826,0.5528,False,False,False,False,False,False,False
PEUGEOT,5008,2,1312,666,646,4,0.5076,0.5223,False,False,True,True,False,False,False
AUDI,A3 Sportback,4,227,92,135,4,0.4053,0.3941,False,False,False,False,False,False,False
TOYOTA,AYGO,1,689,554,135,2,0.8041,,True,False,True,False,False,False,False
PEUGEOT,2008,1,2747,2001,746,3,0.7284,0.6891,False,True,True,True,True,True,True
CITROËN,C3 PICASSO,2,46,26,20,1,0.5652,,True,False,False,False,False,False,False
HYUNDAI,Ioniq,2,834,549,285,4,0.6583,0.6387,False,False,True,False,False,False,False
TOYOTA,YARIS,1,16882,13410,3472,5,0.7943,0.7325,False,True,True,True,True,True,True
VOLKSWAGEN,TOURAN,1,1595,1198,397,5,0.7511,0.7682,False,False,True,True,True,False,False
AUDI,A3,1,4115,3063,1052,4,0.7443,0.7468,False,True,True,True,True,True,True
AUDI,A3 Sportback,1,3698,2731,967,4,0.7385,0.745,False,True,True,True,True,True,True
AUDI,A6 AVANT,4,143,77,66,2,0.5385,,True,False,False,False,False,False,False
MERCEDES-BENZ,GLE,1,2193,1890,303,4,0.8618,0.8608,False,False,True,True,True,True,False
FORD,FIESTA,2,4402,2399,2003,4,0.545,0.487,False,True,True,True,True,True,True
CITROËN,C 1,3,880,351,529,4,0.3989,0.2788,False,False,True,False,False,False,False
CITROËN,C1,3,880,351,529,4,0.3989,0.2788,False,False,True,False,False,False,False
KIA,CEED SW,2,1150,664,486,5,0.5774,0.5663,False,False,True,True,False,False,False
TOYOTA,COROLLA,3,284,113,171,4,0.3979,0.3941,False,False,False,False,False,False,False
BMW,4-serie,2,509,311,198,4,0.611,0.6213,False,False,True,False,False,False,False
TOYOTA,AVENSIS STW,1,538,448,90,4,0.8327,0.8515,False,False,True,False,False,False,False
KIA,VENGA,1,6,4,2,0,0.6667,,True,False,False,False,False,False,False
PEUGEOT,208,1,1123,854,269,3,0.7605,0.6782,False,False,True,True,False,False,False
FIAT,PANDA,2,94,34,60,2,0.3617,,True,False,False,False,False,False,False
OPEL,CORSA,1,389,312,77,2,0.8021,,True,False,False,False,False,False,False
KIA,RIO,2,1154,808,346,4,0.7002,0.6436,False,False,True,True,False,False,False
AUDI,A1 SPORTBACK,1,902,681,221,3,0.755,0.7474,False,False,True,False,False,False,False
FORD,B-MAX,4,19,9,10,0,0.4737,,True,False,False,False,False,False,False
MAZDA,Mazda CX-30,1,2458,2028,430,3,0.8251,0.8213,False,False,True,True,True,True,False
NISSAN,NOTE,1,25,21,4,1,0.84,,True,False,False,False,False,False,False
FORD,KA,2,41,21,20,1,0.5122,,True,False,False,False,False,False,False
SKODA,SCALA,1,339,259,80,2,0.764,,True,False,False,False,False,False,False
VOLKSWAGEN,TIGUAN,3,13669,6926,6743,5,0.5067,0.5256,False,True,True,True,True,True,True
PEUGEOT,5008,4,1845,453,1392,4,0.2455,0.2682,False,False,True,True,True,False,False
BMW,X3,3,9399,4740,4659,5,0.5043,0.5414,False,True,True,True,True,True,True
TOYOTA,RAV4 Plug in,3,11242,6723,4519,5,0.598,0.607,False,True,True,True,True,True,True
TOYOTA,YARIS 5-DØRS,4,12845,4534,8311,5,0.353,0.2741,False,True,True,True,True,True,True
MITSUBISHI,OUTLANDER,4,10148,2660,7488,4,0.2621,0.3063,False,True,True,True,True,True,True
CITROËN,C4,2,3636,1634,2002,5,0.4494,0.4508,False,True,True,True,True,True,True
BMW,1-Serie,4,6307,2292,4015,5,0.3634,0.3523,False,True,True,True,True,True,True
AUDI,A3,2,9233,5946,3287,5,0.644,0.64,False,True,True,True,True,True,True
TOYOTA,YARIS 5-DØRS,3,21128,10726,10402,5,0.5077,0.4181,False,True,True,True,True,True,True
MERCEDES-BENZ,E,4,11198,4475,6723,5,0.3996,0.4366,False,True,True,True,True,True,True
TOYOTA,AYGO 3/5-DØRS,3,2298,1095,1203,5,0.4765,0.3489,False,False,True,True,True,True,False
FORD,FIESTA 5 DØRS,3,8583,3352,5231,5,0.3905,0.3349,False,True,True,True,True,True,True
FORD,S-MAX,2,3631,2373,1258,4,0.6535,0.6677,False,True,True,True,True,True,True
CITROËN,BERLINGO,3,704,270,434,4,0.3835,0.3967,False,False,True,False,False,False,False
SUZUKI,SWIFT,2,2129,1379,750,4,0.6477,0.6107,False,False,True,True,True,True,False
MERCEDES-BENZ,E,1,4198,3253,945,5,0.7749,0.8365,False,True,True,True,True,True,True
VOLKSWAGEN,CADDY,1,865,543,322,5,0.6277,0.6482,False,False,True,False,False,False,False
AUDI,A5 SPORTBACK,2,267,177,90,3,0.6629,0.6677,False,False,False,False,False,False,False
VOLKSWAGEN,GOLF,1,9446,7501,1945,5,0.7941,0.7982,False,True,True,True,True,True,True
DACIA,Duster,2,542,183,359,5,0.3376,0.3487,False,False,True,False,False,False,False
FIAT,Punto S7,4,347,98,249,3,0.2824,0.2215,False,False,False,False,False,False,False
MAZDA,2,3,1899,1019,880,5,0.5366,0.4417,False,False,True,True,True,False,False
MAZDA,MAZDA2,3,1899,1019,880,5,0.5366,0.4417,False,False,True,True,True,False,False
VOLVO,XC60,1,16959,14985,1974,5,0.8836,0.8893,False,True,True,True,True,True,True
AUDI,A4 AVANT,4,152,76,76,3,0.5,0.5193,False,False,False,False,False,False,False
SUZUKI,SX4 S-Cross,2,2348,1769,579,5,0.7534,0.7098,False,False,True,True,True,True,False
MERCEDES-BENZ,B-Klasse,2,1185,705,480,5,0.5949,0.5715,False,False,True,True,False,False,False
TOYOTA,AYGO 5-DØRS,2,608,355,253,4,0.5839,0.4647,False,False,True,False,False,False,False
AUDI,A3 Limousine,2,290,192,98,4,0.6621,0.6687,False,False,False,False,False,False,False
SEAT,LEON,4,7,0,7,0,0.0,,True,False,False,False,False,False,False
AUDI,Q3,1,911,701,210,4,0.7695,0.7685,False,False,True,False,False,False,False
RENAULT,Ny Clio,2,641,261,380,4,0.4072,0.3799,False,False,True,False,False,False,False
TOYOTA,AVENSIS,1,538,448,90,4,0.8327,0.8515,False,False,True,False,False,False,False
SKODA,CITIGO,2,474,303,171,3,0.6392,0.5609,False,False,False,False,False,False,False
FORD,C-MAX,1,235,173,62,3,0.7362,0.7371,False,False,False,False,False,False,False
MAZDA,3,1,1523,1170,353,3,0.7682,0.747,False,False,True,True,True,False,False
SEAT,IBIZA,4,7,0,7,0,0.0,,True,False,False,False,False,False,False
CITROËN,C3 Aircross,2,91,42,49,1,0.4615,,True,False,False,False,False,False,False
KIA,RIO,1,599,506,93,3,0.8447,0.8323,False,False,True,False,False,False,False
SKODA,KAMIQ,1,327,234,93,2,0.7156,,True,False,False,False,False,False,False
FIAT,500,2,384,173,211,3,0.4505,0.4264,False,False,False,False,False,False,False
CITROËN,BERLINGO,1,389,263,126,3,0.6761,0.6762,False,False,False,False,False,False,False
OPEL,Crossland X,2,177,106,71,3,0.5989,0.5172,False,False,False,False,False,False,False
KIA,Stonic,2,93,63,30,1,0.6774,,True,False,False,False,False,False,False
NISSAN,MICRA,1,296,250,46,2,0.8446,,True,False,False,False,False,False,False
TOYOTA,Yaris Cross,1,261,233,28,2,0.8927,,True,False,False,False,False,False,False
PEUGEOT,107,2,7,3,4,0,0.4286,,True,False,False,False,False,False,False
AUDI,A1 SPORTBACK,3,3090,1635,1455,5,0.5291,0.4854,False,True,True,True,True,True,True
TOYOTA,AURIS,2,15458,11204,4254,5,0.7248,0.7014,False,True,True,True,True,True,True
PEUGEOT,3008,2,3468,2055,1413,5,0.5926,0.584,False,True,True,True,True,True,True
VOLKSWAGEN,TIGUAN,2,7466,5327,2139,5,0.7135,0.7227,False,True,True,True,True,True,True
KIA,PICANTO,1,563,447,116,2,0.794,,True,False,True,False,False,False,False
FORD,KUGA,1,5193,4271,922,4,0.8225,0.8205,False,True,True,True,True,True,True
MERCEDES-BENZ,E,2,3761,2309,1452,5,0.6139,0.6881,False,True,True,True,True,True,True
MINI,COOPER,2,1205,828,377,4,0.6871,0.6518,False,False,True,True,False,False,False
KIA,SPORTAGE,2,3281,1958,1323,5,0.5968,0.6001,False,True,True,True,True,True,True
VOLKSWAGEN,Golf Sportsvan,3,1676,1166,510,5,0.6957,0.6479,False,False,True,True,True,False,False
VOLKSWAGEN,T-Cross,1,1210,913,297,3,0.7545,0.7029,False,False,True,True,False,False,False
MERCEDES-BENZ,CLA,3,2171,1276,895,5,0.5877,0.5756,False,False,True,True,True,True,False
PEUGEOT,3008,4,4758,1340,3418,4,0.2816,0.2777,False,True,True,True,True,True,True
BMW,5-Serie,3,8687,4139,4548,5,0.4765,0.5144,False,True,True,True,True,True,True
AUDI,A4 AVANT,2,1848,1325,523,5,0.717,0.7383,False,False,True,True,True,False,False
MINI,COOPER,1,538,469,69,3,0.8717,0.8547,False,False,True,False,False,False,False
KIA,VENGA,3,1099,530,569,5,0.4823,0.3892,False,False,True,True,False,False,False
OPEL,ASTRA,1,1077,900,177,3,0.8357,0.8384,False,False,True,True,False,False,False
KIA,Optima,2,926,609,317,4,0.6577,0.659,False,False,True,False,False,False,False
RENAULT,Kadjar,3,102,57,45,2,0.5588,,True,False,False,False,False,False,False
SEAT,LEON,3,2,0,2,0,0.0,,True,False,False,False,False,False,False
KIA,CEE'D SW,1,984,805,179,3,0.8181,0.81,False,False,True,False,False,False,False
OPEL,ASTRA,3,3710,1949,1761,5,0.5253,0.5184,False,True,True,True,True,True,True
HYUNDAI,Tucson,4,317,103,214,3,0.3249,0.3363,False,False,False,False,False,False,False
FORD,B-MAX,2,250,154,96,3,0.616,0.5423,False,False,False,False,False,False,False
FORD,GALAXY,2,493,312,181,4,0.6329,0.6707,False,False,False,False,False,False,False
CITROËN,C 1,2,428,238,190,3,0.5561,0.4369,False,False,False,False,False,False,False
FORD,GALAXY,1,191,129,62,3,0.6754,0.7081,False,False,False,False,False,False,False
HYUNDAI,I10,1,161,107,54,2,0.6646,,True,False,False,False,False,False,False
ALFA ROMEO,GIULIETTA,3,258,119,139,3,0.4612,0.4506,False,False,False,False,False,False,False
FIAT,PANDA,1,20,8,12,0,0.4,,True,False,False,False,False,False,False
OPEL,ZAFIRA,1,47,36,11,1,0.766,,True,False,False,False,False,False,False
SEAT,LEON,2,5,0,5,0,0.0,,True,False,False,False,False,False,False
CITROËN,C3 PICASSO,1,11,8,3,0,0.7273,,True,False,False,False,False,False,False
AUDI,A5 SPORTBACK,4,69,35,34,2,0.5072,,True,False,False,False,False,False,False
HYUNDAI,I 10,1,161,107,54,2,0.6646,,True,False,False,False,False,False,False
ALFA ROMEO,GIULIETTA,4,1,0,1,0,0.0,,True,False,False,False,False,False,False
SEAT,IBIZA,2,1,0,1,0,0.0,,True,False,False,False,False,False,False
PEUGEOT,108,1,129,82,47,2,0.6357,,True,False,False,False,False,False,False
NISSAN,MICRA,2,274,184,90,3,0.6715,0.5727,False,False,False,False,False,False,False
HYUNDAI,I40,1,1,0,1,0,0.0,,True,False,False,False,False,False,False
KIA,Optima,4,1,0,1,0,0.0,,True,False,False,False,False,False,False
